country,year,gender,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp,generation,continent
Cuba,2015,female,05-14 years,0,600657,0,"87,132,800,000",8044,Generation Z,North America
Cuba,2008,male,05-14 years,1,734932,0.14,"60,806,300,000",5686,Generation Z,North America
Cuba,2009,male,05-14 years,1,718727,0.14,"62,080,000,000",5797,Generation Z,North America
Cuba,2007,male,05-14 years,2,750899,0.27,"58,603,900,000",5488,Generation Z,North America
Cuba,2008,female,05-14 years,2,691240,0.29,"60,806,300,000",5686,Generation Z,North America
Cuba,2012,female,05-14 years,2,634193,0.32,"73,141,000,000",6791,Generation Z,North America
Cuba,2014,female,05-14 years,2,610054,0.33,"80,656,100,000",7459,Generation Z,North America
Cuba,2009,female,05-14 years,3,675592,0.44,"62,080,000,000",5797,Generation Z,North America
Cuba,2011,female,05-14 years,3,647275,0.46,"68,990,000,000",6419,Generation Z,North America
Cuba,2010,male,05-14 years,4,702357,0.57,"64,328,000,000",5997,Generation Z,North America
Cuba,2011,male,05-14 years,4,687609,0.58,"68,990,000,000",6419,Generation Z,North America
Cuba,2013,female,05-14 years,4,621473,0.64,"77,148,000,000",7148,Generation Z,North America
Cuba,2015,male,05-14 years,4,636828,0.63,"87,132,800,000",8044,Generation Z,North America
Cuba,2013,male,05-14 years,5,659106,0.76,"77,148,000,000",7148,Generation Z,North America
Cuba,2012,male,05-14 years,6,672968,0.89,"73,141,000,000",6791,Generation Z,North America
Cuba,2010,female,05-14 years,7,660046,1.06,"64,328,000,000",5997,Generation Z,North America
Cuba,2014,male,05-14 years,9,646878,1.39,"80,656,100,000",7459,Generation Z,North America
Costa Rica,2010,female,05-14 years,0,369792,0,"37,268,635,287",8906,Generation Z,North America
Costa Rica,2007,female,05-14 years,1,386007,0.26,"26,743,874,206",6661,Generation Z,North America
Costa Rica,2007,male,05-14 years,1,403466,0.25,"26,743,874,206",6661,Generation Z,North America
Costa Rica,2008,male,05-14 years,1,398343,0.25,"30,612,932,876",7517,Generation Z,North America
Costa Rica,2009,male,05-14 years,1,392594,0.25,"30,562,361,123",7403,Generation Z,North America
Costa Rica,2013,female,05-14 years,1,357050,0.28,"49,745,088,112",11443,Generation Z,North America
Costa Rica,2008,female,05-14 years,2,381011,0.52,"30,612,932,876",7517,Generation Z,North America
Costa Rica,2011,female,05-14 years,2,364605,0.55,"42,262,697,840",9978,Generation Z,North America
Costa Rica,2009,female,05-14 years,3,375428,0.8,"30,562,361,123",7403,Generation Z,North America
Costa Rica,2012,female,05-14 years,3,360319,0.83,"46,473,128,286",10832,Generation Z,North America
Costa Rica,2014,female,05-14 years,3,354701,0.85,"50,577,769,838",11485,Generation Z,North America
Costa Rica,2014,male,05-14 years,3,371275,0.81,"50,577,769,838",11485,Generation Z,North America
Costa Rica,2010,male,05-14 years,5,386778,1.29,"37,268,635,287",8906,Generation Z,North America
Costa Rica,2011,male,05-14 years,5,381413,1.31,"42,262,697,840",9978,Generation Z,North America
Costa Rica,2012,male,05-14 years,5,377001,1.33,"46,473,128,286",10832,Generation Z,North America
Costa Rica,2013,male,05-14 years,6,373658,1.61,"49,745,088,112",11443,Generation Z,North America
Canada,2008,female,05-14 years,9,1861517,0.48,"1,549,131,208,997",49041,Generation Z,North America
Canada,2009,female,05-14 years,12,1837414,0.65,"1,371,153,004,986",42933,Generation Z,North America
Canada,2009,male,05-14 years,13,1937420,0.67,"1,371,153,004,986",42933,Generation Z,North America
Canada,2010,female,05-14 years,13,1820274,0.71,"1,613,464,422,811",49974,Generation Z,North America
Canada,2011,male,05-14 years,13,1920567,0.68,"1,788,647,906,048",54841,Generation Z,North America
Canada,2007,female,05-14 years,15,1890517,0.79,"1,464,977,190,206",46890,Generation Z,North America
Canada,2013,male,05-14 years,15,1927751,0.78,"1,842,628,005,830",55310,Generation Z,North America
Canada,2008,male,05-14 years,16,1959155,0.82,"1,549,131,208,997",49041,Generation Z,North America
Canada,2012,female,05-14 years,17,1816079,0.94,"1,824,288,757,448",55347,Generation Z,North America
Canada,2012,male,05-14 years,17,1921981,0.88,"1,824,288,757,448",55347,Generation Z,North America
Canada,2007,male,05-14 years,18,1986129,0.91,"1,464,977,190,206",46890,Generation Z,North America
Canada,2011,female,05-14 years,18,1815461,0.99,"1,788,647,906,048",54841,Generation Z,North America
Canada,2010,male,05-14 years,19,1922599,0.99,"1,613,464,422,811",49974,Generation Z,North America
Canada,2013,female,05-14 years,20,1823010,1.1,"1,842,628,005,830",55310,Generation Z,North America
Belize,2007,female,05-14 years,0,37069,0,"1,290,573,400",4951,Generation Z,North America
Belize,2008,female,05-14 years,0,37579,0,"1,368,625,150",5098,Generation Z,North America
Belize,2008,male,05-14 years,0,38038,0,"1,368,625,150",5098,Generation Z,North America
Belize,2009,female,05-14 years,0,37982,0,"1,336,957,250",4841,Generation Z,North America
Belize,2009,male,05-14 years,0,38375,0,"1,336,957,250",4841,Generation Z,North America
Belize,2010,female,05-14 years,0,38304,0,"1,397,113,450",4923,Generation Z,North America
Belize,2010,male,05-14 years,0,38669,0,"1,397,113,450",4923,Generation Z,North America
Belize,2011,female,05-14 years,0,38613,0,"1,487,005,600",5098,Generation Z,North America
Belize,2011,male,05-14 years,0,39029,0,"1,487,005,600",5098,Generation Z,North America
Belize,2012,female,05-14 years,0,38680,0,"1,573,670,250",5264,Generation Z,North America
Belize,2012,male,05-14 years,0,39194,0,"1,573,670,250",5264,Generation Z,North America
Belize,2013,female,05-14 years,0,38558,0,"1,612,573,850",5272,Generation Z,North America
Belize,2013,male,05-14 years,0,39211,0,"1,612,573,850",5272,Generation Z,North America
Belize,2014,male,05-14 years,0,39137,0,"1,703,951,050",5448,Generation Z,North America
Belize,2015,female,05-14 years,0,38109,0,"1,778,567,600",5561,Generation Z,North America
Belize,2007,male,05-14 years,1,37602,2.66,"1,290,573,400",4951,Generation Z,North America
Belize,2014,female,05-14 years,2,38337,5.22,"1,703,951,050",5448,Generation Z,North America
Belize,2015,male,05-14 years,3,39041,7.68,"1,778,567,600",5561,Generation Z,North America
Barbados,2007,female,05-14 years,0,18772,0,"4,523,750,000",17528,Generation Z,North America
Barbados,2007,male,05-14 years,0,19359,0,"4,523,750,000",17528,Generation Z,North America
Barbados,2008,female,05-14 years,0,18667,0,"4,607,300,000",17760,Generation Z,North America
Barbados,2008,male,05-14 years,0,19341,0,"4,607,300,000",17760,Generation Z,North America
Barbados,2009,female,05-14 years,0,18606,0,"4,434,050,000",17007,Generation Z,North America
Barbados,2009,male,05-14 years,0,19379,0,"4,434,050,000",17007,Generation Z,North America
Barbados,2010,female,05-14 years,0,18590,0,"4,461,650,000",17034,Generation Z,North America
Barbados,2010,male,05-14 years,0,19462,0,"4,461,650,000",17034,Generation Z,North America
Barbados,2011,female,05-14 years,0,18501,0,"4,660,900,000",17708,Generation Z,North America
Barbados,2011,male,05-14 years,0,19431,0,"4,660,900,000",17708,Generation Z,North America
Barbados,2012,female,05-14 years,0,18436,0,"4,656,350,000",17620,Generation Z,North America
Barbados,2012,male,05-14 years,0,19402,0,"4,656,350,000",17620,Generation Z,North America
Barbados,2013,female,05-14 years,0,18384,0,"4,612,500,000",17395,Generation Z,North America
Barbados,2013,male,05-14 years,0,19376,0,"4,612,500,000",17395,Generation Z,North America
Bahamas,2007,female,05-14 years,0,28225,0,"10,618,340,000",33710,Generation Z,North America
Bahamas,2007,male,05-14 years,0,28953,0,"10,618,340,000",33710,Generation Z,North America
Bahamas,2008,female,05-14 years,0,27972,0,"10,526,000,000",32746,Generation Z,North America
Bahamas,2009,female,05-14 years,0,27474,0,"9,981,960,000",30450,Generation Z,North America
Bahamas,2009,male,05-14 years,0,28311,0,"9,981,960,000",30450,Generation Z,North America
Bahamas,2010,female,05-14 years,0,26732,0,"10,095,760,000",30239,Generation Z,North America
Bahamas,2010,male,05-14 years,0,27620,0,"10,095,760,000",30239,Generation Z,North America
Bahamas,2011,female,05-14 years,0,26108,0,"10,070,450,000",29761,Generation Z,North America
Bahamas,2011,male,05-14 years,0,27054,0,"10,070,450,000",29761,Generation Z,North America
Bahamas,2012,female,05-14 years,0,25670,0,"10,720,500,000",31204,Generation Z,North America
Bahamas,2012,male,05-14 years,0,26675,0,"10,720,500,000",31204,Generation Z,North America
Bahamas,2013,female,05-14 years,0,25435,0,"10,627,600,000",30455,Generation Z,North America
Bahamas,2013,male,05-14 years,0,26496,0,"10,627,600,000",30455,Generation Z,North America
Bahamas,2008,male,05-14 years,1,28759,3.48,"10,526,000,000",32746,Generation Z,North America
Antigua and Barbuda,2007,female,05-14 years,0,8555,0,"1,311,401,333",15775,Generation Z,North America
Antigua and Barbuda,2007,male,05-14 years,0,8564,0,"1,311,401,333",15775,Generation Z,North America
Antigua and Barbuda,2008,female,05-14 years,0,8537,0,"1,368,431,037",16238,Generation Z,North America
Antigua and Barbuda,2008,male,05-14 years,0,8599,0,"1,368,431,037",16238,Generation Z,North America
Antigua and Barbuda,2009,female,05-14 years,0,8514,0,"1,224,253,000",14335,Generation Z,North America
Antigua and Barbuda,2009,male,05-14 years,0,8599,0,"1,224,253,000",14335,Generation Z,North America
Antigua and Barbuda,2012,female,05-14 years,0,8401,0,"1,211,411,704",13657,Generation Z,North America
Antigua and Barbuda,2012,male,05-14 years,0,8475,0,"1,211,411,704",13657,Generation Z,North America
Antigua and Barbuda,2013,female,05-14 years,0,8353,0,"1,192,925,407",13287,Generation Z,North America
Antigua and Barbuda,2013,male,05-14 years,0,8405,0,"1,192,925,407",13287,Generation Z,North America
Antigua and Barbuda,2014,female,05-14 years,0,8296,0,"1,280,133,333",14093,Generation Z,North America
Antigua and Barbuda,2014,male,05-14 years,0,8335,0,"1,280,133,333",14093,Generation Z,North America
Antigua and Barbuda,2015,female,05-14 years,0,8239,0,"1,364,863,037",14853,Generation Z,North America
Antigua and Barbuda,2015,male,05-14 years,0,8268,0,"1,364,863,037",14853,Generation Z,North America
New Zealand,2013,male,05-14 years,0,305750,0,"190,785,204,764",46198,Generation Z,Oceania
New Zealand,2007,female,05-14 years,1,290770,0.34,"137,316,087,308",34892,Generation Z,Oceania
New Zealand,2007,male,05-14 years,1,305270,0.33,"137,316,087,308",34892,Generation Z,Oceania
New Zealand,2008,male,05-14 years,2,301970,0.66,"133,279,679,483",33585,Generation Z,Oceania
New Zealand,2013,female,05-14 years,2,291080,0.69,"190,785,204,764",46198,Generation Z,Oceania
New Zealand,2008,female,05-14 years,3,287370,1.04,"133,279,679,483",33585,Generation Z,Oceania
New Zealand,2010,female,05-14 years,3,284090,1.06,"146,583,831,538",36145,Generation Z,Oceania
New Zealand,2010,male,05-14 years,3,298490,1.01,"146,583,831,538",36145,Generation Z,Oceania
New Zealand,2011,female,05-14 years,3,283270,1.06,"168,461,998,741",41184,Generation Z,Oceania
New Zealand,2011,male,05-14 years,3,296860,1.01,"168,461,998,741",41184,Generation Z,Oceania
New Zealand,2009,female,05-14 years,4,285710,1.4,"121,338,622,025",30259,Generation Z,Oceania
New Zealand,2012,female,05-14 years,5,283200,1.77,"176,192,886,551",42756,Generation Z,Oceania
New Zealand,2009,male,05-14 years,6,300000,2,"121,338,622,025",30259,Generation Z,Oceania
New Zealand,2012,male,05-14 years,7,297240,2.35,"176,192,886,551",42756,Generation Z,Oceania
Fiji,2007,female,05-14 years,0,77970,0,"3,405,050,612",4570,Generation Z,Oceania
Fiji,2007,male,05-14 years,0,83503,0,"3,405,050,612",4570,Generation Z,Oceania
Fiji,2008,male,05-14 years,0,83368,0,"3,523,185,920",4675,Generation Z,Oceania
Fiji,2009,female,05-14 years,0,77600,0,"2,870,624,636",3765,Generation Z,Oceania
Fiji,2009,male,05-14 years,0,83083,0,"2,870,624,636",3765,Generation Z,Oceania
Fiji,2011,female,05-14 years,0,77394,0,"3,774,530,616",4862,Generation Z,Oceania
Fiji,2011,male,05-14 years,0,82994,0,"3,774,530,616",4862,Generation Z,Oceania
Fiji,2012,female,05-14 years,0,78081,0,"3,972,012,571",5073,Generation Z,Oceania
Fiji,2012,male,05-14 years,0,83764,0,"3,972,012,571",5073,Generation Z,Oceania
Fiji,2008,female,05-14 years,1,77855,1.28,"3,523,185,920",4675,Generation Z,Oceania
Australia,2009,male,05-14 years,0,1417269,0,"926,448,240,318",45128,Generation Z,Oceania
Australia,2008,female,05-14 years,3,1340626,0.22,"1,052,584,601,611",52315,Generation Z,Oceania
Australia,2009,female,05-14 years,3,1345910,0.22,"926,448,240,318",45128,Generation Z,Oceania
Australia,2007,female,05-14 years,4,1337384,0.3,"851,962,785,585",43171,Generation Z,Oceania
Australia,2010,female,05-14 years,4,1348336,0.3,"1,144,260,547,873",54887,Generation Z,Oceania
Australia,2012,male,05-14 years,6,1442602,0.42,"1,543,411,012,580",72669,Generation Z,Oceania
Australia,2013,female,05-14 years,6,1389383,0.43,"1,573,696,522,007",72856,Generation Z,Oceania
Australia,2014,male,05-14 years,6,1485754,0.4,"1,464,955,475,994",66809,Generation Z,Oceania
Australia,2015,male,05-14 years,6,1507502,0.4,"1,349,034,029,453",60656,Generation Z,Oceania
Australia,2010,male,05-14 years,7,1420846,0.49,"1,144,260,547,873",54887,Generation Z,Oceania
Australia,2011,male,05-14 years,7,1423748,0.49,"1,394,280,784,778",66770,Generation Z,Oceania
Australia,2007,male,05-14 years,8,1408182,0.57,"851,962,785,585",43171,Generation Z,Oceania
Australia,2008,male,05-14 years,8,1411650,0.57,"1,052,584,601,611",52315,Generation Z,Oceania
Australia,2015,female,05-14 years,8,1428159,0.56,"1,349,034,029,453",60656,Generation Z,Oceania
Australia,2011,female,05-14 years,9,1351751,0.67,"1,394,280,784,778",66770,Generation Z,Oceania
Australia,2012,female,05-14 years,10,1368580,0.73,"1,543,411,012,580",72669,Generation Z,Oceania
Australia,2014,female,05-14 years,15,1408758,1.06,"1,464,955,475,994",66809,Generation Z,Oceania
Australia,2013,male,05-14 years,16,1464302,1.09,"1,573,696,522,007",72856,Generation Z,Oceania
Aruba,2007,female,05-14 years,0,7391,0,"2,623,726,257",27672,Generation Z,Oceania
Aruba,2007,male,05-14 years,0,7537,0,"2,623,726,257",27672,Generation Z,Oceania
Aruba,2008,female,05-14 years,0,7269,0,"2,791,960,894",29447,Generation Z,Oceania
Aruba,2008,male,05-14 years,0,7476,0,"2,791,960,894",29447,Generation Z,Oceania
Aruba,2009,female,05-14 years,0,7178,0,"2,498,932,961",26361,Generation Z,Oceania
Aruba,2009,male,05-14 years,0,7420,0,"2,498,932,961",26361,Generation Z,Oceania
Aruba,2010,female,05-14 years,0,7148,0,"2,467,703,911",25974,Generation Z,Oceania
Aruba,2010,male,05-14 years,0,7414,0,"2,467,703,911",25974,Generation Z,Oceania
Aruba,2011,female,05-14 years,0,7064,0,"2,584,463,687",27066,Generation Z,Oceania
Aruba,2011,male,05-14 years,0,7324,0,"2,584,463,687",27066,Generation Z,Oceania
Uruguay,2007,female,05-14 years,0,257931,0,"23,410,572,634",7581,Generation Z,South America
Uruguay,2009,male,05-14 years,0,263516,0,"31,660,911,277",10166,Generation Z,South America
Uruguay,2014,female,05-14 years,0,243247,0,"57,236,013,086",18012,Generation Z,South America
Uruguay,2009,female,05-14 years,1,253321,0.39,"31,660,911,277",10166,Generation Z,South America
Uruguay,2010,male,05-14 years,1,261266,0.38,"40,284,481,652",12882,Generation Z,South America
Uruguay,2012,female,05-14 years,1,246803,0.41,"51,264,390,116",16264,Generation Z,South America
Uruguay,2014,male,05-14 years,1,253946,0.39,"57,236,013,086",18012,Generation Z,South America
Uruguay,2008,female,05-14 years,2,255625,0.78,"30,366,213,119",9793,Generation Z,South America
Uruguay,2012,male,05-14 years,2,257123,0.78,"51,264,390,116",16264,Generation Z,South America
Uruguay,2015,female,05-14 years,2,241598,0.83,"53,274,304,222",16696,Generation Z,South America
Uruguay,2008,male,05-14 years,3,265857,1.13,"30,366,213,119",9793,Generation Z,South America
Uruguay,2010,female,05-14 years,3,251005,1.2,"40,284,481,652",12882,Generation Z,South America
Uruguay,2013,male,05-14 years,3,255456,1.17,"57,531,233,351",18179,Generation Z,South America
Uruguay,2015,male,05-14 years,3,252509,1.19,"53,274,304,222",16696,Generation Z,South America
Uruguay,2013,female,05-14 years,5,244964,2.04,"57,531,233,351",18179,Generation Z,South America
Uruguay,2007,male,05-14 years,6,268262,2.24,"23,410,572,634",7581,Generation Z,South America
Suriname,2011,male,05-14 years,0,51989,0,"4,422,276,622",9184,Generation Z,South America
Suriname,2012,male,05-14 years,0,51758,0,"4,980,000,000",10227,Generation Z,South America
Suriname,2008,female,05-14 years,1,49401,2.02,"3,532,969,035",7601,Generation Z,South America
Suriname,2009,male,05-14 years,1,52427,1.91,"3,875,409,836",8238,Generation Z,South America
Suriname,2013,female,05-14 years,1,48022,2.08,"5,145,757,576",10451,Generation Z,South America
Suriname,2010,male,05-14 years,2,52202,3.83,"4,368,398,048",9176,Generation Z,South America
Suriname,2011,female,05-14 years,2,48495,4.12,"4,422,276,622",9184,Generation Z,South America
Suriname,2014,female,05-14 years,2,47832,4.18,"5,240,606,061",10530,Generation Z,South America
Suriname,2014,male,05-14 years,2,51324,3.9,"5,240,606,061",10530,Generation Z,South America
Suriname,2007,female,05-14 years,3,49661,6.04,"2,936,612,022",6397,Generation Z,South America
Suriname,2007,male,05-14 years,3,52686,5.69,"2,936,612,022",6397,Generation Z,South America
Suriname,2008,male,05-14 years,3,52600,5.7,"3,532,969,035",7601,Generation Z,South America
Suriname,2009,female,05-14 years,3,49092,6.11,"3,875,409,836",8238,Generation Z,South America
Suriname,2012,female,05-14 years,3,48244,6.22,"4,980,000,000",10227,Generation Z,South America
Suriname,2013,male,05-14 years,3,51531,5.82,"5,145,757,576",10451,Generation Z,South America
Suriname,2010,female,05-14 years,4,48769,8.2,"4,368,398,048",9176,Generation Z,South America
Paraguay,2008,male,05-14 years,2,699445,0.29,"18,504,130,753",3438,Generation Z,South America
Paraguay,2010,male,05-14 years,2,690556,0.29,"20,030,528,043",3619,Generation Z,South America
Paraguay,2010,female,05-14 years,3,665063,0.45,"20,030,528,043",3619,Generation Z,South America
Paraguay,2007,male,05-14 years,5,702214,0.71,"13,794,910,634",2599,Generation Z,South America
Paraguay,2009,female,05-14 years,5,669630,0.75,"15,929,902,138",2920,Generation Z,South America
Paraguay,2009,male,05-14 years,5,695155,0.72,"15,929,902,138",2920,Generation Z,South America
Paraguay,2011,female,05-14 years,6,659621,0.91,"25,099,681,461",4474,Generation Z,South America
Paraguay,2008,female,05-14 years,7,674138,1.04,"18,504,130,753",3438,Generation Z,South America
Paraguay,2011,male,05-14 years,7,685194,1.02,"25,099,681,461",4474,Generation Z,South America
Paraguay,2012,female,05-14 years,7,655451,1.07,"24,595,319,574",4319,Generation Z,South America
Paraguay,2013,male,05-14 years,8,678324,1.18,"28,965,906,502",5006,Generation Z,South America
Paraguay,2007,female,05-14 years,9,677311,1.33,"13,794,910,634",2599,Generation Z,South America
Paraguay,2012,male,05-14 years,10,681050,1.47,"24,595,319,574",4319,Generation Z,South America
Paraguay,2014,male,05-14 years,10,676877,1.48,"30,881,166,852",5254,Generation Z,South America
Paraguay,2014,female,05-14 years,12,651376,1.84,"30,881,166,852",5254,Generation Z,South America
Paraguay,2013,female,05-14 years,14,652740,2.14,"28,965,906,502",5006,Generation Z,South America
Guyana,2008,male,05-14 years,0,90267,0,"1,922,598,121",2873,Generation Z,South America
Guyana,2007,male,05-14 years,1,92446,1.08,"1,740,334,782",2602,Generation Z,South America
Guyana,2009,male,05-14 years,1,88273,1.13,"2,061,323,854",3076,Generation Z,South America
Guyana,2013,female,05-14 years,1,77645,1.29,"2,990,006,534",4372,Generation Z,South America
Guyana,2013,male,05-14 years,1,81898,1.22,"2,990,006,534",4372,Generation Z,South America
Guyana,2010,male,05-14 years,2,86692,2.31,"2,273,225,042",3384,Generation Z,South America
Guyana,2012,female,05-14 years,2,79129,2.53,"2,861,562,266",4212,Generation Z,South America
Guyana,2007,female,05-14 years,3,88555,3.39,"1,740,334,782",2602,Generation Z,South America
Guyana,2011,male,05-14 years,3,84995,3.53,"2,576,024,116",3815,Generation Z,South America
Guyana,2008,female,05-14 years,4,86356,4.63,"1,922,598,121",2873,Generation Z,South America
Guyana,2011,female,05-14 years,4,80748,4.95,"2,576,024,116",3815,Generation Z,South America
Guyana,2012,male,05-14 years,4,83404,4.8,"2,861,562,266",4212,Generation Z,South America
Guyana,2010,female,05-14 years,5,82511,6.06,"2,273,225,042",3384,Generation Z,South America
Guyana,2009,female,05-14 years,6,84273,7.12,"2,061,323,854",3076,Generation Z,South America
Ecuador,2010,female,05-14 years,18,1478558,1.22,"69,555,367,000",5206,Generation Z,South America
Ecuador,2014,female,05-14 years,18,1497410,1.2,"101,726,331,000",7116,Generation Z,South America
Ecuador,2009,female,05-14 years,20,1476543,1.35,"62,519,686,000",4762,Generation Z,South America
Ecuador,2013,female,05-14 years,20,1490382,1.34,"95,129,659,000",6769,Generation Z,South America
Ecuador,2008,female,05-14 years,22,1474229,1.49,"61,762,635,000",4787,Generation Z,South America
Ecuador,2007,female,05-14 years,23,1470813,1.56,"51,007,777,000",4024,Generation Z,South America
Ecuador,2009,male,05-14 years,23,1533769,1.5,"62,519,686,000",4762,Generation Z,South America
Ecuador,2008,male,05-14 years,24,1530626,1.57,"61,762,635,000",4787,Generation Z,South America
Ecuador,2010,male,05-14 years,26,1536680,1.69,"69,555,367,000",5206,Generation Z,South America
Ecuador,2012,female,05-14 years,27,1484824,1.82,"87,924,544,000",6364,Generation Z,South America
Ecuador,2015,female,05-14 years,27,1505127,1.79,"99,290,381,000",6832,Generation Z,South America
Ecuador,2014,male,05-14 years,28,1560323,1.79,"101,726,331,000",7116,Generation Z,South America
Ecuador,2013,male,05-14 years,29,1551821,1.87,"95,129,659,000",6769,Generation Z,South America
Ecuador,2011,female,05-14 years,32,1480934,2.16,"79,276,664,000",5836,Generation Z,South America
Ecuador,2011,male,05-14 years,32,1539867,2.08,"79,276,664,000",5836,Generation Z,South America
Ecuador,2015,male,05-14 years,35,1569519,2.23,"99,290,381,000",6832,Generation Z,South America
Ecuador,2012,male,05-14 years,39,1544899,2.52,"87,924,544,000",6364,Generation Z,South America
Ecuador,2007,male,05-14 years,45,1526432,2.95,"51,007,777,000",4024,Generation Z,South America
Colombia,2014,female,05-14 years,27,3934580,0.69,"378,195,716,714",8591,Generation Z,South America
Colombia,2009,female,05-14 years,32,4027989,0.79,"233,821,670,544",5643,Generation Z,South America
Colombia,2012,female,05-14 years,33,3979277,0.83,"369,659,700,376",8586,Generation Z,South America
Colombia,2011,female,05-14 years,34,3995726,0.85,"335,415,156,702",7885,Generation Z,South America
Colombia,2013,female,05-14 years,36,3959475,0.91,"380,191,881,860",8731,Generation Z,South America
Colombia,2007,male,05-14 years,37,4234298,0.87,"207,416,494,642",5150,Generation Z,South America
Colombia,2014,male,05-14 years,37,4100740,0.9,"378,195,716,714",8591,Generation Z,South America
Colombia,2010,female,05-14 years,39,4010759,0.97,"287,018,184,638",6836,Generation Z,South America
Colombia,2015,male,05-14 years,39,4070023,0.96,"291,519,591,533",6552,Generation Z,South America
Colombia,2007,female,05-14 years,40,4066699,0.98,"207,416,494,642",5150,Generation Z,South America
Colombia,2010,male,05-14 years,41,4178908,0.98,"287,018,184,638",6836,Generation Z,South America
Colombia,2011,male,05-14 years,41,4163139,0.98,"335,415,156,702",7885,Generation Z,South America
Colombia,2013,male,05-14 years,41,4126269,0.99,"380,191,881,860",8731,Generation Z,South America
Colombia,2008,female,05-14 years,43,4045559,1.06,"243,982,437,871",5971,Generation Z,South America
Colombia,2012,male,05-14 years,44,4146398,1.06,"369,659,700,376",8586,Generation Z,South America
Colombia,2015,female,05-14 years,44,3904896,1.13,"291,519,591,533",6552,Generation Z,South America
Colombia,2008,male,05-14 years,47,4213275,1.12,"243,982,437,871",5971,Generation Z,South America
Colombia,2009,male,05-14 years,54,4196033,1.29,"233,821,670,544",5643,Generation Z,South America
Chile,2012,female,05-14 years,7,1245397,0.56,"267,122,320,057",16617,Generation Z,South America
Chile,2012,male,05-14 years,8,1292347,0.62,"267,122,320,057",16617,Generation Z,South America
Chile,2013,female,05-14 years,8,1238965,0.65,"278,384,332,694",17140,Generation Z,South America
Chile,2007,female,05-14 years,9,1305466,0.69,"173,605,968,179",11387,Generation Z,South America
Chile,2014,female,05-14 years,9,1233817,0.73,"260,584,090,571",15883,Generation Z,South America
Chile,2015,male,05-14 years,9,1275612,0.71,"243,999,477,738",14729,Generation Z,South America
Chile,2010,female,05-14 years,10,1264757,0.79,"218,537,551,220",13874,Generation Z,South America
Chile,2009,female,05-14 years,11,1277663,0.86,"172,389,498,445",11062,Generation Z,South America
Chile,2011,female,05-14 years,12,1253907,0.96,"252,251,992,029",15854,Generation Z,South America
Chile,2011,male,05-14 years,12,1300696,0.92,"252,251,992,029",15854,Generation Z,South America
Chile,2013,male,05-14 years,12,1285975,0.93,"278,384,332,694",17140,Generation Z,South America
Chile,2014,male,05-14 years,12,1280751,0.94,"260,584,090,571",15883,Generation Z,South America
Chile,2015,female,05-14 years,13,1228869,1.06,"243,999,477,738",14729,Generation Z,South America
Chile,2008,male,05-14 years,14,1338486,1.05,"179,638,496,279",11653,Generation Z,South America
Chile,2009,male,05-14 years,15,1324547,1.13,"172,389,498,445",11062,Generation Z,South America
Chile,2008,female,05-14 years,16,1291313,1.24,"179,638,496,279",11653,Generation Z,South America
Chile,2010,male,05-14 years,18,1311312,1.37,"218,537,551,220",13874,Generation Z,South America
Chile,2007,male,05-14 years,19,1352835,1.4,"173,605,968,179",11387,Generation Z,South America
Brazil,2012,female,05-14 years,41,16175024,0.25,"2,465,188,674,415",13283,Generation Z,South America
Brazil,2011,female,05-14 years,47,16404101,0.29,"2,616,201,578,192",14245,Generation Z,South America
Brazil,2010,female,05-14 years,48,16596829,0.29,"2,208,871,646,203",12161,Generation Z,South America
Brazil,2008,female,05-14 years,49,16914401,0.29,"1,695,824,571,927",9555,Generation Z,South America
Brazil,2013,female,05-14 years,50,15923724,0.31,"2,472,806,919,902",13191,Generation Z,South America
Brazil,2007,female,05-14 years,51,17015233,0.3,"1,397,084,345,950",7970,Generation Z,South America
Brazil,2009,female,05-14 years,52,16772250,0.31,"1,667,019,780,934",9283,Generation Z,South America
Brazil,2008,male,05-14 years,55,17566837,0.31,"1,695,824,571,927",9555,Generation Z,South America
Brazil,2010,male,05-14 years,56,17242386,0.32,"2,208,871,646,203",12161,Generation Z,South America
Brazil,2015,female,05-14 years,56,15430579,0.36,"1,802,214,373,741",9431,Generation Z,South America
Brazil,2009,male,05-14 years,62,17421892,0.36,"1,667,019,780,934",9283,Generation Z,South America
Brazil,2014,female,05-14 years,62,15670559,0.4,"2,455,993,625,159",12975,Generation Z,South America
Brazil,2011,male,05-14 years,63,17044425,0.37,"2,616,201,578,192",14245,Generation Z,South America
Brazil,2007,male,05-14 years,67,17669069,0.38,"1,397,084,345,950",7970,Generation Z,South America
Brazil,2013,male,05-14 years,72,16555477,0.43,"2,472,806,919,902",13191,Generation Z,South America
Brazil,2012,male,05-14 years,79,16810876,0.47,"2,465,188,674,415",13283,Generation Z,South America
Brazil,2015,male,05-14 years,79,16057040,0.49,"1,802,214,373,741",9431,Generation Z,South America
Brazil,2014,male,05-14 years,84,16299015,0.52,"2,455,993,625,159",12975,Generation Z,South America
Argentina,2012,female,05-14 years,17,3494571,0.49,"545,982,375,701",14203,Generation Z,South America
Argentina,2015,female,05-14 years,19,3549219,0.54,"594,749,285,413",14981,Generation Z,South America
Argentina,2008,female,05-14 years,20,3422263,0.58,"361,558,037,110",9843,Generation Z,South America
Argentina,2010,female,05-14 years,20,3450419,0.58,"423,627,422,092",11273,Generation Z,South America
