Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname,Propertycount,Area
Malvern East,1/3 Brunel St,3,h,1512418,S,hockingstuart,2016-11-12,11.2,3145,3,2,2,306,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,3/16 Carrum St,2,u,500000,VB,hockingstuart,2016-11-12,11.2,3145,2,1,1,212,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,24/997 Dandenong Rd,1,u,350000,VB,Ray,2016-11-12,11.2,3145,1,1,1,522,1971,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,7/1 Wilton Vale Cr,2,u,840000,S,Marshall,2016-11-12,11.2,3145,2,1,1,212,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,33 Emo Rd,3,h,1512418,S,Marshall,2016-08-13,11.2,3145,2,1,1,475,1975,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,43 Kerferd St,3,h,2305000,S,Marshall,2016-08-13,11.2,3145,3,2,2,543,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,12a Millewa Av,2,t,872816,S,Woodards,2016-08-13,11.2,3145,2,1,1,212,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,351 Waverley Rd,4,h,1996367,S,Jellis,2016-08-13,11.2,3145,3,2,2,713,1959,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,8 MacGregor St,4,h,1700000,VB,Fletchers,2016-05-14,11.2,3145,4,3,2,365,1930,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,44 Manning Rd,5,h,2500000,VB,Abercromby's,2016-05-14,11.2,3145,5,3,2,488,1922,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,6/5 Peak St,2,u,370000,VB,hockingstuart,2016-05-14,11.2,3145,2,1,1,0,1965,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,24 Prior Rd,2,h,1150000,PI,Jellis,2016-05-14,11.2,3145,2,1,2,604,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,1413 Dandenong Rd,5,h,1600000,S,Woodards,2016-10-15,11.2,3145,5,2,2,639,1922,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,2 Tennyson St,4,h,2001000,S,Marshall,2016-10-15,11.2,3145,4,2,2,526,1910,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,29 MacGregor St,3,h,1915000,PI,C21,2016-04-16,11.2,3145,3,2,2,700,1920,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,102 Manning Rd,4,h,1690000,S,Marshall,2016-04-16,11.2,3145,4,2,2,334,1920,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,6 Ramona Av,3,h,1320000,PI,Fletchers,2016-04-16,11.2,3145,3,2,2,489,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,1876 Malvern Rd,3,h,830000,S,Thomson,2016-07-16,11.2,3145,3,2,2,489,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,2/25 Fisher St,3,t,1135000,S,Jellis,2016-09-17,11.2,3145,3,3,2,0,1988,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,1890 Malvern Rd,2,h,872816,SN,Buxton,2016-09-17,11.2,3145,2,1,2,413,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,25 Summerhill Av,4,h,1996367,S,Jellis,2016-09-17,11.2,3145,4,2,2,534,1948,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,41 Summerhill Av,4,h,1996367,S,Jellis,2016-09-17,11.2,3145,4,2,2,534,1948,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,1/14 Durward Rd,4,t,1240000,PI,Jellis,2017-03-18,11.2,3145,4,2,2,310,1990,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,2/14 Durward Rd,3,t,1120000,PI,Jellis,2017-03-18,11.2,3145,3,2,2,181,1990,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,32 Emo Rd,5,h,2612500,S,Jellis,2017-03-18,11.2,3145,5,3,2,604,1922,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,68A Emo Rd,3,h,1625000,S,hockingstuart,2017-03-18,11.2,3145,3,2,1,87,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,8/7 Hedgeley Av,2,u,695000,S,Jellis,2017-03-18,11.2,3145,2,1,1,212,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,34 Ivanhoe Gr,3,h,1512418,VB,RT,2017-03-18,11.2,3145,3,1,1,603,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,10 Manning Rd,5,h,2612500,S,Jellis,2017-03-18,11.2,3145,5,4,4,1410,1905,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,558 Waverley Rd,3,h,1500000,S,Marshall,2017-03-18,11.2,3145,3,1,2,888,1886,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,2/53 Beaver St,3,u,1512418,S,Jellis,2016-06-18,11.2,3145,3,1,2,0,1970,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,112a Bowen St,3,t,1512418,PN,Kay,2016-06-18,11.2,3145,3,2,2,489,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,22 Deakin St,2,h,1400000,S,Jellis,2016-06-18,11.2,3145,2,1,1,312,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,4 Findon St,3,h,1512418,S,Jellis,2016-06-18,11.2,3145,3,2,1,322,1910,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,3/2 Kardella St,3,u,707500,S,hockingstuart,2016-06-18,11.2,3145,2,1,1,170,1975,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,5/417 Wattletree Rd,2,u,835000,S,Jellis,2016-06-18,11.2,3145,2,1,1,0,1930,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,9/240 Waverley Rd,2,u,560000,S,Marshall,2016-06-18,11.2,3145,2,1,1,212,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,14 Beaver St,5,h,2612500,S,Jellis,2016-11-19,11.2,3145,5,3,3,880,1915,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,21 Cairnes Cr,3,h,1512418,S,hockingstuart,2016-11-19,11.2,3145,3,2,2,489,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,61 Finch St,4,h,1996367,SP,Marshall,2016-11-19,11.2,3145,4,2,2,776,1900,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,17A Findon St,3,h,1870000,S,Jellis,2016-11-19,11.2,3145,3,2,1,400,1930,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,6 Karma Av,3,h,1675000,PI,Marshall,2016-11-19,11.2,3145,3,2,2,489,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,9 Prior Rd,3,h,1512418,S,Jellis,2016-11-19,11.2,3145,3,1,2,595,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,5 Sydare Av,3,h,1700000,S,Jellis,2016-11-19,11.2,3145,3,2,2,489,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,1 Villers Sq,4,h,1580000,PI,Jellis,2016-11-19,11.2,3145,4,2,1,504,1920,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,21 Albert St,3,h,1512418,S,Jellis,2016-05-22,11.2,3145,3,2,2,650,1915,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,2B Hedgeley Av,4,h,1996367,SP,Marshall,2016-05-22,11.2,3145,4,2,2,534,1948,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,4/24 Hyslop Pde,2,u,820000,S,Besser,2016-05-22,11.2,3145,2,2,1,0,2013,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,21 Kerferd St,4,h,1996367,S,Marshall,2016-05-22,11.2,3145,5,1,4,924,1920,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,4/16 Repton Rd,2,u,480000,S,hockingstuart,2016-05-22,11.2,3145,2,1,1,0,1970,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,16 Turner St,4,h,1996367,S,Marshall,2016-05-22,11.2,3145,4,3,2,597,1890,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,8a Anderson St,2,h,1420000,S,Marshall,2016-08-22,11.2,3145,2,1,1,348,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,2/16 Beaver St,3,t,1370000,S,Abercromby's,2016-08-22,11.2,3145,3,2,2,323,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,2b Brunel St,3,h,1680000,S,hockingstuart,2016-08-22,11.2,3145,3,2,2,234,1998,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,18 Grant St,4,h,2960000,S,Marshall,2016-08-22,11.2,3145,5,2,4,798,1920,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,11 Hillard St,4,h,2110000,PI,hockingstuart,2016-08-22,11.2,3145,4,2,2,645,1948,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,14 Nyora St,4,h,1996367,S,Jellis,2016-08-22,11.2,3145,3,2,0,500,1959,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,61a Paxton St,3,h,1300000,S,Marshall,2016-08-22,11.2,3145,3,2,2,323,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,1 Thomas St,3,h,1512418,S,Jellis,2016-08-22,11.2,3145,4,2,2,615,1920,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,398 Wattletree Rd,3,h,1750000,S,Marshall,2016-08-22,11.2,3145,3,1,2,562,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,6 Chanak St,3,h,1512418,S,Marshall,2016-04-23,11.2,3145,3,2,1,396,1930,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,3/907 Dandenong Rd,1,u,300000,PI,Anderson,2016-04-23,11.2,3145,1,1,1,0,2013,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,66 Argyll St,3,h,1100000,PI,Thomson,2016-09-24,11.2,3145,3,1,2,645,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,5/25 Clarence St,1,u,373000,SP,hockingstuart,2016-09-24,11.2,3145,1,1,1,0,1965,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,2a Ivanhoe Gr,3,h,1230000,S,Buxton,2016-09-24,11.2,3145,3,2,2,822,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,77 Millewa Av,2,h,1149000,S,Marshall,2016-09-24,11.2,3145,2,1,1,212,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,10 Ramona Av,4,h,1500000,VB,Fletchers,2016-09-24,11.2,3145,4,2,2,534,1948,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,1/3 Steele St,2,u,536000,S,Rendina,2016-09-24,11.2,3145,2,1,1,0,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,28a Abbotsford Av,4,h,1300000,PI,Jellis,2017-02-25,11.2,3145,4,2,2,534,1948,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,3/3 Bates St,2,u,872816,SP,Kay,2017-02-25,11.2,3145,2,1,1,0,1930,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,83a Brunel St,3,t,1512418,PN,Ray,2017-02-25,11.2,3145,3,1,1,272,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,54 Capon St,2,h,2412000,S,Jellis,2017-02-25,11.2,3145,2,1,4,1220,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,25 Douglas St,5,h,2612500,S,Jellis,2017-02-25,11.2,3145,5,2,1,594,1922,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,2/3 Hilda St,3,h,1512418,S,Jellis,2017-02-25,11.2,3145,3,2,2,315,1970,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,2D Paxton St,4,t,2560000,PI,Abercromby's,2017-02-25,11.2,3145,4,3,2,427,2012,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,48 The Boulevard,3,h,960000,S,Johnston,2017-02-25,11.2,3145,3,2,1,310,1970,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,11 Warida Av,4,h,1850000,S,Marshall,2017-02-25,11.2,3145,4,2,2,534,1948,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,8a Prior Rd,3,t,1510000,S,Jellis,2016-07-26,11.2,3145,3,2,2,489,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,3/9 Tollington Av,2,u,977000,S,Marshall,2016-07-26,11.2,3145,2,1,1,212,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,28 Bowen St,5,h,2612500,S,Marshall,2016-06-27,11.2,3145,5,4,2,585,1945,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,5 Repton Rd,3,h,1512418,PI,Marshall,2016-06-27,11.2,3145,3,2,2,525,1910,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,2/39 Tooronga Rd,1,u,325917,PI,Fletchers,2016-06-27,11.2,3145,1,1,1,722,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,5/80 Burke Rd,1,u,315000,S,Jellis,2016-11-27,11.2,3145,1,1,1,0,1940,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,22 Ellison St,3,h,1297000,S,Marshall,2016-11-27,11.2,3145,3,1,1,333,1948,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,23 Findon St,3,h,1512418,SN,LITTLE,2016-11-27,11.2,3145,3,3,1,678,1920,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,21 John St,2,h,872816,S,Jellis,2016-11-27,11.2,3145,2,1,0,217,1910,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,10/1810 Malvern Rd,3,t,1015000,S,Marshall,2016-11-27,11.2,3145,3,2,2,0,2013,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,74 Millewa Av,4,h,1895000,S,Jellis,2016-11-27,11.2,3145,4,2,2,534,1948,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,3/2 Moira St,4,u,1996367,SP,Fletchers,2016-11-27,11.2,3145,4,2,2,0,2000,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,3/5 Peak St,2,u,523000,S,Castran,2016-11-27,11.2,3145,2,1,1,0,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,15 Prior Rd,3,h,1335000,S,Stockdale,2016-11-27,11.2,3145,3,2,2,606,1965,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,3/100 Tooronga Rd,3,h,1055000,PI,hockingstuart,2016-11-27,11.2,3145,3,2,1,0,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,22 Warida Av,4,h,2100000,S,Jellis,2016-11-27,11.2,3145,4,2,2,534,1948,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,15/5 Warley Rd,2,u,425000,SP,hockingstuart,2016-11-27,11.2,3145,2,1,1,0,1997,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,1/380 Waverley Rd,3,h,1670000,S,Marshall,2016-11-27,11.2,3145,3,2,1,375,1920,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,401A Waverley Rd,4,h,1350000,VB,Jellis,2016-11-27,11.2,3145,4,3,2,222,2010,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,12 Ailsa Av,3,h,1512418,S,Jellis,2016-05-28,11.2,3145,3,2,2,489,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,23 Darling Rd,3,h,1650000,S,RT,2016-05-28,11.2,3145,3,1,2,764,1925,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,6/16 Dene Av,2,u,530000,PI,Marshall,2016-05-28,11.2,3145,2,1,1,212,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,1/32 Fisher St,3,t,1512418,S,Jellis,2016-05-28,11.2,3145,3,2,1,0,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,18b Hillard St,3,h,1512418,S,Marshall,2016-05-28,11.2,3145,3,2,2,286,1980,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,17 Hyslop Pde,4,h,1996367,S,Jellis,2016-05-28,11.2,3145,4,3,2,601,2009,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,5/36 The Avenue,2,u,872816,SP,Marshall,2016-05-28,11.2,3145,2,1,1,143,1970,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,546 Waverley Rd,3,h,1512418,SP,Jellis,2016-05-28,11.2,3145,3,1,1,591,1950,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,15 Alma St,4,h,1550000,VB,Jellis,2016-08-28,11.2,3145,4,2,4,848,1970,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,30 Forster Av,3,h,2020000,S,Marshall,2016-08-28,11.2,3145,3,2,2,489,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,20a Thurso St,3,h,950000,VB,Jellis,2016-08-28,11.2,3145,3,1,1,288,1999,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,21 Virginia Gr,3,h,1782500,S,Ray,2016-08-28,11.2,3145,3,1,2,615,1950,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,42 Washington Av,4,h,1996367,SP,Marshall,2016-08-28,11.2,3145,4,2,2,534,1948,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,13 Clarence St,4,h,2490000,S,Marshall,2016-07-30,11.2,3145,3,2,2,640,1959,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,3/915 Dandenong Rd,2,t,500000,SP,Morleys,2016-07-30,11.2,3145,2,1,1,50,1960,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,37 Emo Rd,3,h,1512418,S,Jellis,2016-07-30,11.2,3145,3,2,2,711,1890,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,1993 Malvern Rd,3,h,1512418,S,Marshall,2016-07-30,11.2,3145,3,1,2,578,1930,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,4/4 Paxton St,3,u,940000,S,Jellis,2016-07-30,11.2,3145,3,2,2,489,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,2 Taylor Ct,5,h,2612500,S,Fletchers,2016-07-30,11.2,3145,4,2,1,666,1927,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,7 Tennyson St,3,h,1512418,S,Marshall,2016-07-30,11.2,3145,3,1,3,322,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,114 Tooronga Rd,4,h,1996367,S,hockingstuart,2016-07-30,11.2,3145,3,2,2,472,2010,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,1c Wilmot St,2,t,650000,S,Jellis,2016-07-30,11.2,3145,2,2,1,0,2015,Stonnington,Southern Metropolitan,8801,Council Area
Mont Albert,371 Elgar Rd,2,h,1320000,SP,Lindellas,2016-09-03,11.8,3127,2,1,1,613,1950,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,17 Rowland St,4,h,2850000,S,Jellis,2016-09-03,11.8,3127,4,2,2,1388,1937,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,50/781 Whitehorse Rd,2,u,750000,S,RW,2016-02-04,11.8,3127,2,2,2,0,2003,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,7A Lightfoot St,4,h,2259412,S,Marshall,2017-03-04,11.8,3127,4,3,2,435,2005,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,2 Gawler Ct,5,h,2016800,S,Fletchers,2016-06-04,11.8,3127,5,2,2,944,1907,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,71 Victoria Cr,4,h,1666000,S,Jellis,2016-06-04,11.8,3127,4,2,3,821,1937,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,48 Kenmare St,3,h,2588000,SP,Fletchers,2016-11-07,11.8,3127,3,3,2,1149,1920,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,3 Gilbert St,5,h,1955000,PI,hockingstuart,2016-10-08,11.8,3127,5,3,2,424,1963,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,3/7 Leopold Cr,2,u,768000,S,Fletchers,2016-09-10,11.8,3127,2,1,1,384,1980,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,4/30 Kenmare St,5,h,1400000,PI,Marshall,2016-12-10,11.8,3127,5,4,2,355,1979,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,13/17 Kingsley Cr,2,u,731476,SN,Ross,2016-12-10,11.8,3127,2,1,1,384,1980,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,33a Kingsley Cr,2,u,1150000,S,Jellis,2016-12-10,11.8,3127,2,1,1,384,1980,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,7 Kingsley Cr,3,h,1901000,S,Noel,2016-12-10,11.8,3127,3,2,2,626,1965,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,105/766 Whitehorse Rd,2,u,665000,S,hockingstuart,2016-12-10,11.8,3127,2,2,2,1291,1980,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,11 Rostrevor Pde,5,h,2714000,S,Fletchers,2016-11-12,11.8,3127,5,2,2,1053,1963,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,9 Carlyle Cr,4,h,2100000,VB,Marshall,2016-08-13,11.8,3127,4,2,3,821,1937,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,9 Hotham Ct,4,h,2259412,SP,Marshall,2016-08-13,11.8,3127,3,2,3,793,1940,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,42 View St,4,h,2200000,S,Jellis,2016-08-13,11.8,3127,4,2,2,931,1930,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,28 Lorne Pde,3,h,1561875,S,Fletchers,2016-05-14,11.8,3127,3,1,0,697,1920,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,4/1 Nangnak La,2,t,660000,PI,Changing,2016-05-14,11.8,3127,2,2,1,146,1980,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,7/27 High St,3,t,1310000,S,Fletchers,2016-10-15,11.8,3127,3,2,2,330,2001,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,6/41 Zetland Rd,2,u,540000,S,hockingstuart,2016-10-15,11.8,3127,2,1,1,0,1960,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,5 Kingsley Cr,3,h,1561875,S,Fletchers,2016-09-17,11.8,3127,3,2,2,626,1965,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,10 Zetland Rd,3,h,1355000,S,Jellis,2016-09-17,11.8,3127,3,2,2,626,1965,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,27 Grace St,3,h,1561875,SN,Kay,2017-03-18,11.8,3127,3,2,4,404,1965,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,2/18 Lorne Pde,3,t,1561875,PI,Marshall,2017-03-18,11.8,3127,3,2,2,626,1965,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,12 Rostrevor Pde,4,h,2335000,S,Kay,2017-03-18,11.8,3127,4,2,2,813,1938,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,80 Victoria Cr,4,h,2259412,PI,Fletchers,2017-03-18,11.8,3127,4,2,3,821,1937,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,9 Victoria Cr,4,h,2259412,SP,Marshall,2017-03-18,11.8,3127,4,2,3,821,1937,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,55 View St,4,h,2000000,S,Fletchers,2016-06-18,11.8,3127,3,2,1,626,1929,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,3/18 Louise Av,2,u,625000,PI,Marshall,2016-11-19,11.8,3127,2,1,1,384,1980,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,6 Serpentine St,5,h,1815000,S,Jellis,2016-11-19,11.8,3127,5,1,0,711,1950,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,2/82 Victoria Cr,2,u,626000,S,Jellis,2016-11-19,11.8,3127,2,1,1,384,1980,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,53/781 Whitehorse Rd,2,u,725000,VB,Jellis,2016-11-19,11.8,3127,2,2,2,0,2005,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,3/29 Trafalgar St,2,u,731476,S,Jellis,2016-05-22,11.8,3127,2,1,1,164,1980,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,7/86 Victoria Cr,3,t,870000,S,Noel,2016-08-22,11.8,3127,3,2,2,626,1965,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,72 Churchill St,4,h,3900000,PI,Jellis,2017-02-25,11.8,3127,4,2,6,2187,1903,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,33 Victoria Cr,4,h,2259412,PI,Fletchers,2017-02-25,11.8,3127,4,2,3,821,1937,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,1a Hotham Ct,3,t,1150000,PI,Jellis,2016-07-26,11.8,3127,3,2,2,626,1965,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,2/3 Inglisby Rd,2,h,666000,S,Nelson,2016-07-26,11.8,3127,2,1,1,0,1980,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,26 Serpentine St,3,t,1200000,S,Jellis,2016-06-27,11.8,3127,3,2,2,255,2000,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,3 Blenheim Av,4,h,2025000,PI,Jellis,2016-11-27,11.8,3127,4,2,3,821,1937,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,3/72 Kenmare St,4,t,1310000,PI,Fletchers,2016-11-27,11.8,3127,4,2,3,821,1937,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,2/86 Victoria Cr,3,u,1561875,SP,hockingstuart,2016-11-27,11.8,3127,3,2,2,626,1965,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,47 Zetland Rd,3,h,1564000,S,Jellis,2016-11-27,11.8,3127,3,2,2,640,1950,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,35 Kingsley Cr,3,h,1650000,S,Jellis,2016-05-28,11.8,3127,3,2,2,626,1965,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,58 Victoria Cr,3,h,1561875,PN,Kay,2016-05-28,11.8,3127,3,2,2,626,1965,Whitehorse,Eastern Metropolitan,2079,Council Area
Mont Albert,11/781 Whitehorse Rd,2,u,520000,VB,hockingstuart,2016-05-28,11.8,3127,2,1,1,0,2005,Whitehorse,Eastern Metropolitan,2079,Council Area
Prahran,404/12 Anchor Pl,2,u,928276,PI,hockingstuart,2016-09-03,4.5,3181,2,1,1,0,1943,Stonnington,Southern Metropolitan,7717,Council Area
Prahran,6/27 Grandview Gr,2,t,928276,S,Jellis,2016-09-03,4.5,3181,2,1,1,111,1943,Stonnington,Southern Metropolitan,7717,Council Area
Prahran,7/36 Grandview Gr,2,u,650000,VB,Hodges,2016-09-03,4.5,3181,2,1,1,0,1943,Stonnington,Southern Metropolitan,7717,Council Area
Prahran,13/37 Greville St,1,u,342000,S,hockingstuart,2016-09-03,4.5,3181,1,1,1,0,1960,Stonnington,Southern Metropolitan,7717,Council Area
Prahran,13 Mary St,4,h,2680000,S,Marshall,2016-09-03,4.5,3181,4,2,2,388,1918,Stonnington,Southern Metropolitan,7717,Council Area
