Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname,Propertycount
Kew East,43 Oswin St,4,House,2490000,S,Marshall,2016-09-03,7.5,3102,3,2,2,712,1960,Boroondara,Southern Metropolitan,2671
Kew East,73 Belford Rd,3,House,1750000,S,Jellis,2017-03-04,7.5,3102,3,1,3,650,1960,Boroondara,Southern Metropolitan,2671
Kew East,6 Tanner Av,3,House,1880000,SP,Jellis,2017-03-04,7.5,3102,3,2,2,526,1960,Boroondara,Southern Metropolitan,2671
Kew East,106 Kilby Rd,5,House,1950000,VB,hockingstuart,2016-06-04,7.5,3102,5,2,3,711,1940,Boroondara,Southern Metropolitan,2671
Kew East,2 Longstaff St,4,House,1975605,SP,Marshall,2016-05-07,7.5,3102,4,2,2,692,1930,Boroondara,Southern Metropolitan,2671
Kew East,1/23 Windella Av,3,Unit,1250000,S,Lindellas,2016-09-10,7.5,3102,3,2,2,526,1960,Boroondara,Southern Metropolitan,2671
Kew East,52 Frater St,3,House,1920000,S,Jellis,2016-12-10,7.5,3102,3,1,2,672,1940,Boroondara,Southern Metropolitan,2671
Kew East,35 McConchie Av,5,House,2322333,S,Jellis,2016-12-10,7.5,3102,5,3,3,722,1945,Boroondara,Southern Metropolitan,2671
Kew East,5/111 Kilby Rd,3,Unit,1615972,SP,Marshall,2017-02-11,7.5,3102,3,2,4,201,2000,Boroondara,Southern Metropolitan,2671
Kew East,14 Belford Av,3,Unit,1292000,S,Noel,2016-11-12,7.5,3102,3,2,2,526,1960,Boroondara,Southern Metropolitan,2671
Kew East,1 Meldrum St,4,House,1610000,S,Jellis,2016-11-12,7.5,3102,4,2,2,763,1938,Boroondara,Southern Metropolitan,2671
Kew East,30 Willow Gr,5,House,1850000,PI,Nelson,2016-11-12,7.5,3102,5,3,4,787,1945,Boroondara,Southern Metropolitan,2671
Kew East,96 Kilby Rd,3,House,1615000,S,Nelson,2016-08-13,7.5,3102,3,1,1,702,1933,Boroondara,Southern Metropolitan,2671
Kew East,4/16 Woodlands Av,2,Unit,655000,S,Jellis,2016-08-13,7.5,3102,2,1,1,470,1962,Boroondara,Southern Metropolitan,2671
Kew East,41 White Av,5,House,2250000,VB,Jellis,2016-05-14,7.5,3102,5,3,3,722,1945,Boroondara,Southern Metropolitan,2671
Kew East,7 Violet Gr,4,House,1830000,PI,Marshall,2016-10-15,7.5,3102,4,2,3,596,1930,Boroondara,Southern Metropolitan,2671
Kew East,33a Westbrook St,3,House,1300000,S,Nelson,2016-10-15,7.5,3102,3,1,2,378,1960,Boroondara,Southern Metropolitan,2671
Kew East,44 Westbrook St,3,House,1880000,S,Jellis,2016-10-15,7.5,3102,3,1,2,836,1960,Boroondara,Southern Metropolitan,2671
Kew East,62 Munro St,4,House,2081000,S,Nelson,2016-04-16,7.5,3102,3,4,3,948,1960,Boroondara,Southern Metropolitan,2671
Kew East,36 Belford Rd,4,House,1315000,SP,Nelson,2016-09-17,7.5,3102,4,2,2,458,1930,Boroondara,Southern Metropolitan,2671
Kew East,41 Frater St,3,House,1615972,SP,Marshall,2016-09-17,7.5,3102,3,1,1,704,1960,Boroondara,Southern Metropolitan,2671
Kew East,29a Irymple Av,2,House,900000,S,Karen,2016-09-17,7.5,3102,2,1,1,470,1962,Boroondara,Southern Metropolitan,2671
Kew East,2 Violet Gr,3,House,1750000,S,Jellis,2016-09-17,7.5,3102,3,2,4,611,1930,Boroondara,Southern Metropolitan,2671
Kew East,17 Hamilton St,5,House,3028000,S,Jellis,2017-03-18,7.5,3102,5,5,4,696,1945,Boroondara,Southern Metropolitan,2671
Kew East,2/1 Hartwood St,3,House,1615972,S,Marshall,2017-03-18,7.5,3102,3,2,2,555,1960,Boroondara,Southern Metropolitan,2671
Kew East,13 Ratten Av,5,House,2322333,PI,Fletchers,2017-03-18,7.5,3102,5,3,3,722,1945,Boroondara,Southern Metropolitan,2671
Kew East,17 Minogue St,5,House,2100000,VB,Nelson,2016-06-18,7.5,3102,5,3,2,695,1950,Boroondara,Southern Metropolitan,2671
Kew East,42 Willow Gr,4,House,1975605,SN,Kay,2016-11-19,7.5,3102,4,2,2,728,1945,Boroondara,Southern Metropolitan,2671
Kew East,174 Kilby Rd,4,House,2175000,VB,Jellis,2016-05-22,7.5,3102,4,2,2,691,1940,Boroondara,Southern Metropolitan,2671
Kew East,89 Kilby Rd,6,House,1300000,VB,Noel,2016-05-22,7.5,3102,6,3,2,730,1968,Boroondara,Southern Metropolitan,2671
Kew East,28 Coleman Av,3,House,1580000,S,Jellis,2016-08-22,7.5,3102,3,2,2,526,1960,Boroondara,Southern Metropolitan,2671
Kew East,1/50 Hartwood St,3,House,1350000,SA,Nelson,2016-08-22,7.5,3102,3,2,2,414,2005,Boroondara,Southern Metropolitan,2671
Kew East,6/27 Windella Av,3,Unit,900000,PI,Kay,2016-08-22,7.5,3102,3,2,2,526,1960,Boroondara,Southern Metropolitan,2671
Kew East,9a Arden Ct,3,Townhouse,1963000,S,Noel,2016-09-24,7.5,3102,3,2,2,426,2010,Boroondara,Southern Metropolitan,2671
Kew East,36 Belford Rd,4,House,1315000,SP,Nelson,2016-09-24,7.5,3102,4,2,2,458,1930,Boroondara,Southern Metropolitan,2671
Kew East,581 High St,3,House,1615972,S,Fletchers,2016-09-24,7.5,3102,3,1,1,589,1970,Boroondara,Southern Metropolitan,2671
Kew East,4/69 Windella Av,2,Unit,675000,S,Jellis,2016-09-24,7.5,3102,2,1,1,470,1962,Boroondara,Southern Metropolitan,2671
Kew East,3/14 Arden Ct,3,Townhouse,1620000,S,Fletchers,2017-02-25,7.5,3102,3,2,2,248,2012,Boroondara,Southern Metropolitan,2671
Kew East,1/27 Windella Av,2,Unit,900182,S,hockingstuart,2017-02-25,7.5,3102,2,1,1,470,1962,Boroondara,Southern Metropolitan,2671
Kew East,35 Frater St,3,House,1770000,S,Fletchers,2016-06-27,7.5,3102,3,1,1,698,1960,Boroondara,Southern Metropolitan,2671
Kew East,1/2 Kitchener St,3,Townhouse,1260000,S,Lindellas,2016-06-27,7.5,3102,3,2,2,284,1990,Boroondara,Southern Metropolitan,2671
Kew East,36 Baker Av,3,House,1615972,SP,Marshall,2016-11-27,7.5,3102,3,2,2,526,1960,Boroondara,Southern Metropolitan,2671
Kew East,43 Ramsay Av,3,House,1910000,S,Marshall,2016-11-27,7.5,3102,3,2,2,526,1960,Boroondara,Southern Metropolitan,2671
Kew East,8 Wattle Rd,3,House,1615972,SP,Nelson,2016-08-28,7.5,3102,3,2,1,316,1910,Boroondara,Southern Metropolitan,2671
Kew East,1/6 Windella Av,3,House,1230000,S,Jellis,2016-08-28,7.5,3102,3,2,2,526,1960,Boroondara,Southern Metropolitan,2671
Kew East,1/23 Woodlands Av,3,Unit,1615972,S,Marshall,2016-07-30,7.5,3102,3,2,2,526,1960,Boroondara,Southern Metropolitan,2671
Surrey Hills,36 Banool Rd,4,House,2440000,S,Marshall,2016-09-03,11.2,3127,4,3,2,596,1930,Boroondara,Southern Metropolitan,5457
Surrey Hills,112 Croydon Rd,4,House,2128000,S,Fletchers,2016-09-03,11.2,3127,4,3,2,771,2000,Boroondara,Southern Metropolitan,5457
Surrey Hills,28 Guildford Rd,3,House,2009000,S,Noel,2016-09-03,11.2,3127,3,1,2,843,1964,Boroondara,Southern Metropolitan,5457
Surrey Hills,226 Union Rd,5,House,2200000,VB,RT,2016-09-03,11.2,3127,5,3,2,735,1920,Boroondara,Southern Metropolitan,5457
Surrey Hills,3/11 Norfolk Rd,3,Townhouse,1330500,S,Fletchers,2016-12-03,11.2,3127,3,2,2,226,2004,Boroondara,Southern Metropolitan,5457
Surrey Hills,464A Whitehorse Rd,4,House,2033148,SP,Jellis,2016-12-03,11.2,3127,4,2,2,673,1930,Boroondara,Southern Metropolitan,5457
Surrey Hills,1 Guildford Rd,3,House,1506260,S,Jellis,2016-06-04,11.2,3127,3,2,2,569,1920,Boroondara,Southern Metropolitan,5457
Surrey Hills,480 Whitehorse Rd,3,House,1700000,VB,Fletchers,2016-06-04,11.2,3127,3,1,1,763,1930,Boroondara,Southern Metropolitan,5457
Surrey Hills,18 Benson St,4,House,2500000,VB,Jellis,2016-08-06,11.2,3127,4,2,2,783,1920,Boroondara,Southern Metropolitan,5457
Surrey Hills,7 Empress Rd,3,House,1910000,S,Marshall,2016-08-06,11.2,3127,3,2,1,404,1964,Boroondara,Southern Metropolitan,5457
Surrey Hills,22b Essex Rd,4,House,2200000,S,Jellis,2016-05-07,11.2,3127,4,2,2,734,1920,Boroondara,Southern Metropolitan,5457
Surrey Hills,21 Rose Av,4,House,2033148,SP,Marshall,2016-05-07,11.2,3127,4,2,2,753,1939,Boroondara,Southern Metropolitan,5457
Surrey Hills,3/18 Essex Rd,2,Unit,770000,S,Fletchers,2016-11-07,11.2,3127,2,1,1,156,1960,Boroondara,Southern Metropolitan,5457
Surrey Hills,89 Guildford Rd,4,House,2345000,S,Marshall,2016-11-07,11.2,3127,4,2,2,798,1939,Boroondara,Southern Metropolitan,5457
Surrey Hills,4 Norris St,4,House,2860000,S,Marshall,2016-11-07,11.2,3127,4,2,2,779,2014,Boroondara,Southern Metropolitan,5457
Surrey Hills,1/1 Thornton Av,3,Townhouse,1453000,S,Fletchers,2016-11-07,11.2,3127,3,2,2,536,1964,Boroondara,Southern Metropolitan,5457
Surrey Hills,1/21 Wharton St,2,Unit,760000,S,Noel,2016-10-08,11.2,3127,2,1,1,681,1968,Boroondara,Southern Metropolitan,5457
Surrey Hills,1/130 Windsor Cr,2,Townhouse,711000,S,Noel,2016-10-08,11.2,3127,2,1,1,286,1965,Boroondara,Southern Metropolitan,5457
Surrey Hills,47 Suffolk Rd,3,House,2200000,VB,Fletchers,2016-09-10,11.2,3127,3,2,4,816,1964,Boroondara,Southern Metropolitan,5457
Surrey Hills,5 Alexandra Cr,4,House,2033148,SN,RW,2016-12-10,11.2,3127,4,2,2,753,1939,Boroondara,Southern Metropolitan,5457
Surrey Hills,16 Banool Rd,3,House,1960000,S,Marshall,2016-12-10,11.2,3127,3,2,2,585,1930,Boroondara,Southern Metropolitan,5457
Surrey Hills,66 Durham Rd,4,House,1455000,S,Jellis,2016-12-10,11.2,3127,4,2,1,494,1939,Boroondara,Southern Metropolitan,5457
Surrey Hills,4/35 Durham Rd,2,Unit,790012,S,Jellis,2017-02-11,11.2,3127,2,1,1,131,1965,Boroondara,Southern Metropolitan,5457
Surrey Hills,14 Verdun St,5,House,1650000,VB,hockingstuart,2016-06-12,11.2,3127,5,5,2,693,1930,Boroondara,Southern Metropolitan,5457
Surrey Hills,95 Guildford Rd,4,House,1700000,S,Marshall,2016-11-12,11.2,3127,4,1,1,579,1900,Boroondara,Southern Metropolitan,5457
Surrey Hills,3 Varzin Av,4,House,1900000,VB,Marshall,2016-11-12,11.2,3127,4,2,2,753,1939,Boroondara,Southern Metropolitan,5457
Surrey Hills,1/308 Canterbury Rd,2,Unit,805000,S,hockingstuart,2016-08-13,11.2,3127,2,1,2,297,1965,Boroondara,Southern Metropolitan,5457
Surrey Hills,3b Langford St,4,Townhouse,1280000,S,Hamilton,2016-05-14,11.2,3127,4,2,2,753,1939,Boroondara,Southern Metropolitan,5457
Surrey Hills,54 Croydon Rd,4,House,2003000,S,Jellis,2016-10-15,11.2,3127,4,2,1,383,1880,Boroondara,Southern Metropolitan,5457
Surrey Hills,49 Weybridge St,4,House,2033148,S,Jellis,2016-10-15,11.2,3127,4,2,3,780,1920,Boroondara,Southern Metropolitan,5457
Surrey Hills,1/7 Beatrice Av,3,Townhouse,1506260,S,Marshall,2016-04-16,11.2,3127,3,2,2,536,1964,Boroondara,Southern Metropolitan,5457
Surrey Hills,212 Union Rd,4,House,2050000,VB,Jellis,2016-04-16,11.2,3127,3,2,2,949,1910,Boroondara,Southern Metropolitan,5457
Surrey Hills,2/11 Blackburn St,2,Unit,823000,S,Fletchers,2016-09-17,11.2,3127,2,1,2,165,1970,Boroondara,Southern Metropolitan,5457
Surrey Hills,61 Durham Rd,5,House,2100000,VB,Marshall,2016-09-17,11.2,3127,5,4,3,827,1941,Boroondara,Southern Metropolitan,5457
Surrey Hills,2/215 Mont Albert Rd,2,Townhouse,770500,S,Jellis,2016-09-17,11.2,3127,1,2,1,88,1997,Boroondara,Southern Metropolitan,5457
Surrey Hills,1/242 Union Rd,3,House,1506260,SN,Woodards,2016-09-17,11.2,3127,3,2,2,373,1964,Boroondara,Southern Metropolitan,5457
Surrey Hills,7/92 Union Rd,2,Unit,600000,PI,Noel,2016-09-17,11.2,3127,2,1,1,101,1975,Boroondara,Southern Metropolitan,5457
Surrey Hills,3/251 Elgar Rd,3,Townhouse,1080000,VB,hockingstuart,2017-03-18,11.2,3127,3,2,2,536,1964,Boroondara,Southern Metropolitan,5457
Surrey Hills,2/30 Langford St,3,Townhouse,1520000,S,Harcourts,2017-03-18,11.2,3127,3,2,2,536,1964,Boroondara,Southern Metropolitan,5457
Surrey Hills,60 Middlesex Rd,3,House,1506260,SP,Fletchers,2017-03-18,11.2,3127,3,1,1,857,1964,Boroondara,Southern Metropolitan,5457
Surrey Hills,52 Suffolk Rd,4,House,1750000,PI,Jellis,2017-03-18,11.2,3127,4,2,3,817,1939,Boroondara,Southern Metropolitan,5457
Surrey Hills,42a Essex Rd,4,House,1725000,S,Jellis,2016-06-18,11.2,3127,3,2,2,798,1920,Boroondara,Southern Metropolitan,5457
Surrey Hills,15 Middlesex Rd,3,House,1506260,S,Jellis,2016-06-18,11.2,3127,3,1,0,351,1900,Boroondara,Southern Metropolitan,5457
Surrey Hills,8 Rose Av,4,House,1703000,S,Marshall,2016-11-19,11.2,3127,4,2,2,753,1939,Boroondara,Southern Metropolitan,5457
Surrey Hills,1/52 Union Rd,2,Unit,620000,S,Fletchers,2016-11-19,11.2,3127,2,1,1,96,1965,Boroondara,Southern Metropolitan,5457
Surrey Hills,3/15 York St,2,Unit,790012,S,Jellis,2016-11-19,11.2,3127,2,1,1,172,1970,Boroondara,Southern Metropolitan,5457
Surrey Hills,34 Barton St,4,House,1850000,S,Nelson,2016-05-22,11.2,3127,3,2,2,632,1920,Boroondara,Southern Metropolitan,5457
Surrey Hills,1 Marne St,4,House,2125000,PI,Marshall,2016-05-22,11.2,3127,4,2,2,702,1927,Boroondara,Southern Metropolitan,5457
Surrey Hills,4/5 Middlesex Rd,2,Unit,656000,S,Fletchers,2016-05-22,11.2,3127,1,1,1,951,1970,Boroondara,Southern Metropolitan,5457
Surrey Hills,11 Amiens St,4,House,2033148,S,Jellis,2016-08-22,11.2,3127,3,2,2,743,1920,Boroondara,Southern Metropolitan,5457
Surrey Hills,14 Scheele St,3,House,1560000,S,hockingstuart,2016-09-24,11.2,3127,0,2,1,335,2013,Boroondara,Southern Metropolitan,5457
Surrey Hills,2/16 Albert Cr,4,Townhouse,2033148,SN,Fletchers,2017-02-25,11.2,3127,4,2,2,753,1939,Boroondara,Southern Metropolitan,5457
Surrey Hills,25 Wandsworth Rd,3,House,1506260,S,Marshall,2016-06-27,11.2,3127,3,1,2,869,1964,Boroondara,Southern Metropolitan,5457
Surrey Hills,17 Weybridge St,3,House,2300000,S,Fletchers,2016-06-27,11.2,3127,3,2,1,735,1920,Boroondara,Southern Metropolitan,5457
Surrey Hills,4 Banool Rd,2,House,790012,S,Jellis,2016-11-27,11.2,3127,2,1,1,585,1965,Boroondara,Southern Metropolitan,5457
Surrey Hills,2/23 Clyde St,2,Unit,600000,VB,Noel,2016-11-27,11.2,3127,2,1,2,124,1985,Boroondara,Southern Metropolitan,5457
Surrey Hills,17 Empress Rd,3,House,2180000,SP,Jellis,2016-11-27,11.2,3127,3,1,2,441,1910,Boroondara,Southern Metropolitan,5457
Surrey Hills,39 York St,4,House,2760000,S,Marshall,2016-11-27,11.2,3127,4,2,4,924,1920,Boroondara,Southern Metropolitan,5457
Surrey Hills,20 Anderson St,3,House,1251000,S,Woodards,2016-05-28,11.2,3127,4,2,1,536,1930,Boroondara,Southern Metropolitan,5457
Surrey Hills,2/711 Canterbury Rd,3,House,1506260,PI,Ray,2016-05-28,11.2,3127,3,2,2,536,1964,Boroondara,Southern Metropolitan,5457
Surrey Hills,5/35 Durham Rd,2,House,600000,VB,Jellis,2016-05-28,11.2,3127,2,1,1,163,1965,Boroondara,Southern Metropolitan,5457
Surrey Hills,33 Ross St,4,House,1835000,SP,Jellis,2016-05-28,11.2,3127,4,2,2,619,1930,Boroondara,Southern Metropolitan,5457
Surrey Hills,3/4 Wells St,2,Unit,778500,S,Noel,2016-05-28,11.2,3127,2,1,1,170,1960,Boroondara,Southern Metropolitan,5457
Surrey Hills,9 Bristol St,5,House,2170533,S,Marshall,2016-08-28,11.2,3127,5,2,1,617,1910,Boroondara,Southern Metropolitan,5457
Surrey Hills,40 Grovedale Rd,4,House,1751000,S,Jellis,2016-08-28,11.2,3127,3,1,3,627,1920,Boroondara,Southern Metropolitan,5457
Surrey Hills,100 Middlesex Rd,4,House,2033148,S,Jellis,2016-08-28,11.2,3127,4,2,2,660,1939,Boroondara,Southern Metropolitan,5457
Surrey Hills,3 Wilson St,4,House,2033148,S,Marshall,2016-08-28,11.2,3127,4,2,2,506,1890,Boroondara,Southern Metropolitan,5457
Hawthorn East,742 Burwood Rd,2,House,1550000,S,Noel,2016-12-03,7.5,3123,2,1,2,432,1959,Boroondara,Southern Metropolitan,6482
Hawthorn East,403/138 Camberwell Rd,2,Unit,807366,VB,RT,2016-12-03,7.5,3123,2,1,1,329,1959,Boroondara,Southern Metropolitan,6482
Hawthorn East,15 Rathmines Rd,3,House,2151000,S,Kay,2016-12-03,7.5,3123,3,1,2,780,1945,Boroondara,Southern Metropolitan,6482
Hawthorn East,81 Roseberry St,3,House,1662885,SP,Marshall,2016-12-03,7.5,3123,3,1,1,246,1890,Boroondara,Southern Metropolitan,6482
Hawthorn East,22 Stewart St,2,House,1140000,S,Marshall,2016-12-03,7.5,3123,2,1,0,230,1959,Boroondara,Southern Metropolitan,6482
Hawthorn East,2/28 Caroline St,3,Townhouse,1220000,S,Marshall,2017-03-04,7.5,3123,3,2,2,166,1980,Boroondara,Southern Metropolitan,6482
Hawthorn East,29 Lawson St,3,House,2875000,PI,Jellis,2017-03-04,7.5,3123,3,2,2,378,1945,Boroondara,Southern Metropolitan,6482
Hawthorn East,22 Leura Gr,5,House,2715556,S,Jellis,2017-03-04,7.5,3123,5,4,4,878,1935,Boroondara,Southern Metropolitan,6482
Hawthorn East,10 Neave St,2,House,3350000,S,hockingstuart,2017-03-04,7.5,3123,2,1,2,826,1959,Boroondara,Southern Metropolitan,6482
Hawthorn East,3/348 Riversdale Rd,2,Unit,665500,S,hockingstuart,2017-03-04,7.5,3123,2,1,2,945,1959,Boroondara,Southern Metropolitan,6482
Hawthorn East,66 Roseberry St,3,House,1865000,S,Jellis,2017-03-04,7.5,3123,3,2,2,431,1950,Boroondara,Southern Metropolitan,6482
Hawthorn East,16 Stewart St,4,House,2594111,SN,Kay,2017-03-04,7.5,3123,4,2,1,259,1900,Boroondara,Southern Metropolitan,6482
Hawthorn East,4/78 Campbell Rd,3,Townhouse,1500000,VB,Kay,2016-06-04,7.5,3123,3,2,2,378,1945,Boroondara,Southern Metropolitan,6482
Hawthorn East,1/31 Havelock Rd,3,Unit,875000,S,Kay,2016-06-04,7.5,3123,3,2,2,378,1945,Boroondara,Southern Metropolitan,6482
Hawthorn East,748 Burwood Rd,5,House,1700000,S,Marshall,2016-08-06,7.5,3123,5,3,2,431,1920,Boroondara,Southern Metropolitan,6482
Hawthorn East,1b Clive Rd,2,House,807366,S,Marshall,2016-08-06,7.5,3123,2,1,1,133,2006,Boroondara,Southern Metropolitan,6482
Hawthorn East,63 Leura Gr,3,House,1662885,S,Marshall,2016-08-06,7.5,3123,3,2,1,671,1990,Boroondara,Southern Metropolitan,6482
Hawthorn East,22 Miami St,3,House,1650000,VB,RT,2016-08-06,7.5,3123,3,2,2,302,1945,Boroondara,Southern Metropolitan,6482
Hawthorn East,186 Rathmines Rd,4,House,2594111,S,Marshall,2016-08-06,7.5,3123,3,2,2,410,1900,Boroondara,Southern Metropolitan,6482
Hawthorn East,1051 Burke Rd,3,House,1615000,S,Jellis,2016-05-07,7.5,3123,3,3,4,459,1945,Boroondara,Southern Metropolitan,6482
Hawthorn East,301/102 Camberwell Rd,2,Unit,807366,PI,RT,2016-05-07,7.5,3123,2,1,1,329,1959,Boroondara,Southern Metropolitan,6482
Hawthorn East,41 Clive Rd,3,House,1662885,S,Jellis,2016-05-07,7.5,3123,3,2,1,544,1890,Boroondara,Southern Metropolitan,6482
Hawthorn East,2/2 Myrniong Gr,3,House,1600000,VB,Marshall,2016-05-07,7.5,3123,3,2,2,200,1945,Boroondara,Southern Metropolitan,6482
Hawthorn East,310 Riversdale Rd,3,House,1450000,PI,hockingstuart,2016-05-07,7.5,3123,3,2,2,466,1915,Boroondara,Southern Metropolitan,6482
Hawthorn East,23 Widford St,6,House,1933000,SP,RT,2016-05-07,7.5,3123,3,4,4,700,1940,Boroondara,Southern Metropolitan,6482
Hawthorn East,22 Fletcher St,2,House,807366,S,Marshall,2016-10-08,7.5,3123,2,1,1,248,1930,Boroondara,Southern Metropolitan,6482
Hawthorn East,17 Oberon Av,3,House,1410000,S,Jellis,2016-10-08,7.5,3123,3,2,2,378,1945,Boroondara,Southern Metropolitan,6482
Hawthorn East,10/26 Redfern Rd,3,Townhouse,1110000,S,Jellis,2016-10-08,7.5,3123,3,2,2,94,2005,Boroondara,Southern Metropolitan,6482
Hawthorn East,21 Russell St,4,Townhouse,1425000,S,Jellis,2016-10-08,7.5,3123,4,2,2,154,1998,Boroondara,Southern Metropolitan,6482
Hawthorn East,34 Anderson Rd,5,House,2715556,SN,RT,2016-09-10,7.5,3123,4,3,2,628,2005,Boroondara,Southern Metropolitan,6482
Hawthorn East,58 Auburn Gr,4,House,3100000,S,Kay,2016-09-10,7.5,3123,3,2,2,640,1907,Boroondara,Southern Metropolitan,6482
Hawthorn East,14 Carlyle St,2,House,807366,S,Marshall,2016-09-10,7.5,3123,2,1,0,273,1890,Boroondara,Southern Metropolitan,6482
Hawthorn East,6 Munro St,3,House,1662885,S,Marshall,2016-09-10,7.5,3123,3,1,1,249,1910,Boroondara,Southern Metropolitan,6482
Hawthorn East,503 Tooronga Rd,3,House,1700000,VB,Jellis,2016-09-10,7.5,3123,3,2,1,646,1980,Boroondara,Southern Metropolitan,6482
Hawthorn East,20 Beaconsfield Rd,2,House,1585000,S,Jellis,2016-12-10,7.5,3123,2,1,2,390,1935,Boroondara,Southern Metropolitan,6482
Hawthorn East,1/1 Clifton Rd,3,Unit,935000,PI,Noel,2016-12-10,7.5,3123,3,2,1,144,1975,Boroondara,Southern Metropolitan,6482
Hawthorn East,18 Carlyle St,4,House,3050000,S,Kay,2017-03-11,7.5,3123,4,3,1,710,1950,Boroondara,Southern Metropolitan,6482
Hawthorn East,4/50 Victoria Rd,3,House,1460000,PI,Marshall,2016-06-12,7.5,3123,3,2,2,378,1945,Boroondara,Southern Metropolitan,6482
Hawthorn East,16 Leura Gr,4,House,2800000,S,Jellis,2016-11-12,7.5,3123,4,1,2,764,1940,Boroondara,Southern Metropolitan,6482
Hawthorn East,2/476 Tooronga Rd,3,Townhouse,1662885,S,Jellis,2016-11-12,7.5,3123,3,2,2,887,1990,Boroondara,Southern Metropolitan,6482
Hawthorn East,515/138 Camberwell Rd,2,Unit,820000,PI,RT,2016-08-13,7.5,3123,2,1,1,329,1959,Boroondara,Southern Metropolitan,6482
Hawthorn East,6 Aberdeen St,3,House,1662885,S,Marshall,2016-05-14,7.5,3123,3,2,1,259,1945,Boroondara,Southern Metropolitan,6482
Hawthorn East,6/537 Tooronga Rd,3,Townhouse,1170000,S,Jellis,2016-05-14,7.5,3123,3,2,2,378,1945,Boroondara,Southern Metropolitan,6482
Hawthorn East,63 Victoria Rd,5,House,2250000,PI,RT,2016-05-14,7.5,3123,5,2,2,452,1902,Boroondara,Southern Metropolitan,6482
Hawthorn East,123/20 Camberwell Rd,2,Unit,670000,VB,RT,2016-10-15,7.5,3123,2,1,1,329,1959,Boroondara,Southern Metropolitan,6482
Hawthorn East,12 Heather Ct,3,House,1662885,SP,Jellis,2016-10-15,7.5,3123,3,1,1,505,1950,Boroondara,Southern Metropolitan,6482
Hawthorn East,36 Invermay Gr,4,House,2381000,S,Marshall,2016-10-15,7.5,3123,4,2,2,457,1900,Boroondara,Southern Metropolitan,6482
Hawthorn East,1/36 Pleasant Rd,4,Townhouse,1738000,S,Jellis,2016-10-15,7.5,3123,4,3,2,324,2002,Boroondara,Southern Metropolitan,6482
Hawthorn East,1 Torring Rd,2,House,1582000,S,Fletchers,2016-10-15,7.5,3123,2,2,2,358,1959,Boroondara,Southern Metropolitan,6482
Hawthorn East,6/31 Tourello Av,2,Unit,807366,S,Noel,2016-10-15,7.5,3123,2,1,1,329,1959,Boroondara,Southern Metropolitan,6482
Hawthorn East,5 Nicholson St,4,House,2920000,S,Marshall,2016-04-16,7.5,3123,4,3,3,726,1950,Boroondara,Southern Metropolitan,6482
Hawthorn East,446 Tooronga Rd,3,House,1662885,S,Marshall,2016-04-16,7.5,3123,2,2,2,336,1920,Boroondara,Southern Metropolitan,6482
Hawthorn East,8 Lingwell Rd,3,House,1662885,SP,Woodards,2016-07-16,7.5,3123,3,1,2,339,1945,Boroondara,Southern Metropolitan,6482
Hawthorn East,3 Avenue Victoria,4,House,1920000,VB,Jellis,2016-09-17,7.5,3123,4,2,2,749,1950,Boroondara,Southern Metropolitan,6482
Hawthorn East,40 Campbell Gr,3,House,1420000,PI,Marshall,2016-09-17,7.5,3123,3,1,2,362,1910,Boroondara,Southern Metropolitan,6482
Hawthorn East,10 Miami St,3,House,2100000,VB,Marshall,2016-09-17,7.5,3123,3,1,2,664,1930,Boroondara,Southern Metropolitan,6482
Hawthorn East,4/305 Riversdale Rd,2,Unit,807366,SN,Christopher,2016-09-17,7.5,3123,2,1,2,662,1959,Boroondara,Southern Metropolitan,6482
Hawthorn East,45 Roseberry St,2,House,1335000,S,Fletchers,2016-09-17,7.5,3123,2,1,0,229,1900,Boroondara,Southern Metropolitan,6482
Hawthorn East,66 Roseberry St,3,House,1825000,S,Jellis,2016-09-17,7.5,3123,3,2,2,431,1950,Boroondara,Southern Metropolitan,6482
Hawthorn East,2/2 Clifton Rd,2,Unit,840000,S,Jellis,2017-03-18,7.5,3123,2,1,1,150,1969,Boroondara,Southern Metropolitan,6482
Hawthorn East,501/38 Harold St,2,Unit,705000,PI,Marshall,2017-03-18,7.5,3123,2,2,1,78,2011,Boroondara,Southern Metropolitan,6482
Hawthorn East,21 Myrniong Gr,4,House,3310000,S,RT,2017-03-18,7.5,3123,4,2,3,762,1950,Boroondara,Southern Metropolitan,6482
Hawthorn East,14 Westley St,4,House,2594111,S,Marshall,2017-03-18,7.5,3123,4,2,2,700,1950,Boroondara,Southern Metropolitan,6482
Hawthorn East,22 Wiseman St,4,House,2594111,S,Jellis,2017-03-18,7.5,3123,4,2,2,654,1980,Boroondara,Southern Metropolitan,6482
Hawthorn East,38 Caroline St,3,House,1538000,S,Jellis,2016-06-18,7.5,3123,2,1,2,287,1945,Boroondara,Southern Metropolitan,6482
Hawthorn East,11 Council St,3,House,1320000,VB,Jellis,2016-06-18,7.5,3123,3,2,1,213,1890,Boroondara,Southern Metropolitan,6482
Hawthorn East,18 Gillman St,3,House,1890000,PI,Marshall,2016-06-18,7.5,3123,3,1,2,477,1880,Boroondara,Southern Metropolitan,6482
