Suburb,Address,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname
South Yarra,1/949 Punt Rd,1,u,310000,SP,Apr-16,3.3,3141,1,1,1,0,1970,Melbourne,Southern Metropolitan
South Yarra,6 Cliff St,2,h,866124,S,Sep-16,3.3,3141,2,1,0,176,1940,Stonnington,Southern Metropolitan
South Yarra,8 Cliff St,2,h,1100000,VB,Sep-16,3.3,3141,2,1,0,176,1930,Stonnington,Southern Metropolitan
South Yarra,7/48 Cromwell Rd,1,u,410000,S,Sep-16,3.3,3141,1,1,0,0,1960,Stonnington,Southern Metropolitan
South Yarra,29 Davis Av,3,h,2682000,SA,Sep-16,3.3,3141,3,2,1,330,1948,Stonnington,Southern Metropolitan
South Yarra,9 Moore St,3,h,1125000,PI,Sep-16,3.3,3141,2,1,0,146,1910,Stonnington,Southern Metropolitan
South Yarra,1/7 Rockley Rd,2,u,866124,S,Sep-16,3.3,3141,2,1,1,0,1970,Stonnington,Southern Metropolitan
South Yarra,202/800 Chapel St,2,u,840000,S,Feb-17,3.3,3141,2,2,1,0,2002,Stonnington,Southern Metropolitan
South Yarra,35/15 Copelen St,3,u,1666669,SN,Feb-17,3.3,3141,3,2,2,0,1948,Stonnington,Southern Metropolitan
South Yarra,1/35 Cromwell Rd,3,h,1400000,VB,Feb-17,3.3,3141,3,2,2,0,2005,Stonnington,Southern Metropolitan
South Yarra,5 Davis Av,3,h,2710000,S,Feb-17,3.3,3141,3,2,1,330,1948,Stonnington,Southern Metropolitan
South Yarra,5/59 Davis Av,1,u,370000,S,Feb-17,3.3,3141,1,1,1,453,1970,Stonnington,Southern Metropolitan
South Yarra,12/2 Gordon Gr,2,u,635000,S,Feb-17,3.3,3141,2,1,1,855,1968,Stonnington,Southern Metropolitan
South Yarra,4/30 Murphy St,2,u,680500,S,Feb-17,3.3,3141,2,1,1,0,1970,Stonnington,Southern Metropolitan
South Yarra,334 Punt Rd,3,h,1800000,VB,Feb-17,3.3,3141,3,2,3,510,1900,Stonnington,Southern Metropolitan
South Yarra,16h Stables La,1,u,280000,PI,Feb-17,3.3,3141,1,1,0,0,1910,Stonnington,Southern Metropolitan
South Yarra,19/393 Toorak Rd,1,u,462138,SN,Feb-17,3.3,3141,1,1,0,0,1969,Stonnington,Southern Metropolitan
South Yarra,8/27 Kensington Rd,2,u,613000,S,Jul-16,3.3,3141,2,1,1,0,1968,Stonnington,Southern Metropolitan
South Yarra,4/943 Punt Rd,2,u,520000,SP,Jul-16,3.3,3141,2,1,1,0,1890,Melbourne,Southern Metropolitan
South Yarra,504/79 River St,2,u,827000,S,Jul-16,3.3,3141,2,2,2,17200,2000,Stonnington,Southern Metropolitan
South Yarra,904/666 Chapel St,2,u,866124,SP,Jun-16,3.3,3141,2,2,1,0,1968,Stonnington,Southern Metropolitan
South Yarra,702/700 Chapel St,1,u,510000,SP,Jun-16,3.3,3141,1,1,1,0,2000,Stonnington,Southern Metropolitan
South Yarra,6 Cliff St,2,h,1200000,PI,Jun-16,3.3,3141,2,1,0,176,1940,Stonnington,Southern Metropolitan
South Yarra,3/2 Coolullah Av,1,u,661000,S,Jun-16,3.3,3141,1,1,1,453,1970,Stonnington,Southern Metropolitan
South Yarra,13/4 Gordon Gr,2,u,480000,S,Jun-16,3.3,3141,2,1,1,0,1965,Stonnington,Southern Metropolitan
South Yarra,34b Palermo St,3,h,1666669,SN,Jun-16,3.3,3141,3,2,2,0,2011,Stonnington,Southern Metropolitan
South Yarra,17/14 Tivoli Rd,1,u,462138,VB,Jun-16,3.3,3141,1,1,1,0,1960,Stonnington,Southern Metropolitan
South Yarra,1/271 Williams Rd,2,u,660000,S,Jun-16,3.3,3141,2,1,1,0,1968,Stonnington,Southern Metropolitan
South Yarra,5/23 Argo St,2,u,866124,SN,Nov-16,3.3,3141,2,1,2,0,1968,Stonnington,Southern Metropolitan
South Yarra,6/16 Cromwell Rd,2,u,470000,VB,Nov-16,3.3,3141,2,1,1,0,1970,Stonnington,Southern Metropolitan
South Yarra,11/274 Domain Rd,2,u,621500,S,Nov-16,3.3,3141,2,1,1,0,1968,Stonnington,Southern Metropolitan
South Yarra,9/34 Kensington Rd,2,u,866124,SP,Nov-16,3.3,3141,2,1,1,0,1975,Stonnington,Southern Metropolitan
South Yarra,19 Lara St,3,h,1750000,PI,Nov-16,3.3,3141,3,2,1,330,1948,Stonnington,Southern Metropolitan
South Yarra,7 Motherwell St,4,h,2667000,S,Nov-16,3.3,3141,4,3,2,446,1900,Stonnington,Southern Metropolitan
South Yarra,68 Oban St,3,h,2200000,PI,Nov-16,3.3,3141,3,2,0,358,1915,Stonnington,Southern Metropolitan
South Yarra,366 Toorak Rd,3,h,1700000,S,Nov-16,3.3,3141,3,1,1,178,1894,Stonnington,Southern Metropolitan
South Yarra,2a Alexandra St,3,h,1056800,S,May-16,3.3,3141,3,2,1,90,1948,Stonnington,Southern Metropolitan
South Yarra,10/63 Alexandra Av,1,u,495000,S,May-16,3.3,3141,1,1,1,453,1970,Stonnington,Southern Metropolitan
South Yarra,40 Fawkner St,3,h,2400000,PI,May-16,3.3,3141,3,2,1,350,1948,Stonnington,Southern Metropolitan
South Yarra,3/4 Gordon Gr,1,u,410000,S,May-16,3.3,3141,1,1,1,0,1970,Stonnington,Southern Metropolitan
South Yarra,8 Moffat St,3,h,1666669,S,May-16,3.3,3141,3,2,1,214,1948,Stonnington,Southern Metropolitan
South Yarra,19 Phoenix St,2,h,866124,S,May-16,3.3,3141,2,1,0,127,1968,Stonnington,Southern Metropolitan
South Yarra,9/501 Punt Rd,1,u,260800,S,May-16,3.3,3141,2,1,0,0,1960,Melbourne,Southern Metropolitan
South Yarra,2/4 Stanley St,2,t,866124,SN,May-16,3.3,3141,2,1,1,71,1960,Stonnington,Southern Metropolitan
South Yarra,33 Tyrone St,2,h,1200000,S,May-16,3.3,3141,2,1,1,163,1900,Stonnington,Southern Metropolitan
South Yarra,36 Tyrone St,3,h,1540000,S,May-16,3.3,3141,3,2,1,149,2003,Stonnington,Southern Metropolitan
South Yarra,19/85 Alexandra Av,2,u,866124,SP,Aug-16,3.3,3141,2,1,1,1215,1968,Stonnington,Southern Metropolitan
South Yarra,9/51 Davis Av,1,u,460000,S,Aug-16,3.3,3141,1,1,1,453,1970,Stonnington,Southern Metropolitan
South Yarra,9/210 Domain Rd,2,u,826000,S,Aug-16,3.3,3141,2,1,1,0,1970,Melbourne,Southern Metropolitan
South Yarra,7/70 Hawksburn Rd,1,u,462138,VB,Aug-16,3.3,3141,1,1,1,0,1980,Stonnington,Southern Metropolitan
South Yarra,2/28 Tivoli Pl,2,u,910000,S,Aug-16,3.3,3141,2,0,0,0,1968,Melbourne,Southern Metropolitan
South Yarra,2/28 Walsh St,3,t,1715000,S,Aug-16,3.3,3141,2,2,2,0,1957,Melbourne,Southern Metropolitan
South Yarra,12 Witchwood Cl,3,h,1700000,SP,Aug-16,3.3,3141,2,2,1,181,1990,Melbourne,Southern Metropolitan
South Yarra,8/3 Barnsbury Rd,2,u,505000,S,Jul-16,3.3,3141,2,1,1,0,1969,Stonnington,Southern Metropolitan
South Yarra,602/3 Chapel Mw,1,u,557000,SP,Jul-16,3.3,3141,1,1,1,453,1970,Stonnington,Southern Metropolitan
South Yarra,303/3 Clara St,1,u,330000,PI,Jul-16,3.3,3141,2,1,1,0,2011,Stonnington,Southern Metropolitan
South Yarra,11/56 Darling St,1,u,687000,S,Jul-16,3.3,3141,2,1,2,0,1980,Stonnington,Southern Metropolitan
South Yarra,16/37 Margaret St,1,u,300000,PI,Jul-16,3.3,3141,1,1,1,453,1970,Stonnington,Southern Metropolitan
Southbank,41/106 Southbank Bvd,3,u,720000,S,Sep-16,1.2,3006,3,1,1,0,1993,Melbourne,Southern Metropolitan
Southbank,1003/133 City Rd,1,u,423500,PN,Feb-16,1.2,3006,1,1,1,1648,2007,Melbourne,Southern Metropolitan
Southbank,716/22 Dorcas St,1,u,385500,S,Mar-17,1.2,3006,1,1,1,1826,2010,Melbourne,Southern Metropolitan
Southbank,24/105 Southbank Bvd,2,u,685000,S,Mar-17,1.2,3006,2,1,1,1157,2002,Melbourne,Southern Metropolitan
Southbank,9/81 Dodds St,3,u,868000,SP,Jun-16,1.2,3006,3,2,1,0,1995,Melbourne,Southern Metropolitan
Southbank,4/55 Kavanagh St,2,u,590000,S,Jun-16,1.2,3006,2,1,1,0,2002,Melbourne,Southern Metropolitan
Southbank,293/88 Kavanagh St,2,u,530000,VB,Jun-16,1.2,3006,2,1,1,0,2003,Melbourne,Southern Metropolitan
Southbank,108/38 Kavanagh St,2,u,599417,W,Aug-16,1.2,3006,2,1,1,0,2000,Melbourne,Southern Metropolitan
Southbank,92/99 Whiteman St,2,u,650000,VB,Aug-16,1.2,3006,2,2,1,0,2000,Melbourne,Southern Metropolitan
Southbank,6/77 Dodds St,4,u,990000,S,May-16,1.2,3006,4,3,1,0,1995,Melbourne,Southern Metropolitan
Southbank,2/95 Dodds St,2,u,623000,S,May-16,1.2,3006,2,1,1,0,1995,Melbourne,Southern Metropolitan
Southbank,1605/14 Kavanagh St,2,u,592500,S,May-16,1.2,3006,2,2,1,0,2000,Melbourne,Southern Metropolitan
Southbank,171/88 Kavanagh St,2,u,599417,PI,May-16,1.2,3006,2,1,1,0,2004,Melbourne,Southern Metropolitan
Southbank,208/102 Wells St,2,u,600000,S,Nov-16,1.2,3006,2,2,1,0,1995,Melbourne,Southern Metropolitan
Southbank,1712/39 Coventry St,2,u,485000,PI,Sep-16,1.2,3006,2,1,1,2121,2013,Melbourne,Southern Metropolitan
Southbank,308/18 Kavanagh St,1,u,455000,S,Feb-17,1.2,3006,1,1,0,760,2007,Melbourne,Southern Metropolitan
Southbank,185/38 Kavanagh St,2,u,599417,PI,Feb-17,1.2,3006,2,1,1,0,2000,Melbourne,Southern Metropolitan
Southbank,1509/152 Sturt St,2,u,569000,S,Mar-17,1.2,3006,2,2,1,3878,2012,Melbourne,Southern Metropolitan
Southbank,80 Coventry St,3,h,1220000,S,Nov-16,1.2,3006,3,1,1,0,1987,Melbourne,Southern Metropolitan
Southbank,6/85 Dodds St,4,u,1250000,S,Nov-16,1.2,3006,4,3,1,0,2000,Melbourne,Southern Metropolitan
Southbank,909/118 Kavanagh St,2,u,430000,PI,Nov-16,1.2,3006,2,2,0,2295,2014,Melbourne,Southern Metropolitan
Southbank,2503/109 Clarendon St,2,u,380000,PI,Aug-16,1.2,3006,2,1,1,1157,2002,Melbourne,Southern Metropolitan
Southbank,5/82 Coventry St,3,u,819000,PN,May-16,1.2,3006,3,1,1,0,1998,Melbourne,Southern Metropolitan
Southbank,406/152 Sturt St,1,u,480000,VB,May-16,1.2,3006,1,1,1,3878,2012,Melbourne,Southern Metropolitan
Southbank,125/173 City Rd,1,u,425000,VB,Apr-16,1.2,3006,1,1,1,0,2004,Melbourne,Southern Metropolitan
Southbank,114 Gladstone St,2,h,815000,SP,Jul-16,1.2,3006,2,1,0,0,2002,Melbourne,Southern Metropolitan
Southbank,7/100 Wells St,3,u,740000,VB,Jul-16,1.2,3006,3,2,1,0,1994,Port Phillip,Southern Metropolitan
Southbank,808/8 Kavanagh St,2,u,580000,VB,Mar-17,1.2,3006,2,1,1,0,2010,Melbourne,Southern Metropolitan
Southbank,1909/80 Clarendon St,1,u,415000,PI,Jun-16,1.2,3006,1,1,1,1648,2007,Melbourne,Southern Metropolitan
Southbank,85 Montague St,3,h,700000,VB,Jun-16,1.2,3006,3,1,0,199,1947,Melbourne,Southern Metropolitan
Southbank,2/66 Coventry St,2,u,660000,S,Nov-16,1.2,3006,2,1,1,0,2000,Melbourne,Southern Metropolitan
Southbank,601/65 Coventry St,2,u,622500,S,May-16,1.2,3006,2,2,1,2955,2013,Melbourne,Southern Metropolitan
Southbank,1809/9 Power St,1,u,423500,VB,May-16,1.2,3006,1,1,1,0,2014,Melbourne,Southern Metropolitan
Southbank,805/152 Sturt St,1,u,423500,PN,Aug-16,1.2,3006,1,1,0,3879,2012,Melbourne,Southern Metropolitan
Southbank,2005/39 Coventry St,2,u,690000,S,Apr-16,1.2,3006,2,3,1,0,2013,Melbourne,Southern Metropolitan
Southbank,7/100 Wells St,3,u,819000,VB,Apr-16,1.2,3006,3,2,1,0,1994,Port Phillip,Southern Metropolitan
Southbank,1212/80 Clarendon St,3,u,819000,PN,Sep-16,1.2,3006,3,2,1,25,1987,Melbourne,Southern Metropolitan
Southbank,3303/9 Power St,2,u,800000,PI,Sep-16,1.2,3006,2,2,2,0,2014,Melbourne,Southern Metropolitan
Southbank,73/1 Riverside Qy,2,u,540000,S,Sep-16,1.2,3006,2,2,1,0,1994,Melbourne,Southern Metropolitan
Southbank,131/120 Sturt St,2,u,599417,PI,May-16,1.2,3006,2,1,1,8888,1998,Melbourne,Southern Metropolitan
Southbank,75/285 City Rd,1,u,370000,VB,Jul-16,1.2,3006,1,1,1,546,2000,Melbourne,Southern Metropolitan
Southbank,61/88 Wells St,3,u,720000,VB,Jul-16,1.2,3006,3,2,1,0,1987,Melbourne,Southern Metropolitan
Spotswood,73 The Avenue,3,h,1040000,S,Sep-16,7.7,3015,3,1,3,690,1950,Hobsons Bay,Western Metropolitan
Spotswood,26 George St,4,t,1091200,PI,Dec-16,7.7,3015,4,3,2,468,1982,Hobsons Bay,Western Metropolitan
Spotswood,408A Melbourne Rd,1,u,1015000,S,Mar-17,7.7,3015,1,1,1,89,1980,Hobsons Bay,Western Metropolitan
Spotswood,1/8 Morwick St,4,t,882500,SP,Mar-17,7.7,3015,4,2,2,540,1982,Hobsons Bay,Western Metropolitan
Spotswood,10 Raleigh St,3,h,855000,S,Aug-16,7.7,3015,3,1,1,326,1991,Hobsons Bay,Western Metropolitan
Spotswood,6 McNeilage St,2,h,832500,S,May-16,7.7,3015,2,1,2,562,1950,Hobsons Bay,Western Metropolitan
Spotswood,18 Vernier St,2,h,850000,S,Oct-16,7.7,3015,2,1,2,502,1950,Hobsons Bay,Western Metropolitan
Spotswood,47 Hudsons Rd,3,h,1080000,S,Sep-16,7.7,3015,3,1,2,472,1950,Hobsons Bay,Western Metropolitan
Spotswood,16 Watt St,4,h,1170000,VB,Dec-16,7.7,3015,4,2,2,489,1982,Hobsons Bay,Western Metropolitan
Spotswood,24 Forrest St,3,h,927000,S,Jun-16,7.7,3015,3,1,0,274,1910,Hobsons Bay,Western Metropolitan
Spotswood,15a Andrews St,3,t,845000,PI,Nov-16,7.7,3015,3,1,2,431,1942,Hobsons Bay,Western Metropolitan
Spotswood,59 Hope St,4,h,850000,VB,Nov-16,7.7,3015,4,2,0,389,1990,Hobsons Bay,Western Metropolitan
Spotswood,13 Robb St,3,h,831000,S,Apr-16,7.7,3015,3,1,0,353,1890,Hobsons Bay,Western Metropolitan
Spotswood,13 Abbott St,3,h,835000,S,Sep-16,7.7,3015,2,1,3,459,1950,Hobsons Bay,Western Metropolitan
Spotswood,118 The Avenue,4,t,840000,S,Sep-16,7.7,3015,3,3,2,278,2015,Hobsons Bay,Western Metropolitan
Spotswood,1/606 Melbourne Rd,2,u,466000,SP,Mar-17,7.7,3015,2,1,1,312,1942,Hobsons Bay,Western Metropolitan
Spotswood,13B Vernier St,2,h,680000,S,Mar-17,7.7,3015,2,1,1,312,1942,Hobsons Bay,Western Metropolitan
Spotswood,154 Hudsons Rd,4,h,1315000,S,Jun-16,7.7,3015,4,2,3,830,1920,Hobsons Bay,Western Metropolitan
Spotswood,116 The Avenue,3,h,1035000,S,Nov-16,7.7,3015,3,1,2,675,1942,Hobsons Bay,Western Metropolitan
Spotswood,6 Abbott St,4,h,1161000,S,Feb-17,7.7,3015,4,2,5,742,2000,Hobsons Bay,Western Metropolitan
Spotswood,14A Kernot St,3,h,775000,S,Feb-17,7.7,3015,3,1,1,435,1942,Hobsons Bay,Western Metropolitan
Spotswood,27 The Avenue,3,h,1016000,SP,Jul-16,7.7,3015,3,1,1,320,1940,Hobsons Bay,Western Metropolitan
Spotswood,4 Steel St,3,h,690000,S,Jun-16,7.7,3015,4,1,2,532,1965,Hobsons Bay,Western Metropolitan
Spotswood,66 The Avenue,3,h,1070000,S,Nov-16,7.7,3015,2,1,2,526,1950,Hobsons Bay,Western Metropolitan
Spotswood,2A Vernon St,4,h,1091200,SP,Nov-16,7.7,3015,4,2,2,283,2011,Hobsons Bay,Western Metropolitan
Spotswood,59 Hope St,4,h,871500,PI,Aug-16,7.7,3015,4,2,0,389,1990,Hobsons Bay,Western Metropolitan
St Kilda,57 Acland St,4,h,2332143,PI,Sep-16,6.1,3182,4,2,2,382,1905,Port Phillip,Southern Metropolitan
St Kilda,1/170 Barkly St,2,u,509000,S,Sep-16,6.1,3182,2,1,1,0,1961,Port Phillip,Southern Metropolitan
St Kilda,66 Blessington St,4,h,2400000,VB,Sep-16,6.1,3182,4,2,2,382,1905,Port Phillip,Southern Metropolitan
St Kilda,31/12 Clyde St,1,u,380000,PI,Sep-16,6.1,3182,1,1,1,0,1960,Port Phillip,Southern Metropolitan
St Kilda,16/14 Mitford St,2,u,502000,S,Sep-16,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,94 Pakington St,2,h,694391,S,Sep-16,6.1,3182,2,1,1,0,1961,Port Phillip,Southern Metropolitan
St Kilda,96 Pakington St,4,h,2332143,S,Sep-16,6.1,3182,3,2,1,467,1857,Port Phillip,Southern Metropolitan
St Kilda,210/60 Wellington St,1,u,431258,PI,Sep-16,6.1,3182,1,1,1,0,1980,Port Phillip,Southern Metropolitan
St Kilda,5/61 Blessington St,2,u,671000,S,Dec-16,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,1/76 Carlisle St,2,u,430000,S,Dec-16,6.1,3182,2,1,1,0,1970,Port Phillip,Southern Metropolitan
St Kilda,1/23 Dalgety St,2,u,770000,PI,Dec-16,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,4/39 Dalgety St,2,h,1650000,S,Dec-16,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,8/15 Herbert St,2,u,640000,S,Dec-16,6.1,3182,2,1,1,1055,1961,Port Phillip,Southern Metropolitan
St Kilda,5 Lambeth Pl,3,h,1500000,PI,Dec-16,6.1,3182,3,2,1,628,1949,Port Phillip,Southern Metropolitan
St Kilda,5/18 Marine Pde,2,u,602000,S,Dec-16,6.1,3182,2,1,0,0,1930,Port Phillip,Southern Metropolitan
St Kilda,20 Marlton Cr,3,h,1915000,S,Dec-16,6.1,3182,3,2,1,628,1949,Port Phillip,Southern Metropolitan
St Kilda,5/28 Mitford St,2,u,485000,SP,Dec-16,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,33/1 St Kilda Rd,2,u,575000,SP,Dec-16,6.1,3182,2,1,1,0,1970,Port Phillip,Southern Metropolitan
St Kilda,10/1 The Esplanade,2,u,695000,SP,Dec-16,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,17/1 The Esplanade,2,u,694391,SP,Dec-16,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,3/109 Wellington St,1,u,410000,SP,Dec-16,6.1,3182,1,1,1,375,1980,Port Phillip,Southern Metropolitan
St Kilda,503/109 Inkerman St,2,u,694391,PI,Feb-16,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,10/81 Alma Rd,2,u,495000,PI,Mar-17,6.1,3182,2,1,1,0,1970,Port Phillip,Southern Metropolitan
St Kilda,71 Barkly St,5,h,2000000,VB,Mar-17,6.1,3182,5,2,2,436,1910,Port Phillip,Southern Metropolitan
St Kilda,10/352 Canterbury Rd,2,u,500000,S,Mar-17,6.1,3182,2,1,1,5530,2001,Port Phillip,Southern Metropolitan
St Kilda,10/45 Chapel St,2,u,690000,S,Mar-17,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,26/12 Clyde St,2,u,530000,PI,Mar-17,6.1,3182,2,1,1,6186,1961,Port Phillip,Southern Metropolitan
St Kilda,59 Clyde St,3,h,1891000,S,Mar-17,6.1,3182,3,2,3,384,1915,Port Phillip,Southern Metropolitan
St Kilda,3/23 Foster St,2,h,1000000,S,Mar-17,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,48 Greeves St,4,h,2000000,VB,Mar-17,6.1,3182,4,2,3,420,1910,Port Phillip,Southern Metropolitan
St Kilda,32 Gurner St,4,h,2220000,S,Mar-17,6.1,3182,4,2,2,402,1914,Port Phillip,Southern Metropolitan
St Kilda,14 Kipling St,5,h,3815333,S,Mar-17,6.1,3182,5,2,1,611,1908,Port Phillip,Southern Metropolitan
St Kilda,3/33 Robe St,3,u,1500000,VB,Mar-17,6.1,3182,3,1,1,1669,1920,Port Phillip,Southern Metropolitan
St Kilda,91 Spenser St,4,h,2455000,S,Mar-17,6.1,3182,4,1,1,300,1905,Port Phillip,Southern Metropolitan
St Kilda,7 Victoria St,3,h,2000000,VB,Mar-17,6.1,3182,3,2,2,176,1880,Port Phillip,Southern Metropolitan
St Kilda,1/62 Wellington St,1,u,500000,SP,Mar-17,6.1,3182,1,1,1,2335,2002,Port Phillip,Southern Metropolitan
St Kilda,10/69 Wellington St,2,u,685000,S,Mar-17,6.1,3182,2,2,2,0,1999,Port Phillip,Southern Metropolitan
St Kilda,32/10 Acland St,1,u,380000,S,Jun-16,6.1,3182,1,1,1,2879,1967,Port Phillip,Southern Metropolitan
St Kilda,2/63 Carlisle St,2,u,465000,S,Jun-16,6.1,3182,2,1,1,0,1960,Port Phillip,Southern Metropolitan
St Kilda,7/1 St Kilda Rd,3,u,616000,S,Jun-16,6.1,3182,2,2,2,0,1995,Port Phillip,Southern Metropolitan
St Kilda,3/239 Canterbury Rd,1,u,211000,S,Aug-16,6.1,3182,1,1,1,375,1980,Port Phillip,Southern Metropolitan
St Kilda,74 Chapel St,2,h,875000,S,Aug-16,6.1,3182,2,1,0,94,1961,Port Phillip,Southern Metropolitan
St Kilda,1002/6 St Kilda Rd,1,u,440000,SP,Aug-16,6.1,3182,1,1,1,375,1980,Port Phillip,Southern Metropolitan
St Kilda,303/115 Wellington St,3,u,1110000,S,Aug-16,6.1,3182,3,2,1,628,1949,Port Phillip,Southern Metropolitan
St Kilda,207/182 Barkly St,1,u,431258,PI,May-16,6.1,3182,1,1,0,1018,2009,Port Phillip,Southern Metropolitan
St Kilda,11/59 Carlisle St,2,u,527000,SP,May-16,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,18/41 Chapel St,3,u,610000,S,May-16,6.1,3182,3,1,2,7170,1949,Port Phillip,Southern Metropolitan
St Kilda,9/13 Crimea St,1,u,285000,S,May-16,6.1,3182,1,1,1,375,1980,Port Phillip,Southern Metropolitan
St Kilda,14/89 Fitzroy St,1,u,400000,VB,May-16,6.1,3182,1,1,1,0,1998,Port Phillip,Southern Metropolitan
St Kilda,102 Inkerman St,3,h,1363452,SN,May-16,6.1,3182,3,2,1,628,1949,Port Phillip,Southern Metropolitan
St Kilda,1/7 Robertson Av,2,u,610000,PI,May-16,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,301/115 Wellington St,1,u,431258,PI,May-16,6.1,3182,1,1,1,375,1980,Port Phillip,Southern Metropolitan
St Kilda,20/62 Wellington St,1,u,450000,SP,May-16,6.1,3182,1,1,1,0,1980,Port Phillip,Southern Metropolitan
St Kilda,4/285 Barkly St,1,u,451000,S,Nov-16,6.1,3182,1,1,1,0,2009,Port Phillip,Southern Metropolitan
St Kilda,1/60 Blessington St,2,u,697500,S,Nov-16,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,2/19 Eildon Rd,3,t,1400000,VB,Nov-16,6.1,3182,3,2,2,128,2002,Port Phillip,Southern Metropolitan
St Kilda,6/4 Gurner St,2,u,455000,S,Nov-16,6.1,3182,2,1,1,0,1961,Port Phillip,Southern Metropolitan
St Kilda,121/135 Inkerman St,2,u,465000,SP,Nov-16,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,134/135 Inkerman St,1,u,431258,W,Nov-16,6.1,3182,1,1,1,375,1980,Port Phillip,Southern Metropolitan
St Kilda,4/46 Blessington St,2,u,1010000,S,Oct-16,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,8/12 Charnwood Rd,2,u,487500,S,Oct-16,6.1,3182,2,1,2,1676,1961,Port Phillip,Southern Metropolitan
St Kilda,26/69 Wellington St,1,u,459000,SP,Oct-16,6.1,3182,1,1,1,0,1995,Port Phillip,Southern Metropolitan
St Kilda,5/72 Barkly St,1,u,395000,SP,Sep-16,6.1,3182,1,1,1,1286,1975,Port Phillip,Southern Metropolitan
St Kilda,9/12 Charnwood Rd,2,u,560000,S,Sep-16,6.1,3182,2,1,2,1676,1961,Port Phillip,Southern Metropolitan
St Kilda,9 Cintra Av,3,h,2027500,S,Sep-16,6.1,3182,3,2,1,628,1949,Port Phillip,Southern Metropolitan
St Kilda,3/19 Herbert St,2,u,520000,PI,Sep-16,6.1,3182,2,1,1,1034,1950,Port Phillip,Southern Metropolitan
St Kilda,7 Robe St,3,h,2720000,S,Sep-16,6.1,3182,3,2,0,367,1868,Port Phillip,Southern Metropolitan
St Kilda,7/400 St Kilda Rd,3,u,1363452,SP,Sep-16,6.1,3182,3,2,1,628,1949,Port Phillip,Southern Metropolitan
St Kilda,25/69 Wellington St,2,u,542500,PI,Sep-16,6.1,3182,2,1,1,0,1961,Port Phillip,Southern Metropolitan
St Kilda,5/240 Barkly St,1,u,370500,S,Dec-16,6.1,3182,1,1,1,0,1960,Port Phillip,Southern Metropolitan
St Kilda,18 Crimea St,5,h,5046000,S,Dec-16,6.1,3182,5,3,3,1294,1884,Port Phillip,Southern Metropolitan
St Kilda,26/12 Fitzroy St,1,u,385000,PI,Dec-16,6.1,3182,1,1,1,0,2005,Port Phillip,Southern Metropolitan
St Kilda,77 Spenser St,3,h,1900000,S,Dec-16,6.1,3182,3,2,2,289,1979,Port Phillip,Southern Metropolitan
St Kilda,13/109 Wellington St,2,u,694391,SP,Dec-16,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,216/5 Alma Rd,1,u,475000,SP,Feb-17,6.1,3182,1,1,1,0,1980,Port Phillip,Southern Metropolitan
St Kilda,12/352 Canterbury Rd,2,u,390000,VB,Feb-17,6.1,3182,2,1,1,0,2000,Port Phillip,Southern Metropolitan
St Kilda,11/10 Carlisle St,1,u,500000,VB,Feb-17,6.1,3182,1,1,1,0,2001,Port Phillip,Southern Metropolitan
St Kilda,5/12 St Leonards Av,2,u,730000,VB,Feb-17,6.1,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan
St Kilda,46 Dalgety St,4,h,2332143,VB,Mar-17,6.1,3182,4,2,2,382,1905,Port Phillip,Southern Metropolitan
St Kilda,12b Dalgety St,3,h,1363452,S,Jun-16,6.1,3182,3,2,1,628,1949,Port Phillip,Southern Metropolitan
St Kilda,37/151 Fitzroy St,2,u,571000,S,Jun-16,6.1,3182,2,1,1,7458,1961,Port Phillip,Southern Metropolitan
St Kilda,5/171 Fitzroy St,2,u,690000,VB,Jun-16,6.1,3182,2,1,0,0,1961,Port Phillip,Southern Metropolitan
St Kilda,201/63 Acland St,1,u,430000,SP,Nov-16,6.1,3182,1,1,1,1409,2000,Port Phillip,Southern Metropolitan
St Kilda,3/11 Burnett St,1,u,420000,SP,Nov-16,6.1,3182,1,1,0,954,1945,Port Phillip,Southern Metropolitan
