"country","latitude","longitude","show_id","type","title","director","cast","date_added","release_year","rating","duration","listed_in"
"Mexico",23.634501,-102.552784,"s767","Movie","Alan Saldaña: Locked Up","Alex Díaz","Alan Saldaña","June 3, 2021",2021,"TV-MA","49 min","Stand-Up Comedy"
"Mexico",23.634501,-102.552784,"s1858","Movie","The Three Deaths of Marisela Escobedo","Carlos Pérez Osorio","","October 14, 2020",2020,"TV-MA","110 min","Documentaries, International Movies"
"Mexico",23.634501,-102.552784,"s7464","TV Show","Miss Dynamite","","Camila Sodi, Iván Sánchez, José María de Tavira, Hugo Stiglitz, José Sefami, Mauricio Isaac, Paulina Gaitán, Mara Cuevas, Mario Zaragoza, Alejandro Durán, Emilio Savinni, Pakey Vázquez, Anilú Pardo, Claudette Maillé, Rodrigo Murray, Camila Selser, Saúl Lisazo, Eréndira Ibarra","May 5, 2018",2015,"TV-14","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
"Mexico",23.634501,-102.552784,"s8509","Movie","The Similars","Isaac Ezban","Gustavo Sánchez Parra, Cassandra Ciangherotti, Fernando Becerril, Humberto Busto, Carmen Beato, Santiago Torres, María Elena Olivares, Catalina Salas, Luis Alberti, Alberto Estrella, Pablo Guisa Koestinger","January 15, 2017",2015,"NR","90 min","Horror Movies, Independent Movies, International Movies"
"Mexico",23.634501,-102.552784,"s5250","Movie","Verónica","Carlos Algara, Alejandro Martinez-Beltran","Arcelia Ramírez, Olga Segura, Sofía Garza","October 1, 2017",2017,"TV-MA","81 min","Dramas, Independent Movies, International Movies"
"Mexico",23.634501,-102.552784,"s5535","Movie","Macho","Antonio Serrano","Miguel Rodarte, Cecilia Suárez, Aislinn Derbez, Renato López, Mario Iván Martínez, Valeria Vera, David Zorrilla, Ana de la Reguera, Manolo Cardona, Ofelia Medina","April 12, 2017",2016,"TV-MA","101 min","Comedies, International Movies, LGBTQ Movies"
"Mexico",23.634501,-102.552784,"s5592","TV Show","Legend Quest","","Benny Emmanuel, Mayté Cordeiro, Andrés Couturier, Ricardo O'Farrill, Alondra Hidalgo, Alejandro Villeli, Sofía Niño de Rivera, Johnny Rose, Annemarie Blanco, Oscar Cheda, Paul Tei, Cydney J. Fam, Lisa Grossman","February 24, 2017",2017,"TV-Y7","1 Season","Kids' TV"
"Mexico",23.634501,-102.552784,"s4332","Movie","Ayotzinapa, el paso de la tortuga","Enrique García Meza","","December 1, 2018",2018,"TV-MA","73 min","Documentaries, International Movies"
"Mexico",23.634501,-102.552784,"s5910","Movie","The Perfect Dictatorship","Luis Estrada","Damián Alcázar, Alfonso Herrera, Joaquín Cosio, Osvaldo Benavides, Silvia Navarro, Flavio Medina, Saúl Lisazo, Tony Dalton","June 1, 2015",2014,"TV-MA","143 min","Comedies, Dramas, International Movies"
"Mexico",23.634501,-102.552784,"s2499","Movie","Mutiny of the Worker Bees","Carlos Morett","Gustavo Egelhaaf, Alejandro Suárez, Bárbara de Regil, Mauricio Argüelles, César Rodríguez, Fernando Becerril, Anna Carreiro, Carlos Macías, José Sefami, Raquel Garza","May 20, 2020",2020,"TV-MA","94 min","Comedies, International Movies"
"Mexico",23.634501,-102.552784,"s8359","Movie","The Incident","Isaac Ezban","Raúl Méndez, Nailea Norvind, Hernán Mendoza, Humberto Busto, Fernando Álvarez Rebeil, Gabriel Santoyo, Paulina Montemayor, Héctor Mendoza, Leonel Tinajero, Marcos Moreno","June 19, 2017",2014,"TV-MA","100 min","International Movies, Sci-Fi & Fantasy, Thrillers"
"Mexico",23.634501,-102.552784,"s4963","Movie","Sofía Niño de Rivera: Selección Natural","Raúl Campos, Jan Suter","Sofía Niño de Rivera","March 30, 2018",2018,"TV-MA","62 min","Stand-Up Comedy"
"Mexico",23.634501,-102.552784,"s4237","Movie","Mexicanos de Bronce","Julio Fernández Talamantes","","December 31, 2018",2016,"TV-MA","100 min","Documentaries, International Movies, Music & Musicals"
"Mexico",23.634501,-102.552784,"s5496","Movie","Simplemente Manu NNa","Jan Suter, Raúl Campos","Manu NNa","May 5, 2017",2017,"TV-MA","72 min","Stand-Up Comedy"
"Mexico",23.634501,-102.552784,"s3626","Movie","No One Will Ever Know","Jesús Torres Torres","Adriana Paz, Jorge A. Jiménez, David Medel, Arcelia Ramírez, Luciano Marti, Joanna Larequi, Claudia Santiago, Paul Choza, Gabriel Casanova, Alisson Santiago, Manuel Ojeda, Ofelia Medina, Silvia Pasquel","August 5, 2019",2017,"TV-MA","102 min","Dramas, International Movies"
"Mexico",23.634501,-102.552784,"s5873","Movie","Ricardo O'Farrill Abrazo Genial","Raúl Campos, Jan Suter","Ricardo O'Farrill","January 22, 2016",2016,"TV-MA","92 min","Stand-Up Comedy"
"Mexico",23.634501,-102.552784,"s6922","Movie","Happy Times","Luis Javier M. Henaine","Luis Arrieta, Cassandra Ciangherotti, Humberto Busto, Iván Arana, Bárbara de Regil, Miguel Rodarte","February 8, 2017",2014,"NR","79 min","Comedies, International Movies, Romantic Movies"
"Mexico",23.634501,-102.552784,"s3945","TV Show","Tijuana","","Damián Alcázar, Tamara Vallarta, Rolf Petersen, Claudette Maillé, Teté Espinoza, Iván Aragón, Martha Claudia Moreno, Edén Villavicencio, Carlos Corona, Giancarlo Ruiz, Mayra Batalla, Rodrigo Abed, Roberto Mateos, Anabel Ferreira, Roberto Sosa","April 5, 2019",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
"Mexico",23.634501,-102.552784,"s4776","Movie","Romina","Diego Cohen","Francisca Lozano, Oliver Nava, Arantza Ruiz, Claudia Zepeda, Walter Bercht, Roberto Beck, Victor Bonilla, Eduardo Negrete","July 13, 2018",2018,"TV-MA","75 min","Horror Movies, Independent Movies, International Movies"
"Mexico",23.634501,-102.552784,"s2972","TV Show","Diablero","","Christopher Von Uckermann, Horacio García Rojas, Gisselle Kuri, Fátima Molina, Dolores Heredia, Humberto Busto, Quetzalli Cortés, Alexa Martin, Flavio Medina, Dulce Neri, Mariana Botas","January 31, 2020",2020,"TV-MA","2 Seasons","International TV Shows, Spanish-Language TV Shows, TV Action & Adventure"
"Mexico",23.634501,-102.552784,"s1926","TV Show","You Cannot Hide","","Blanca Soto, Eduardo Noriega, Iván Sánchez, Maribel Verdú, Samantha Siqueiros, Peter Vives, Patricia Guirado, Jorge Bosch, Pere Ponce, Juan Caballero, Jordi Planas","October 1, 2020",2020,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
"Mexico",23.634501,-102.552784,"s5624","Movie","Semana Santa","Alejandra Márquez Abella","Tenoch Huerta, Anajosé Aldrete, Esteban Ávila, David Thornton, Jimena Cuarón, Lakshmi Picazo","January 31, 2017",2015,"TV-MA","87 min","Dramas, International Movies"
"Mexico",23.634501,-102.552784,"s2401","TV Show","The Search","","Darío Yazbek, Diana Bovio, Regina Blandón, Adrián Ladrón, Verónica Bravo, Antonio Arochi, Mario Alberto Monroy, Vianey Rodríguez, María Aura, Daniel Haddad, Fernando Bonilla, Olinca Velázquez, Damayanti Quintanar, Adriana Llabrés, Alejandro Calva, Silverio Palacios, Edmundo Vargas, Anabel Ferreira","June 12, 2020",2020,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
"Mexico",23.634501,-102.552784,"s6560","TV Show","Dandy","","Alfonso Herrera, Damián Alcázar, Gabriela Roel, Itahisa Machado, Dagoberto Gama, Hernán Mendoza, Daniel Martínez, Christian Vasquez, Aleyda Gallardo, Danny Perea, Pakey Vázquez, Fátima Molina, Héctor Holten, Carlos Valencia","March 31, 2018",2016,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
"Mexico",23.634501,-102.552784,"s5343","Movie","Alan Saldaña: Mi vida de pobre","Raúl Campos, Jan Suter","Alan Saldaña","August 4, 2017",2017,"TV-MA","54 min","Stand-Up Comedy"
"Mexico",23.634501,-102.552784,"s5707","Movie","Beauties of the Night","María Jose Cuevas","Olga Breeskin, Lyn May, Rossy Mendoza, Wanda Seux, Princesa Yamal","November 25, 2016",2016,"TV-MA","92 min","Documentaries, International Movies"
"Mexico",23.634501,-102.552784,"s5679","Movie","Ricardo O'Farrill: Abrazo navideño","Raúl Campos, Jan Suter","Ricardo O'Farrill, Carlos Ballarta, Sofía Niño de Rivera, Chumel Torres, Marissa ""Chabe"" Lozano","December 12, 2016",2016,"TV-MA","31 min","Stand-Up Comedy"
"Mexico",23.634501,-102.552784,"s4881","Movie","Lo más sencillo es complicarlo todo","Rene Bueno","Danna Paola, Marjorie De Sousa, Alosian Vivancos, Daniela Wong, Lalo Brito, Eduardo Tanús, Paulina Matos, Fernando Sarfati, Lorena San Martín, Consuelo Vega","May 4, 2018",2018,"TV-14","94 min","Comedies, International Movies, Romantic Movies"
"Mexico",23.634501,-102.552784,"s3981","TV Show","Crime Diaries: The Candidate","","Jorge A. Jiménez, Ilse Salas, Alberto Guerra, Gustavo Sánchez Parra, Jorge Antonio Guerrero, Ari Brickman, Martín Altomaro, Hernán Del Riego, Norma Angélica, Lisa Owen, Eligio Meléndez, Marco Treviño, Pedro de Tavira Egurrola, Leonardo Alonso","March 22, 2019",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
"Mexico",23.634501,-102.552784,"s3712","Movie","Daniel Sosa: Maleducado","Alex Díaz, Marcos Bucay","Daniel Sosa","June 27, 2019",2019,"TV-MA","55 min","Stand-Up Comedy"
"Mexico",23.634501,-102.552784,"s7144","TV Show","Juana Inés","","Arcelia Ramírez, Arantza Ruiz, Hernán Del Riego, Margarita Sanz, Lisa Owen, Yolanda Corrales, Carlos Valencia, Mauricio Isaac, Pedro de Tavira Egurrola, Emilio Savinni, Néstor Galván, Paulina Matos, Alberto Collado, Rocío García, Luis Maya, Clementina Guadarrama","January 27, 2017",2016,"TV-14","1 Season","International TV Shows, Spanish-Language TV Shows, TV Dramas"
"Mexico",23.634501,-102.552784,"s4836","Movie","Franco Escamilla: Por la anécdota","Ulises Valencia","Franco Escamilla","June 8, 2018",2018,"TV-MA","66 min","Stand-Up Comedy"
"Mexico",23.634501,-102.552784,"s2649","TV Show","The House of Flowers","","Verónica Castro, Aislinn Derbez, Cecilia Suárez, Dario Yazbek Bernal, Paco León, Arturo Ríos, Juan Pablo Medina, Verónica Langer, Lucas Velázquez","April 23, 2020",2020,"TV-MA","3 Seasons","International TV Shows, Spanish-Language TV Shows, TV Comedies"
"Mexico",23.634501,-102.552784,"s4739","TV Show","Becoming Champions","","","August 1, 2018",2018,"TV-G","1 Season","Docuseries, International TV Shows"
"Mexico",23.634501,-102.552784,"s4867","Movie","Carlos Ballarta: Furia Ñera","Raúl Campos, Jan Suter","Carlos Ballarta","May 11, 2018",2018,"TV-MA","63 min","Stand-Up Comedy"
"Mexico",23.634501,-102.552784,"s5062","Movie","Mau Nieto: Viviendo sobrio… desde el bar","","Mau Nieto","January 26, 2018",2018,"TV-MA","57 min","Stand-Up Comedy"
"Mexico",23.634501,-102.552784,"s5615","Movie","Daniel Sosa: Sosafado","Raúl Campos, Jan Suter","Daniel Sosa","February 3, 2017",2017,"TV-MA","78 min","Stand-Up Comedy"
"Mexico",23.634501,-102.552784,"s5657","Movie","7:19","Jorge Michel Grau","Demián Bichir, Héctor Bonilla, Oscar Serrano, Azalia Ortiz, Octavio Michel, Carmen Beato","December 23, 2016",2016,"TV-MA","93 min","Dramas, International Movies"
"Mexico",23.634501,-102.552784,"s8769","Movie","Y Tu Mamá También","Alfonso Cuarón","Maribel Verdú, Gael García Bernal, Diego Luna, Daniel Giménez Cacho, Ana López Mercado, Nathan Grinberg, Verónica Langer, María Aura, Giselle Audirac, Arturo Ríos, Andrés Almeida, Diana Bracho, Emilio Echevarría","June 1, 2017",2001,"R","106 min","Dramas, Independent Movies, International Movies"
"Mexico",23.634501,-102.552784,"s3233","TV Show","Zona Rosa","","Manu NNa, Ana Julia Yeyé, Ray Contreras, Pablo Morán","November 26, 2019",2019,"TV-MA","1 Season","International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows"
"Mexico",23.634501,-102.552784,"s5712","Movie","Carlos Ballarta: El amor es de putos","Jan Suter, Raúl Campos Delgado","Carlos Ballarta","November 21, 2016",2016,"TV-MA","67 min","Stand-Up Comedy"
"Mexico",23.634501,-102.552784,"s7867","Movie","Rezeta","Fernando Frías De La Parra","Rezeta Veliu, Roger Mendoza, Emiliano Becerríl, Sebastián Cordova, Paulina Dávila","December 3, 2016",2012,"NR","84 min","Dramas, Independent Movies, International Movies"
"Mexico",23.634501,-102.552784,"s5177","Movie","Mea Culpa","Raúl Campos, Jan Suter","Alexis de Anda","November 10, 2017",2017,"TV-MA","54 min","Stand-Up Comedy"
"Mexico",23.634501,-102.552784,"s3707","Movie","La Leyenda del Diamante","Roberto Girault Facha","Ana Layevska, Alex Sirvent, Paulina Goto, Fernando Estrada, Alejandro Oliva, David Villegas, Xavier Cervantes, Cuauhtémoc Duque, Karyme Lozano, Rodrigo Treviño","June 28, 2019",2017,"TV-MA","87 min","Action & Adventure, International Movies, Sci-Fi & Fantasy"
"Mexico",23.634501,-102.552784,"s2537","Movie","Rencor tatuado","Julián Hernández","Diana Lein, Irving Peña, César Romero, César Ramos, Giovanna Zacarías, Mónica Del Carmen, Rocío Verdejo, Itatí Cantoral","May 14, 2020",2018,"TV-MA","152 min","Dramas, Independent Movies, International Movies"
"Mexico",23.634501,-102.552784,"s7040","TV Show","I Am Me!","","Germán Bracco, Daniela Luque, José Antonio Becerril, Paula Serrano, Héctor Holten, Héctor Loeza, Edson Loyo, Brandon Rosas, José Sefami, Tiosha Bojórquez","March 3, 2017",2016,"TV-14","1 Season","International TV Shows, Spanish-Language TV Shows, TV Comedies"
"Mexico",23.634501,-102.552784,"s3861","TV Show","Crime Diaries: Night Out","Felipe Cano","Sebastián Osorio, Fabiana Medina, Laura Osma, Enrique Carriazo, Julián Román, Juliana Velásquez, Juan Pablo Urrego, Carlos Vergara, Ernesto Campos, Fabio Rubiano, Ernesto Benjumea, Jairo Camargo, Marcela Agudelo","May 3, 2019",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
"Mexico",23.634501,-102.552784,"s4355","Movie","El club de los insomnes","Joseduardo Giordano, Sergio Goyri Jr.","Cassandra Ciangherotti, Leonardo Ortizgris, Alejandra Ambrosi, Alexandra De La Mora, Mónica Dionne, Sergio Goyri, Fernando Becerril, Humberto Busto, Marco Méndez, Alejandra Urdiaín, Khristian Clausen, Fernando Luján","November 30, 2018",2018,"TV-MA","82 min","Dramas, International Movies"
"Mexico",23.634501,-102.552784,"s3755","TV Show","Yankee","","Pablo Lyle, Ana Layevska, Leonardo Daniel, Javier Díaz Dueñas, Daniel Martínez, Pamela Almanza, Roberto Blandón, Sebastián Ferrat, Gabriela Zamora, Mauricio Pimentel, Julio Casado, Eivaut Rischen","June 14, 2019",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
"Mexico",23.634501,-102.552784,"s5225","Movie","El Especial de Alex Fernández, el Especial","Jan Suter","Alex Fernández","October 13, 2017",2017,"TV-MA","52 min","Stand-Up Comedy"
"Mexico",23.634501,-102.552784,"s7990","Movie","Sexo, Pudor y Lagrimas","Antonio Serrano","Demián Bichir, Susana Zabaleta, Jorge Salinas, Cecilia Suárez, Victor Huggo Martin, Mónica Dionne, Angélica Aragón, Laura Almela","December 15, 2017",1999,"R","111 min","Comedies, Dramas, International Movies"
"Mexico",23.634501,-102.552784,"s2873","TV Show","Unstoppable","","Tessa Ia, Bárbara López, Lucía Uribe, Coty Camacho, Diego Calva Hernández, Tomás Ruiz","February 28, 2020",2020,"TV-MA","1 Season","International TV Shows, Spanish-Language TV Shows, TV Dramas"
"Mexico",23.634501,-102.552784,"s2670","TV Show","El Dragón: Return of a Warrior","","Sebastián Rulli, Renata Notni, Roberto Mateos, Irina Baeva, Cassandra Sánchez Navarro, Manuel Balbi, Javier Gómez, Alejandro Ávila, Sofía Castro, Juan Pablo Gil","April 17, 2020",2020,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
"Mexico",23.634501,-102.552784,"s626","TV Show","Somos.","","Mercedes Hernández, Jesús Sida, Jero Medina, Armando Silva, Jimena Pagaza, Antonio López Torres, Everardo Arzate, Arelí González, Jesús Herrera, Ulises Soto, Iliana Donatlán, Fernando Larrañaga, Mario Alberto Quiñones, Alejandro Ruiz, Natalia Martínez, Josué Guerra, Salvador Montenegro, Caraly Sánchez, Clementina Guadarrama","June 30, 2021",2021,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
"Mexico",23.634501,-102.552784,"s7306","Movie","Like Water for Chocolate","Alfonso Arau","Marco Leonardi, Lumi Cavazos, Regina Torné, Mario Iván Martínez, Ada Carrasco, Yareli Arizmendi, Claudette Maillé, Pilar Aranda","November 1, 2019",1992,"R","105 min","Classic Movies, Dramas, International Movies"
"Mexico",23.634501,-102.552784,"s3280","TV Show","The Club","","Alejandro Speitzer, Minnie West, Jorge Caballero, Ana González Bello, Axel Arenas, Arcelia Ramírez, Omar Germenos, Anna Ciocchetti, Aurora Gil, Martha Julia, Alejandro Puente, Estrella Solís, Martín Saracho, Sofía de Llaca, Marco Tostado","November 15, 2019",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
"Mexico",23.634501,-102.552784,"s2790","Movie","El silencio es bienvenido","Gabriela García Rivas","Eileen Yáñez, Jorge Luis Moreno, Daniela Newton, Andrea Newton, Luis Eduardo Yee, Enrique Medina, Roberto Fiesco","March 20, 2020",2017,"TV-14","95 min","Dramas, Independent Movies, International Movies"
"Mexico",23.634501,-102.552784,"s8700","Movie","Warehoused","Jack Zagha Kababie","José Carlos Ruiz, Hoze Meléndez","November 1, 2017",2015,"TV-14","92 min","Comedies, Dramas, International Movies"
"Mexico",23.634501,-102.552784,"s1320","Movie","Xico's Journey","Eric D. Cabello Díaz","Verónica Alva, Pablo Gama Iturrarán “Mago Gamini”, Luis Ángel Jaramillo, Lila Downs, Elena Poniatowska, Verónica Castro, Enrique Guzmán, Alex Lora, Marco Antonio Solís, Víctor Trujillo","February 12, 2021",2021,"TV-Y7","87 min","Children & Family Movies"
"Mexico",23.634501,-102.552784,"s3489","TV Show","The Inmate","","Ignacio Serricchio, Ana Claudia Talancón, Flavio Medina, Luis Felipe Tovar, Mariana Seoane, Guy Ecker, Isabella Castillo, Bradley Stryker, Gustavo Sánchez Parra, Leonardo Ortizgris, Alejandro Calva, Rodrigo Oviedo, Ramón Medína, Erik Hayser, Tiaré Scanda","September 26, 2019",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
"Mexico",23.634501,-102.552784,"s5331","Movie","Los Herederos","Jorge Hernandez Aldana","Máximo Hollander, Sebastián Aguirre, Úrsula Pruneda, Rodrigo Mendoza, Germán Bracco, Tomás Manterola, Regina Soto, Diego Velázquez, Mónica Del Carmen, José Egüez, Pablo Cruz","August 12, 2017",2015,"TV-MA","71 min","Dramas, International Movies"
"Mozambique",-18.665695,35.529562,"s2197","Movie","Redemption","Mickey Fonseca","Gil Alexandre, Arlete Bombe, Rashid Abdul, Laquino Fonseca, Tomas Bie, Candido Quembo, Jorge Amade, Aldovina Chiziane","July 29, 2020",2019,"TV-MA","102 min","Dramas, International Movies, Thrillers"
"Namibia",-22.95764,18.49041,"s1928","Movie","Baxu and the Giants","Florian Schott","Camilla Jo-Ann Daries, Wafeeq Narimab, Anna Louw, Steven Afrikaner, Ashwyn Mberi, Robert Hara Gaeb","September 30, 2020",2019,"TV-PG","29 min","Dramas, International Movies"
"Netherlands",52.132633,5.291266,"s5395","Movie","Hans Teeuwen: Real Rancour","Doesjka van Hoogdalem","Hans Teeuwen","July 1, 2017",2018,"TV-MA","86 min","Stand-Up Comedy"
"Netherlands",52.132633,5.291266,"s5777","Movie","Riphagen - The Untouchable","Pieter Kuijpers","Jeroen van Koningsbrugge, Anna Raadsveld, Sigrid ten Napel, Peter Blok, Bob Stoop, Lisa Zweerman, Kay Greidanus, René Kortekaas, Sieger Sloot, Mark Rietman","October 1, 2016",2016,"TV-14","132 min","Dramas, International Movies"
"Netherlands",52.132633,5.291266,"s6681","Movie","Elephants Dream 4 Hour","Bassam Kurdali","Cas Jansen, Tygo Gernandt","August 23, 2018",2006,"TV-MA","196 min","International Movies, Sci-Fi & Fantasy"
"Netherlands",52.132633,5.291266,"s6051","Movie","A Noble Intention","Joram Lürsen","Gijs Scholten van Aschat, Jacob Derwig, Rifka Lodeizen, Juda Goslinga, Zeb Troostwijk, Elisabeth Hesemans, Joosje Duk","September 1, 2016",2015,"TV-MA","111 min","Dramas, International Movies"
"Netherlands",52.132633,5.291266,"s6357","Movie","Bon Bini Holland","Jelle de Jonge","Jandino Asporaat, Liliana de Vries, Teun Kuilboer, Sergio IJssel, Dennis Rudge, Alpha Oumar Barry, Phi Nguyen","September 1, 2016",2015,"TV-MA","88 min","Comedies, International Movies"
"Netherlands",52.132633,5.291266,"s2062","Movie","Barbie Princess Adventure","Conrad Helten","America Young, Erica Lindbeck, Ritesh Rajan, Dave Fennoy, Stephanie Sheh, Cristina Milizia, Desirae Whitfield, Emma Galvin, Angelo Restaino, Eamon Brennan, Ogie Banks","September 1, 2020",2020,"TV-Y","72 min","Children & Family Movies, Music & Musicals"
"Netherlands",52.132633,5.291266,"s3776","Movie","Cosmos Laundromat: First Cycle","Mathieu Auvray","Pierre Bokma, Reinout Scholten van Aschat","June 4, 2019",2015,"TV-MA","12 min","Dramas, International Movies, Sci-Fi & Fantasy"
"Netherlands",52.132633,5.291266,"s6575","Movie","De Film van Dylan Haegens","Dylan Haegens, Bas van Teylingen","Dylan Haegens, Nick Golterman, Marit Brugman, Ilse Warringa, Teun Peters, Patrick Stoof, Rick Vermeulen, Rico Verhoeven","April 17, 2019",2018,"TV-PG","81 min","Comedies, International Movies"
"Netherlands",52.132633,5.291266,"s2964","Movie","Misfit 2","Erwin van den Eshof","Djamila, Niek Roozen, Bente Fokkens, Jolijn Henneman, Fenna Ramos, Jill Schirnhofer, Donny Roelvink, Défano Holwijn","February 1, 2020",2019,"TV-G","82 min","Children & Family Movies, Comedies, International Movies"
"Netherlands",52.132633,5.291266,"s1528","TV Show","Morphle","","","December 17, 2020",2020,"TV-Y","2 Seasons","British TV Shows, Kids' TV"
"Netherlands",52.132633,5.291266,"s756","Movie","Kitty Love: An Homage to Cats","","Nicolette Kluijver","June 5, 2021",2021,"TV-G","61 min","Children & Family Movies, Documentaries, International Movies"
"Netherlands",52.132633,5.291266,"s2805","TV Show","Women Of The Night","","Karina Smulders, Susan Radder, Hilde Van Mieghem, Thijs Römer, Matteo van der Grijn, Daphne Wellens, Steef de Bot, Isis Cabolet, Dragan Bakema, Saman Amini, Roeland Fernhout, Anne-Laure Vandeputte","March 18, 2020",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas"
"Netherlands",52.132633,5.291266,"s4650","Movie","The Resistance Banker","Joram Lürsen","Barry Atsma, Jacob Derwig, Pierre Bokma, Jaap Spijkers, Raymond Thiry, Fockeline Ouwerkerk, Matteo van der Grijn, Jochum ten Haaf, Peter Jordan, Götz Schubert","September 11, 2018",2018,"TV-MA","123 min","Dramas, International Movies"
"Netherlands",52.132633,5.291266,"s1505","Movie","QLIMAX THE SOURCE","Daan Jansen, Stijn Verlinde","Michael Brons, Nigel Coppen, Thomas Velderman, Carlos Antunes, Marco Spronk, Willem Rebergen, Joshua Dutrieux, Bob van der Palen, Sefa Vlaarkamp","December 22, 2020",2020,"TV-14","57 min","Music & Musicals"
"Netherlands",52.132633,5.291266,"s1110","Movie","Just Say Yes","Appie Boudellah, Aram van de Rest","Yolanthe Cabau, Noortje Herlaar, Kim-Lian van der Meij, Nienke Plas, Pip Pellens, Jim Bakkum, Huub Smit, Edwin Jonker","April 2, 2021",2021,"TV-MA","98 min","Comedies, International Movies, Romantic Movies"
"Netherlands",52.132633,5.291266,"s3466","Movie","First Kiss","Roy Poortmans","Vajèn van den Bosch, Buddy Vedder, Leontine Borsato, Caroline de Bruijn, Stijn Fransen, Marije Zuurveld","October 1, 2019",2018,"TV-14","90 min","Dramas, International Movies, Romantic Movies"
"Netherlands",52.132633,5.291266,"s3627","Movie","Misfit","Erwin van den Eshof","Djamila, Niek Roozen, Bente Fokkens, Jolijn Henneman, Fenna Ramos, Jill Schirnhofer, Donny Roelvink, Défano Holwijn, Luca Gilliot","August 3, 2019",2017,"TV-14","81 min","Children & Family Movies, Comedies, International Movies"
"Netherlands",52.132633,5.291266,"s3011","TV Show","Ares","","Jade Olieberg, Tobias Kersloot, Lisa Smit, Frieda Barnhard, Hans Kesting, Rifka Lodeizen, Robin Boissevain, Jennifer Welts, Steef de Bot, Jip van den Dool, Janni Goslinga, Dennis Rudge, Ian Bok, Roos Dickmann, Minne Koole, Alexander Brouwer","January 17, 2020",2020,"TV-MA","1 Season","International TV Shows, TV Dramas, TV Horror"
"Netherlands",52.132633,5.291266,"s3411","TV Show","Toon","","Joep Vermolen, Amy van der Weerden, Loulou Hameleers, Robbert Bleij","October 18, 2019",2017,"TV-MA","2 Seasons","International TV Shows, TV Comedies"
"New Zealand",-40.900557,174.885971,"s4111","Movie","The Breaker Upperers","Jackie van Beek, Madeleine Sami","Madeleine Sami, Jackie van Beek, James Rolleston, Celia Pacquola, Ana Scotney, Rima Te Wiata, Carl Bland, Brett O'Gorman, Cohen Holloway, Jemaine Clement","February 15, 2019",2018,"TV-MA","82 min","Comedies, Independent Movies, International Movies"
"New Zealand",-40.900557,174.885971,"s5765","Movie","Bombshell","Riccardo Pilizzeri","Ande Cunningham, Mark Mitchinson, Mia Pistorius, Nathalie Boltt, Nathan Lovejoy, Colin Moy, Jay Simon, Coen Falke, Greta Gregory, Byron Coll","October 1, 2016",2016,"TV-MA","86 min","Dramas"
"New Zealand",-40.900557,174.885971,"s3831","Movie","Merata: How Mum Decolonised the Screen","Hepi Mita","Hepi Mita","May 12, 2019",2018,"TV-14","88 min","Documentaries"
"New Zealand",-40.900557,174.885971,"s8481","Movie","The Rehearsal","Alison MacLean","James Rolleston, Kerry Fox, Ella Edwards, Alice Englert","January 1, 2018",2016,"TV-MA","102 min","Dramas, Independent Movies, International Movies"
"New Zealand",-40.900557,174.885971,"s2257","Movie","Born Racer","Bryn Evans","Scott Dixon","July 8, 2020",2018,"R","89 min","Documentaries, Sports Movies"
"New Zealand",-40.900557,174.885971,"s427","Movie","Cousins","Ainsley Gardiner, Briar Grace-Smith","Rachel House, Briar Grace-Smith, Tanea Heke, Tioreore Ngatai-Melbourne, Ana Scotney, Hariata Moriarty, Chelsie Preston Crayford, Sylvia Rands","July 22, 2021",2021,"TV-MA","99 min","Dramas"
"New Zealand",-40.900557,174.885971,"s8428","Movie","The Monster of Mangatiti","John Banas","Greta Gregory, Mark Mitchinson, Bruce Hopkins, John Sumner, Flynn Allen, Harriet Beattie, Carolyn Dando, Laurie Dee, Ruth Dudding","December 15, 2015",2015,"TV-MA","70 min","Dramas"
"New Zealand",-40.900557,174.885971,"s8314","Movie","The Free Man","Toa Fraser","Jossi Wells","October 1, 2017",2016,"TV-PG","84 min","Documentaries, Sports Movies"
"New Zealand",-40.900557,174.885971,"s3727","TV Show","The Casketeers","","","June 21, 2019",2019,"TV-14","2 Seasons","International TV Shows, Reality TV"
"New Zealand",-40.900557,174.885971,"s4760","TV Show","Dark Tourist","","","July 20, 2018",2018,"TV-MA","1 Season","Docuseries, International TV Shows"
