date,new_cases,total_cases,country,continent
5/3/2020,1900,209328,Italy,Europe
5/4/2020,1389,210717,Italy,Europe
5/5/2020,1221,211938,Italy,Europe
5/6/2020,1075,213013,Italy,Europe
5/7/2020,1444,214457,Italy,Europe
5/8/2020,1401,215858,Italy,Europe
5/9/2020,1327,217185,Italy,Europe
5/10/2020,1083,218268,Italy,Europe
5/11/2020,802,219070,Italy,Europe
5/12/2020,744,219814,Italy,Europe
5/13/2020,1402,221216,Italy,Europe
5/14/2020,888,222104,Italy,Europe
5/15/2020,992,223096,Italy,Europe
5/16/2020,789,223885,Italy,Europe
5/17/2020,875,224760,Italy,Europe
5/18/2020,675,225435,Italy,Europe
5/19/2020,451,225886,Italy,Europe
5/20/2020,813,226699,Italy,Europe
5/21/2020,665,227364,Italy,Europe
5/22/2020,642,228006,Italy,Europe
5/23/2020,652,228658,Italy,Europe
5/24/2020,669,229327,Italy,Europe
5/25/2020,531,229858,Italy,Europe
5/26/2020,300,230158,Italy,Europe
5/27/2020,397,230555,Italy,Europe
5/28/2020,584,231139,Italy,Europe
5/29/2020,593,231732,Italy,Europe
5/30/2020,516,232248,Italy,Europe
5/31/2020,416,232664,Italy,Europe
6/1/2020,355,233019,Italy,Europe
6/2/2020,178,233197,Italy,Europe
6/3/2020,318,233515,Italy,Europe
6/4/2020,321,233836,Italy,Europe
6/5/2020,177,234013,Italy,Europe
6/6/2020,518,234531,Italy,Europe
6/7/2020,270,234801,Italy,Europe
6/8/2020,197,234998,Italy,Europe
6/9/2020,280,235278,Italy,Europe
6/10/2020,283,235561,Italy,Europe
6/11/2020,202,235763,Italy,Europe
6/12/2020,379,236142,Italy,Europe
6/13/2020,163,236305,Italy,Europe
6/14/2020,346,236651,Italy,Europe
6/15/2020,338,236989,Italy,Europe
6/16/2020,301,237290,Italy,Europe
6/17/2020,210,237500,Italy,Europe
6/18/2020,328,237828,Italy,Europe
6/19/2020,331,238159,Italy,Europe
6/20/2020,-148,238011,Italy,Europe
6/21/2020,264,238275,Italy,Europe
6/22/2020,224,238499,Italy,Europe
6/23/2020,221,238720,Italy,Europe
6/24/2020,113,238833,Italy,Europe
6/25/2020,577,239410,Italy,Europe
6/26/2020,296,239706,Italy,Europe
6/27/2020,255,239961,Italy,Europe
6/28/2020,175,240136,Italy,Europe
6/29/2020,174,240310,Italy,Europe
6/30/2020,126,240436,Italy,Europe
7/1/2020,142,240578,Italy,Europe
7/2/2020,182,240760,Italy,Europe
7/3/2020,201,240961,Italy,Europe
7/4/2020,223,241184,Italy,Europe
7/5/2020,235,241419,Italy,Europe
7/6/2020,192,241611,Italy,Europe
7/7/2020,208,241819,Italy,Europe
7/8/2020,137,241956,Italy,Europe
7/9/2020,193,242149,Italy,Europe
7/10/2020,214,242363,Italy,Europe
7/11/2020,276,242639,Italy,Europe
7/12/2020,188,242827,Italy,Europe
7/13/2020,234,243061,Italy,Europe
7/14/2020,169,243230,Italy,Europe
7/15/2020,114,243344,Italy,Europe
7/16/2020,162,243506,Italy,Europe
7/17/2020,230,243736,Italy,Europe
7/18/2020,231,243967,Italy,Europe
7/19/2020,249,244216,Italy,Europe
7/20/2020,218,244434,Italy,Europe
7/21/2020,190,244624,Italy,Europe
7/22/2020,128,244752,Italy,Europe
7/23/2020,280,245032,Italy,Europe
7/24/2020,306,245338,Italy,Europe
7/25/2020,252,245590,Italy,Europe
7/26/2020,274,245864,Italy,Europe
7/27/2020,254,246118,Italy,Europe
7/28/2020,168,246286,Italy,Europe
7/29/2020,202,246488,Italy,Europe
7/30/2020,288,246776,Italy,Europe
7/31/2020,382,247158,Italy,Europe
8/1/2020,379,247537,Italy,Europe
8/2/2020,295,247832,Italy,Europe
8/3/2020,238,248070,Italy,Europe
8/4/2020,159,248229,Italy,Europe
8/5/2020,190,248419,Italy,Europe
8/6/2020,384,248803,Italy,Europe
8/7/2020,401,249204,Italy,Europe
8/8/2020,552,249756,Italy,Europe
8/9/2020,347,250103,Italy,Europe
8/10/2020,463,250566,Italy,Europe
8/11/2020,259,250825,Italy,Europe
8/12/2020,412,251237,Italy,Europe
8/13/2020,476,251713,Italy,Europe
8/14/2020,522,252235,Italy,Europe
8/15/2020,574,252809,Italy,Europe
8/16/2020,629,253438,Italy,Europe
8/17/2020,477,253915,Italy,Europe
8/18/2020,320,254235,Italy,Europe
8/19/2020,401,254636,Italy,Europe
8/20/2020,642,255278,Italy,Europe
8/21/2020,840,256118,Italy,Europe
8/22/2020,947,257065,Italy,Europe
8/23/2020,1071,258136,Italy,Europe
8/24/2020,1209,259345,Italy,Europe
8/25/2020,953,260298,Italy,Europe
8/26/2020,876,261174,Italy,Europe
8/27/2020,1366,262540,Italy,Europe
8/28/2020,1409,263949,Italy,Europe
8/29/2020,1460,265409,Italy,Europe
3/12/2020,2,2,Jamaica,North America
3/13/2020,4,6,Jamaica,North America
3/14/2020,2,8,Jamaica,North America
3/16/2020,2,10,Jamaica,North America
3/17/2020,0,10,Jamaica,North America
3/18/2020,3,13,Jamaica,North America
3/19/2020,2,15,Jamaica,North America
3/20/2020,1,16,Jamaica,North America
3/21/2020,3,19,Jamaica,North America
3/22/2020,0,19,Jamaica,North America
3/23/2020,0,19,Jamaica,North America
3/24/2020,0,19,Jamaica,North America
3/25/2020,2,21,Jamaica,North America
3/26/2020,4,25,Jamaica,North America
3/27/2020,1,26,Jamaica,North America
3/28/2020,0,26,Jamaica,North America
3/29/2020,6,32,Jamaica,North America
3/30/2020,2,34,Jamaica,North America
3/31/2020,4,38,Jamaica,North America
4/1/2020,0,38,Jamaica,North America
4/2/2020,6,44,Jamaica,North America
4/3/2020,3,47,Jamaica,North America
4/4/2020,6,53,Jamaica,North America
4/5/2020,2,55,Jamaica,North America
4/6/2020,3,58,Jamaica,North America
4/7/2020,1,59,Jamaica,North America
4/8/2020,4,63,Jamaica,North America
4/9/2020,0,63,Jamaica,North America
4/10/2020,0,63,Jamaica,North America
4/11/2020,2,65,Jamaica,North America
4/12/2020,4,69,Jamaica,North America
4/13/2020,3,72,Jamaica,North America
4/14/2020,1,73,Jamaica,North America
4/15/2020,32,105,Jamaica,North America
4/16/2020,20,125,Jamaica,North America
4/17/2020,18,143,Jamaica,North America
4/18/2020,20,163,Jamaica,North America
4/19/2020,10,173,Jamaica,North America
4/20/2020,23,196,Jamaica,North America
4/21/2020,27,223,Jamaica,North America
4/22/2020,10,233,Jamaica,North America
4/23/2020,19,252,Jamaica,North America
4/24/2020,0,252,Jamaica,North America
4/25/2020,36,288,Jamaica,North America
4/26/2020,17,305,Jamaica,North America
4/27/2020,45,350,Jamaica,North America
4/28/2020,14,364,Jamaica,North America
4/29/2020,17,381,Jamaica,North America
4/30/2020,15,396,Jamaica,North America
5/1/2020,26,422,Jamaica,North America
5/2/2020,10,432,Jamaica,North America
5/3/2020,31,463,Jamaica,North America
5/4/2020,6,469,Jamaica,North America
5/5/2020,2,471,Jamaica,North America
5/6/2020,2,473,Jamaica,North America
5/7/2020,5,478,Jamaica,North America
5/8/2020,10,488,Jamaica,North America
5/9/2020,2,490,Jamaica,North America
5/10/2020,8,498,Jamaica,North America
5/11/2020,4,502,Jamaica,North America
5/12/2020,3,505,Jamaica,North America
5/13/2020,2,507,Jamaica,North America
5/14/2020,2,509,Jamaica,North America
5/15/2020,0,509,Jamaica,North America
5/16/2020,2,511,Jamaica,North America
5/17/2020,6,517,Jamaica,North America
5/18/2020,3,520,Jamaica,North America
5/19/2020,0,520,Jamaica,North America
5/20/2020,0,520,Jamaica,North America
5/21/2020,9,529,Jamaica,North America
5/22/2020,5,534,Jamaica,North America
5/23/2020,10,544,Jamaica,North America
5/24/2020,6,550,Jamaica,North America
5/25/2020,2,552,Jamaica,North America
5/26/2020,4,556,Jamaica,North America
5/27/2020,8,564,Jamaica,North America
5/28/2020,5,569,Jamaica,North America
5/29/2020,0,569,Jamaica,North America
5/30/2020,6,575,Jamaica,North America
5/31/2020,6,581,Jamaica,North America
6/1/2020,5,586,Jamaica,North America
6/2/2020,2,588,Jamaica,North America
6/3/2020,2,590,Jamaica,North America
6/4/2020,0,590,Jamaica,North America
6/5/2020,1,591,Jamaica,North America
6/6/2020,4,595,Jamaica,North America
6/7/2020,1,596,Jamaica,North America
6/8/2020,2,598,Jamaica,North America
6/9/2020,1,599,Jamaica,North America
6/10/2020,6,605,Jamaica,North America
6/11/2020,0,605,Jamaica,North America
6/12/2020,6,611,Jamaica,North America
6/13/2020,3,614,Jamaica,North America
6/14/2020,1,615,Jamaica,North America
6/15/2020,2,617,Jamaica,North America
6/16/2020,4,621,Jamaica,North America
6/17/2020,0,621,Jamaica,North America
6/18/2020,5,626,Jamaica,North America
6/19/2020,0,626,Jamaica,North America
6/20/2020,26,652,Jamaica,North America
6/21/2020,5,657,Jamaica,North America
6/22/2020,2,659,Jamaica,North America
6/23/2020,6,665,Jamaica,North America
6/24/2020,5,670,Jamaica,North America
6/25/2020,8,678,Jamaica,North America
6/26/2020,6,684,Jamaica,North America
6/27/2020,2,686,Jamaica,North America
6/28/2020,4,690,Jamaica,North America
6/29/2020,6,696,Jamaica,North America
6/30/2020,2,698,Jamaica,North America
7/1/2020,4,702,Jamaica,North America
7/2/2020,5,707,Jamaica,North America
7/3/2020,8,715,Jamaica,North America
7/4/2020,6,721,Jamaica,North America
7/5/2020,7,728,Jamaica,North America
7/6/2020,4,732,Jamaica,North America
7/7/2020,5,737,Jamaica,North America
7/8/2020,8,745,Jamaica,North America
7/9/2020,6,751,Jamaica,North America
7/10/2020,2,753,Jamaica,North America
7/11/2020,0,753,Jamaica,North America
7/12/2020,5,758,Jamaica,North America
7/13/2020,0,758,Jamaica,North America
7/14/2020,1,759,Jamaica,North America
7/15/2020,3,762,Jamaica,North America
7/16/2020,1,763,Jamaica,North America
7/17/2020,2,765,Jamaica,North America
7/18/2020,3,768,Jamaica,North America
7/19/2020,6,774,Jamaica,North America
7/20/2020,16,790,Jamaica,North America
7/21/2020,19,809,Jamaica,North America
7/22/2020,0,809,Jamaica,North America
7/23/2020,7,816,Jamaica,North America
7/24/2020,0,816,Jamaica,North America
7/25/2020,5,821,Jamaica,North America
7/26/2020,16,837,Jamaica,North America
7/27/2020,5,842,Jamaica,North America
7/28/2020,11,853,Jamaica,North America
7/29/2020,2,855,Jamaica,North America
7/30/2020,1,856,Jamaica,North America
7/31/2020,8,864,Jamaica,North America
8/1/2020,0,864,Jamaica,North America
8/2/2020,19,883,Jamaica,North America
8/3/2020,11,894,Jamaica,North America
8/4/2020,11,905,Jamaica,North America
8/5/2020,15,920,Jamaica,North America
8/6/2020,8,928,Jamaica,North America
8/7/2020,30,958,Jamaica,North America
8/8/2020,29,987,Jamaica,North America
8/9/2020,16,1003,Jamaica,North America
8/10/2020,20,1023,Jamaica,North America
8/11/2020,8,1031,Jamaica,North America
8/12/2020,16,1047,Jamaica,North America
8/13/2020,18,1065,Jamaica,North America
8/14/2020,6,1071,Jamaica,North America
8/15/2020,11,1082,Jamaica,North America
8/16/2020,0,1082,Jamaica,North America
8/17/2020,31,1113,Jamaica,North America
8/18/2020,16,1129,Jamaica,North America
8/19/2020,17,1146,Jamaica,North America
8/20/2020,46,1192,Jamaica,North America
8/21/2020,98,1290,Jamaica,North America
8/22/2020,56,1346,Jamaica,North America
8/23/2020,67,1413,Jamaica,North America
8/24/2020,116,1529,Jamaica,North America
8/25/2020,83,1612,Jamaica,North America
8/26/2020,120,1732,Jamaica,North America
8/27/2020,72,1804,Jamaica,North America
8/28/2020,66,1870,Jamaica,North America
8/29/2020,141,2011,Jamaica,North America
12/31/2019,0,0,Japan,Asia
1/1/2020,0,0,Japan,Asia
1/2/2020,0,0,Japan,Asia
1/3/2020,0,0,Japan,Asia
1/4/2020,0,0,Japan,Asia
1/5/2020,0,0,Japan,Asia
1/6/2020,0,0,Japan,Asia
1/7/2020,0,0,Japan,Asia
1/8/2020,0,0,Japan,Asia
1/9/2020,0,0,Japan,Asia
1/10/2020,0,0,Japan,Asia
1/11/2020,0,0,Japan,Asia
1/12/2020,0,0,Japan,Asia
1/13/2020,0,0,Japan,Asia
1/14/2020,0,0,Japan,Asia
1/15/2020,1,1,Japan,Asia
1/16/2020,0,1,Japan,Asia
1/17/2020,0,1,Japan,Asia
1/18/2020,0,1,Japan,Asia
1/19/2020,0,1,Japan,Asia
1/20/2020,0,1,Japan,Asia
1/21/2020,0,1,Japan,Asia
1/22/2020,0,1,Japan,Asia
1/23/2020,0,1,Japan,Asia
1/24/2020,1,2,Japan,Asia
1/25/2020,0,2,Japan,Asia
1/26/2020,1,3,Japan,Asia
1/27/2020,0,3,Japan,Asia
1/28/2020,1,4,Japan,Asia
1/29/2020,3,7,Japan,Asia
1/30/2020,4,11,Japan,Asia
1/31/2020,3,14,Japan,Asia
2/1/2020,1,15,Japan,Asia
2/2/2020,4,19,Japan,Asia
2/3/2020,1,20,Japan,Asia
2/4/2020,0,20,Japan,Asia
2/5/2020,5,25,Japan,Asia
2/6/2020,0,25,Japan,Asia
2/7/2020,0,25,Japan,Asia
2/8/2020,0,25,Japan,Asia
2/9/2020,0,25,Japan,Asia
2/10/2020,0,25,Japan,Asia
2/11/2020,0,25,Japan,Asia
2/12/2020,0,25,Japan,Asia
2/13/2020,4,29,Japan,Asia
2/14/2020,1,30,Japan,Asia
2/15/2020,8,38,Japan,Asia
2/16/2020,14,52,Japan,Asia
2/17/2020,7,59,Japan,Asia
2/18/2020,0,59,Japan,Asia
2/19/2020,7,66,Japan,Asia
2/20/2020,18,84,Japan,Asia
2/21/2020,9,93,Japan,Asia
2/22/2020,12,105,Japan,Asia
2/23/2020,27,132,Japan,Asia
2/24/2020,12,144,Japan,Asia
2/25/2020,0,144,Japan,Asia
2/26/2020,20,164,Japan,Asia
2/27/2020,22,186,Japan,Asia
2/28/2020,24,210,Japan,Asia
2/29/2020,20,230,Japan,Asia
3/1/2020,9,239,Japan,Asia
3/2/2020,15,254,Japan,Asia
3/3/2020,0,254,Japan,Asia
3/4/2020,14,268,Japan,Asia
3/5/2020,49,317,Japan,Asia
3/6/2020,32,349,Japan,Asia
3/7/2020,59,408,Japan,Asia
3/8/2020,47,455,Japan,Asia
3/9/2020,33,488,Japan,Asia
3/10/2020,26,514,Japan,Asia
3/11/2020,54,568,Japan,Asia
3/12/2020,51,619,Japan,Asia
3/13/2020,56,675,Japan,Asia
3/14/2020,62,737,Japan,Asia
3/15/2020,43,780,Japan,Asia
3/16/2020,34,814,Japan,Asia
3/17/2020,10,824,Japan,Asia
3/18/2020,5,829,Japan,Asia
3/19/2020,44,873,Japan,Asia
3/20/2020,77,950,Japan,Asia
3/21/2020,57,1007,Japan,Asia
3/22/2020,39,1046,Japan,Asia
3/23/2020,43,1089,Japan,Asia
3/24/2020,39,1128,Japan,Asia
3/25/2020,65,1193,Japan,Asia
3/26/2020,75,1268,Japan,Asia
3/27/2020,96,1364,Japan,Asia
3/28/2020,135,1499,Japan,Asia
3/29/2020,194,1693,Japan,Asia
3/30/2020,173,1866,Japan,Asia
3/31/2020,87,1953,Japan,Asia
4/1/2020,0,1953,Japan,Asia
4/2/2020,225,2178,Japan,Asia
4/3/2020,439,2617,Japan,Asia
4/4/2020,318,2935,Japan,Asia
4/5/2020,336,3271,Japan,Asia
4/6/2020,383,3654,Japan,Asia
4/7/2020,252,3906,Japan,Asia
4/8/2020,351,4257,Japan,Asia
4/9/2020,511,4768,Japan,Asia
4/10/2020,579,5347,Japan,Asia
4/11/2020,658,6005,Japan,Asia
4/12/2020,743,6748,Japan,Asia
4/13/2020,507,7255,Japan,Asia
4/14/2020,390,7645,Japan,Asia
4/15/2020,455,8100,Japan,Asia
4/16/2020,482,8582,Japan,Asia
4/17/2020,585,9167,Japan,Asia
4/18/2020,628,9795,Japan,Asia
4/19/2020,566,10361,Japan,Asia
4/20/2020,390,10751,Japan,Asia
4/21/2020,367,11118,Japan,Asia
4/22/2020,378,11496,Japan,Asia
4/23/2020,276,11772,Japan,Asia
4/24/2020,468,12240,Japan,Asia
4/25/2020,652,12892,Japan,Asia
4/26/2020,290,13182,Japan,Asia
4/27/2020,203,13385,Japan,Asia
4/28/2020,191,13576,Japan,Asia
4/29/2020,276,13852,Japan,Asia
4/30/2020,236,14088,Japan,Asia
5/1/2020,193,14281,Japan,Asia
5/2/2020,263,14544,Japan,Asia
5/3/2020,295,14839,Japan,Asia
5/4/2020,218,15057,Japan,Asia
5/5/2020,174,15231,Japan,Asia
5/6/2020,123,15354,Japan,Asia
5/7/2020,109,15463,Japan,Asia
5/8/2020,84,15547,Japan,Asia
5/9/2020,81,15628,Japan,Asia
5/10/2020,119,15747,Japan,Asia
5/11/2020,51,15798,Japan,Asia
5/12/2020,76,15874,Japan,Asia
5/13/2020,150,16024,Japan,Asia
5/14/2020,55,16079,Japan,Asia
5/15/2020,114,16193,Japan,Asia
5/16/2020,44,16237,Japan,Asia
5/17/2020,48,16285,Japan,Asia
5/18/2020,20,16305,Japan,Asia
5/19/2020,60,16365,Japan,Asia
5/20/2020,20,16385,Japan,Asia
5/21/2020,39,16424,Japan,Asia
5/22/2020,89,16513,Japan,Asia
5/23/2020,23,16536,Japan,Asia
5/24/2020,14,16550,Japan,Asia
5/25/2020,31,16581,Japan,Asia
5/26/2020,42,16623,Japan,Asia
5/27/2020,28,16651,Japan,Asia
5/28/2020,0,16651,Japan,Asia
5/29/2020,68,16719,Japan,Asia
5/30/2020,85,16804,Japan,Asia
5/31/2020,47,16851,Japan,Asia
6/1/2020,33,16884,Japan,Asia
6/2/2020,46,16930,Japan,Asia
6/3/2020,56,16986,Japan,Asia
6/4/2020,32,17018,Japan,Asia
6/5/2020,46,17064,Japan,Asia
6/6/2020,39,17103,Japan,Asia
6/7/2020,38,17141,Japan,Asia
6/8/2020,33,17174,Japan,Asia
6/9/2020,36,17210,Japan,Asia
6/10/2020,41,17251,Japan,Asia
6/11/2020,41,17292,Japan,Asia
6/12/2020,40,17332,Japan,Asia
6/13/2020,50,17382,Japan,Asia
6/14/2020,47,17429,Japan,Asia
6/15/2020,73,17502,Japan,Asia
6/16/2020,85,17587,Japan,Asia
6/17/2020,41,17628,Japan,Asia
6/18/2020,40,17668,Japan,Asia
6/19/2020,72,17740,Japan,Asia
6/20/2020,59,17799,Japan,Asia
6/21/2020,0,17799,Japan,Asia
6/22/2020,117,17916,Japan,Asia
6/23/2020,52,17968,Japan,Asia
6/24/2020,59,18027,Japan,Asia
6/25/2020,83,18110,Japan,Asia
6/26/2020,87,18197,Japan,Asia
6/27/2020,100,18297,Japan,Asia
6/28/2020,93,18390,Japan,Asia
6/29/2020,86,18476,Japan,Asia
6/30/2020,117,18593,Japan,Asia
7/1/2020,130,18723,Japan,Asia
7/2/2020,151,18874,Japan,Asia
7/3/2020,194,19068,Japan,Asia
7/4/2020,214,19282,Japan,Asia
7/5/2020,240,19522,Japan,Asia
7/6/2020,253,19775,Japan,Asia
7/7/2020,206,19981,Japan,Asia
7/8/2020,193,20174,Japan,Asia
7/9/2020,197,20371,Japan,Asia
7/10/2020,348,20719,Japan,Asia
7/11/2020,410,21129,Japan,Asia
7/12/2020,373,21502,Japan,Asia
7/13/2020,366,21868,Japan,Asia
7/14/2020,352,22220,Japan,Asia
7/15/2020,288,22508,Japan,Asia
7/16/2020,382,22890,Japan,Asia
7/17/2020,583,23473,Japan,Asia
7/18/2020,659,24132,Japan,Asia
7/19/2020,510,24642,Japan,Asia
7/20/2020,454,25096,Japan,Asia
7/21/2020,640,25736,Japan,Asia
7/22/2020,567,26303,Japan,Asia
7/23/2020,726,27029,Japan,Asia
7/24/2020,927,27956,Japan,Asia
7/25/2020,830,28786,Japan,Asia
7/26/2020,596,29382,Japan,Asia
7/27/2020,607,29989,Japan,Asia
7/28/2020,0,29989,Japan,Asia
7/29/2020,1344,31333,Japan,Asia
7/30/2020,1126,32459,Japan,Asia
7/31/2020,1315,33774,Japan,Asia
8/1/2020,598,34372,Japan,Asia
8/2/2020,1709,36081,Japan,Asia
8/3/2020,1991,38072,Japan,Asia
8/4/2020,1786,39858,Japan,Asia
8/5/2020,1271,41129,Japan,Asia
8/6/2020,1134,42263,Japan,Asia
8/7/2020,1552,43815,Japan,Asia
8/8/2020,1624,45439,Japan,Asia
8/9/2020,1344,46783,Japan,Asia
8/10/2020,1207,47990,Japan,Asia
8/11/2020,248,48238,Japan,Asia
8/12/2020,1274,49512,Japan,Asia
8/13/2020,932,50444,Japan,Asia
8/14/2020,1069,51513,Japan,Asia
8/15/2020,2064,53577,Japan,Asia
8/16/2020,1137,54714,Japan,Asia
8/17/2020,238,54952,Japan,Asia
8/18/2020,1006,55958,Japan,Asia
8/19/2020,1592,57550,Japan,Asia
8/20/2020,951,58501,Japan,Asia
8/21/2020,1220,59721,Japan,Asia
8/22/2020,1012,60733,Japan,Asia
8/23/2020,1014,61747,Japan,Asia
8/24/2020,7,61754,Japan,Asia
8/25/2020,1367,63121,Japan,Asia
8/26/2020,701,63822,Japan,Asia
8/27/2020,846,64668,Japan,Asia
8/28/2020,905,65573,Japan,Asia
8/29/2020,850,66423,Japan,Asia
3/20/2020,5,5,Jersey,Europe
3/21/2020,7,12,Jersey,Europe
3/22/2020,0,12,Jersey,Europe
3/23/2020,3,15,Jersey,Europe
3/24/2020,3,18,Jersey,Europe
3/25/2020,0,18,Jersey,Europe
3/26/2020,0,18,Jersey,Europe
3/27/2020,14,32,Jersey,Europe
3/28/2020,20,52,Jersey,Europe
3/29/2020,9,61,Jersey,Europe
3/30/2020,2,63,Jersey,Europe
3/31/2020,0,63,Jersey,Europe
4/1/2020,18,81,Jersey,Europe
4/2/2020,0,81,Jersey,Europe
4/3/2020,0,81,Jersey,Europe
4/4/2020,37,118,Jersey,Europe
4/5/2020,5,123,Jersey,Europe
4/6/2020,32,155,Jersey,Europe
4/7/2020,14,169,Jersey,Europe
4/8/2020,1,170,Jersey,Europe
4/9/2020,0,170,Jersey,Europe
4/10/2020,13,183,Jersey,Europe
4/11/2020,15,198,Jersey,Europe
4/12/2020,0,198,Jersey,Europe
4/13/2020,15,213,Jersey,Europe
4/14/2020,4,217,Jersey,Europe
4/15/2020,0,217,Jersey,Europe
4/16/2020,0,217,Jersey,Europe
4/17/2020,6,223,Jersey,Europe
4/18/2020,1,224,Jersey,Europe
4/19/2020,21,245,Jersey,Europe
4/20/2020,4,249,Jersey,Europe
4/21/2020,0,249,Jersey,Europe
4/22/2020,6,255,Jersey,Europe
4/23/2020,0,255,Jersey,Europe
4/24/2020,21,276,Jersey,Europe
4/25/2020,2,278,Jersey,Europe
4/26/2020,2,280,Jersey,Europe
4/27/2020,1,281,Jersey,Europe
4/28/2020,2,283,Jersey,Europe
4/29/2020,1,284,Jersey,Europe
4/30/2020,2,286,Jersey,Europe
5/1/2020,0,286,Jersey,Europe
5/2/2020,0,286,Jersey,Europe
5/3/2020,5,291,Jersey,Europe
5/4/2020,1,292,Jersey,Europe
5/5/2020,1,293,Jersey,Europe
5/6/2020,0,293,Jersey,Europe
5/7/2020,0,293,Jersey,Europe
5/8/2020,0,293,Jersey,Europe
5/9/2020,0,293,Jersey,Europe
5/10/2020,0,293,Jersey,Europe
5/11/2020,1,294,Jersey,Europe
5/12/2020,0,294,Jersey,Europe
5/13/2020,1,295,Jersey,Europe
5/14/2020,1,296,Jersey,Europe
5/15/2020,1,297,Jersey,Europe
5/16/2020,0,297,Jersey,Europe
5/17/2020,5,302,Jersey,Europe
5/18/2020,0,302,Jersey,Europe
5/19/2020,1,303,Jersey,Europe
5/20/2020,0,303,Jersey,Europe
5/21/2020,3,306,Jersey,Europe
5/22/2020,0,306,Jersey,Europe
5/23/2020,0,306,Jersey,Europe
5/24/2020,0,306,Jersey,Europe
5/25/2020,0,306,Jersey,Europe
5/26/2020,1,307,Jersey,Europe
5/27/2020,0,307,Jersey,Europe
5/28/2020,1,308,Jersey,Europe
5/29/2020,0,308,Jersey,Europe
5/30/2020,0,308,Jersey,Europe
5/31/2020,0,308,Jersey,Europe
6/1/2020,0,308,Jersey,Europe
6/2/2020,0,308,Jersey,Europe
6/3/2020,0,308,Jersey,Europe
6/4/2020,1,309,Jersey,Europe
6/5/2020,0,309,Jersey,Europe
6/6/2020,0,309,Jersey,Europe
6/7/2020,2,311,Jersey,Europe
6/8/2020,0,311,Jersey,Europe
6/9/2020,1,312,Jersey,Europe
6/10/2020,1,313,Jersey,Europe
6/11/2020,0,313,Jersey,Europe
6/12/2020,0,313,Jersey,Europe
6/13/2020,0,313,Jersey,Europe
6/14/2020,0,313,Jersey,Europe
6/15/2020,0,313,Jersey,Europe
6/16/2020,3,316,Jersey,Europe
6/17/2020,0,316,Jersey,Europe
6/18/2020,2,318,Jersey,Europe
6/19/2020,0,318,Jersey,Europe
6/20/2020,0,318,Jersey,Europe
6/21/2020,0,318,Jersey,Europe
6/22/2020,0,318,Jersey,Europe
6/23/2020,0,318,Jersey,Europe
6/24/2020,0,318,Jersey,Europe
6/25/2020,1,319,Jersey,Europe
6/26/2020,0,319,Jersey,Europe
6/27/2020,0,319,Jersey,Europe
6/28/2020,0,319,Jersey,Europe
6/29/2020,0,319,Jersey,Europe
6/30/2020,0,319,Jersey,Europe
7/1/2020,0,319,Jersey,Europe
7/2/2020,0,319,Jersey,Europe
7/3/2020,1,320,Jersey,Europe
7/4/2020,0,320,Jersey,Europe
7/5/2020,0,320,Jersey,Europe
7/6/2020,0,320,Jersey,Europe
7/7/2020,5,325,Jersey,Europe
7/8/2020,0,325,Jersey,Europe
7/9/2020,0,325,Jersey,Europe
7/10/2020,0,325,Jersey,Europe
7/11/2020,0,325,Jersey,Europe
7/12/2020,0,325,Jersey,Europe
7/13/2020,0,325,Jersey,Europe
7/14/2020,4,329,Jersey,Europe
7/15/2020,0,329,Jersey,Europe
7/16/2020,0,329,Jersey,Europe
7/17/2020,2,331,Jersey,Europe
7/18/2020,0,331,Jersey,Europe
7/19/2020,0,331,Jersey,Europe
7/20/2020,0,331,Jersey,Europe
7/21/2020,0,331,Jersey,Europe
7/22/2020,0,331,Jersey,Europe
7/23/2020,0,331,Jersey,Europe
7/24/2020,0,331,Jersey,Europe
7/25/2020,1,332,Jersey,Europe
7/26/2020,0,332,Jersey,Europe
7/27/2020,0,332,Jersey,Europe
7/28/2020,2,334,Jersey,Europe
7/29/2020,1,335,Jersey,Europe
7/30/2020,0,335,Jersey,Europe
7/31/2020,0,335,Jersey,Europe
8/1/2020,0,335,Jersey,Europe
8/2/2020,0,335,Jersey,Europe
8/3/2020,0,335,Jersey,Europe
8/4/2020,4,339,Jersey,Europe
8/5/2020,4,343,Jersey,Europe
8/6/2020,1,344,Jersey,Europe
8/7/2020,1,345,Jersey,Europe
8/8/2020,0,345,Jersey,Europe
8/9/2020,0,345,Jersey,Europe
8/10/2020,0,345,Jersey,Europe
8/11/2020,2,347,Jersey,Europe
8/12/2020,0,347,Jersey,Europe
8/13/2020,4,351,Jersey,Europe
8/14/2020,1,352,Jersey,Europe
8/15/2020,3,355,Jersey,Europe
8/16/2020,0,355,Jersey,Europe
8/17/2020,0,355,Jersey,Europe
8/18/2020,2,357,Jersey,Europe
8/19/2020,0,357,Jersey,Europe
8/20/2020,4,361,Jersey,Europe
8/21/2020,1,362,Jersey,Europe
8/22/2020,1,363,Jersey,Europe
8/23/2020,0,363,Jersey,Europe
8/24/2020,0,363,Jersey,Europe
8/25/2020,1,364,Jersey,Europe
8/26/2020,4,368,Jersey,Europe
8/27/2020,3,371,Jersey,Europe
8/28/2020,1,372,Jersey,Europe
8/29/2020,1,373,Jersey,Europe
3/3/2020,1,1,Jordan,Asia
3/8/2020,0,1,Jordan,Asia
3/9/2020,,,Jordan,Asia
3/10/2020,,,Jordan,Asia
3/11/2020,,,Jordan,Asia
