locality,year,price
DONVALE,2016,970000.0
DOREEN,2016,470500.0
DOVETON,2016,405000.0
DROMANA,2016,583000.0
DROUIN,2016,347000.0
DRYSDALE,2016,409000.0
DUNKELD,2016,207500.0
DUNOLLY,2016,180000.0
EAGLE POINT,2016,267500.0
EAGLEHAWK,2016,270000.0
EAGLEMONT,2016,1895500.0
EAST BAIRNSDALE,2016,212500.0
EAST BENDIGO,2016,303500.0
EAST GEELONG,2016,512500.0
EAST MELBOURNE,2016,3655000.0
EAST WARBURTON,2016,369000.0
EASTWOOD,2016,357500.0
ECHUCA,2016,310000.0
EDENHOPE,2016,144500.0
EDITHVALE,2016,930000.0
EILDON,2016,210000.0
ELLIMINYT,2016,364000.0
ELMORE,2016,220000.0
ELSTERNWICK,2016,1723500.0
ELTHAM,2016,820000.0
ELTHAM NORTH,2016,850500.0
ELWOOD,2016,1830000.0
EMERALD,2016,545000.0
ENDEAVOUR HILLS,2016,550000.0
EPPING,2016,455000.0
EPSOM,2016,340000.0
ESSENDON,2016,1365000.0
ESSENDON NORTH,2016,875000.0
ESSENDON WEST,2016,962500.0
EUMEMMERRING,2016,450500.0
EUREKA,2016,275000.0
EUROA,2016,265000.0
EYNESBURY,2016,459000.0
FAIRFIELD,2016,1303000.0
FAIRHAVEN,2016,1052500.0
FAWKNER,2016,587500.0
FERNTREE GULLY,2016,660000.0
FERNY CREEK,2016,750000.0
FINGAL,2016,840000.0
FITZROY,2016,1600000.0
FITZROY NORTH,2016,1279000.0
FIVEWAYS,2016,417500.0
FLEMINGTON,2016,918000.0
FLINDERS,2016,1225000.0
FLORA HILL,2016,325000.0
FLOWERDALE,2016,237500.0
FOOTSCRAY,2016,775000.0
FOREST HILL,2016,933500.0
FOSTER,2016,315000.0
FRANKSTON,2016,474000.0
FRANKSTON NORTH,2016,352000.0
FRANKSTON SOUTH,2016,690000.0
FRASER RISE,2016,483000.0
FYANSFORD,2016,592500.0
GARDEN CITY,2016,1440000.0
GARDENVALE,2016,1857500.0
GARFIELD,2016,405000.0
GEELONG,2016,590000.0
GEELONG WEST,2016,543500.0
GEMBROOK,2016,525000.0
GISBORNE,2016,635000.0
GLADSTONE PARK,2016,525000.0
GLEN HUNTLY,2016,1330000.0
GLEN IRIS,2016,1935000.0
GLEN WAVERLEY,2016,1221000.0
GLENROWAN,2016,272500.0
GLENROY,2016,600000.0
GOLDEN BEACH,2016,212500.0
GOLDEN POINT (BALLARAT),2016,295000.0
GOLDEN SQUARE,2016,315000.0
GORDON,2016,330000.0
GOUGHS BAY,2016,235000.0
GOWANBRAE,2016,619000.0
GRANTVILLE,2016,272500.0
GREEN LAKE,2016,305000.0
GREENSBOROUGH,2016,717000.0
GREENVALE,2016,510000.0
GROVEDALE,2016,400000.0
HADFIELD,2016,624500.0
HALLAM,2016,458500.0
HALLS GAP,2016,272500.0
HAMILTON,2016,217000.0
HAMLYN HEIGHTS,2016,415000.0
HAMPTON,2016,1800000.0
HAMPTON EAST,2016,1200000.0
HAMPTON PARK,2016,410000.0
HARCOURT,2016,377500.0
HARKNESS,2016,360000.0
HASTINGS,2016,400000.0
HASTINGS WEST,2016,338000.0
HAWTHORN,2016,2245000.0
HAWTHORN EAST,2016,1890000.0
HEALESVILLE,2016,457000.0
HEATHCOTE,2016,268500.0
HEATHERTON,2016,845000.0
HEATHMONT,2016,789000.0
HEIDELBERG,2016,1150000.0
HEIDELBERG HEIGHTS,2016,750000.0
HEIDELBERG WEST,2016,630000.0
HEPBURN,2016,375000.0
HEPBURN SPRINGS,2016,414000.0
HERNE HILL,2016,402000.0
HEYFIELD,2016,195000.0
HEYWOOD,2016,160000.0
HIGHETT,2016,1175000.0
HIGHTON,2016,555000.0
HILLSIDE (MELTON),2016,525500.0
HOPETOUN,2016,80000.0
HOPPERS CROSSING,2016,415000.0
HORSHAM,2016,245000.0
HUGHESDALE,2016,1222500.0
HUNTINGDALE,2016,924500.0
HUNTLY,2016,340000.0
HURSTBRIDGE,2016,614500.0
INDENTED HEAD,2016,395000.0
INGLEWOOD,2016,152500.0
INVERLOCH,2016,442500.0
INVERMAY PARK,2016,377500.0
IRONBARK,2016,365000.0
IRYMPLE,2016,255000.0
IVANHOE,2016,1400000.0
IVANHOE EAST,2016,1764500.0
JACANA,2016,423000.0
JACKASS FLAT,2016,345500.0
JAN JUC,2016,716000.0
JEERALANG NORTH,2016,140000.0
JEPARIT,2016,124000.0
JUNCTION VILLAGE,2016,389000.0
JUNORTOUN,2016,490000.0
KALIMNA,2016,270000.0
KALKALLO,2016,432500.0
KALLISTA,2016,567500.0
KALORAMA,2016,533000.0
KANGAROO FLAT,2016,300000.0
KANGAROO GROUND SOUTH,2016,670000.0
KANIVA,2016,120000.0
KEALBA,2016,470000.0
KEILOR,2016,805000.0
KEILOR DOWNS,2016,562000.0
KEILOR EAST,2016,720000.0
KEILOR LODGE,2016,607500.0
KEILOR PARK,2016,650000.0
KENNINGTON,2016,355000.0
KENSINGTON,2016,908000.0
KERANG,2016,167000.0
KEW,2016,2207500.0
KEW EAST,2016,1655000.0
KEW NORTH,2016,1805000.0
KEYSBOROUGH,2016,650000.0
KIALLA,2016,374000.0
KILCUNDA,2016,480000.0
KILLARA (WODONGA),2016,425000.0
KILMORE,2016,333000.0
KILSYTH,2016,620000.0
KILSYTH SOUTH,2016,738000.0
KINGLAKE,2016,346000.0
KINGS PARK,2016,415000.0
KINGSBURY,2016,610000.0
KINGSVILLE,2016,925000.0
KNOXFIELD,2016,740000.0
KOO WEE RUP,2016,400000.0
KOONDROOK,2016,165000.0
KOOYONG,2016,2762500.0
KOROIT,2016,294000.0
KORUMBURRA,2016,257500.0
KURUNJANG,2016,310000.0
KYABRAM,2016,234000.0
KYNETON,2016,455000.0
LAKE BOGA,2016,222500.0
LAKE GARDENS,2016,485000.0
LAKE TYERS BEACH,2016,268500.0
LAKE WENDOUREE,2016,700000.0
LAKES ENTRANCE,2016,280000.0
LALOR,2016,499500.0
LANCEFIELD,2016,360000.0
LANG LANG,2016,355000.0
LANGWARRIN,2016,503000.0
LARA,2016,355000.0
LARA LAKE,2016,395000.0
LAUNCHING PLACE,2016,435000.0
LAVERTON,2016,429000.0
LAVERTON SOUTH,2016,528500.0
LEITCHVILLE,2016,126500.0
LENEVA,2016,376000.0
LEONGATHA,2016,305000.0
LEOPOLD,2016,407000.0
LILYDALE,2016,633500.0
LINTON,2016,202500.0
LISMORE,2016,141500.0
LOCH SPORT,2016,178000.0
LONG GULLY,2016,240000.0
LONGWARRY,2016,334000.0
LORNE,2016,765000.0
LOVELY BANKS,2016,470000.0
LOWER PLENTY,2016,900000.0
LUCAS,2016,345000.0
LUCKNOW,2016,244500.0
LYNBROOK,2016,542500.0
LYNDHURST,2016,585000.0
LYSTERFIELD,2016,857500.0
MACEDON,2016,585000.0
MACLEOD,2016,868000.0
MADDINGLEY,2016,346000.0
MAFFRA,2016,258000.0
MAIDEN GULLY,2016,477000.0
MAIDSTONE,2016,695000.0
MALDON,2016,395000.0
MALLACOOTA,2016,322500.0
MALMSBURY,2016,344000.0
MALVERN,2016,2328500.0
MALVERN EAST,2016,1729000.0
MANIFOLD HEIGHTS,2016,620000.0
MANOR LAKES,2016,417500.0
MANSFIELD,2016,359000.0
MARIBYRNONG,2016,940000.0
MARONG,2016,330000.0
MARSHALL,2016,400000.0
MARYBOROUGH,2016,206500.0
MARYSVILLE,2016,332500.0
MCCRAE,2016,689000.0
MCKENZIE HILL,2016,475000.0
MCKINNON,2016,1657500.0
MCLOUGHLINS BEACH,2016,180000.0
MEADOW HEIGHTS,2016,370000.0
MEENIYAN,2016,270000.0
MELTON,2016,280500.0
MELTON SOUTH,2016,276000.0
MELTON WEST,2016,330000.0
MENTONE,2016,982500.0
MERBEIN,2016,170000.0
MERINDA PARK,2016,385000.0
MERNDA,2016,430000.0
MERRIJIG (MANSFIELD),2016,344000.0
METUNG,2016,360000.0
MICKLEHAM,2016,437000.0
MIDDLE PARK,2016,2238500.0
MILDURA,2016,260000.0
MILL PARK,2016,560000.0
MILLGROVE,2016,293500.0
MINERS REST,2016,334000.0
MINYIP,2016,82500.0
MIRBOO NORTH,2016,275000.0
MITCHAM,2016,941000.0
MITCHELL PARK,2016,259000.0
MOE,2016,173000.0
MONBULK,2016,521500.0
MONT ALBERT,2016,1921000.0
MONT ALBERT NORTH,2016,1490000.0
MONTMORENCY,2016,780500.0
MONTROSE,2016,625000.0
MOONEE PONDS,2016,1110500.0
MOORABBIN,2016,980000.0
MOOROOLBARK,2016,620000.0
MOOROOPNA,2016,215500.0
MORDIALLOC,2016,933000.0
MORNINGTON,2016,745000.0
MORTLAKE,2016,152000.0
MORWELL,2016,153000.0
MOUNT BEAUTY,2016,183000.0
MOUNT CLEAR,2016,345000.0
MOUNT DANDENONG,2016,641000.0
MOUNT DUNEED,2016,425000.0
MOUNT ELIZA,2016,950000.0
MOUNT EVELYN,2016,551000.0
MOUNT HELEN,2016,355000.0
MOUNT MACEDON,2016,750000.0
MOUNT MARTHA,2016,965000.0
MOUNT PLEASANT,2016,297500.0
MOUNT WAVERLEY,2016,1265000.0
MULGRAVE,2016,786000.0
MURCHISON,2016,187000.0
MURRUMBEENA,2016,1286000.0
MURTOA,2016,97500.0
MYRTLEFORD,2016,270500.0
NAGAMBIE,2016,336000.0
NARRE WARREN,2016,486500.0
NARRE WARREN NORTH,2016,900000.0
NARRE WARREN SOUTH,2016,530000.0
NATHALIA,2016,185000.0
NEERIM SOUTH,2016,330000.0
NELSON,2016,220000.0
NERRINA,2016,517500.0
NEW GISBORNE,2016,545000.0
NEWBOROUGH,2016,224500.0
NEWCOMB,2016,310000.0
NEWINGTON,2016,372500.0
NEWLANDS ARM,2016,380000.0
NEWPORT,2016,950000.0
NEWSTEAD,2016,362000.0
NEWTOWN (GREATER GEELONG),2016,712500.0
NHILL,2016,140000.0
NICHOLS POINT,2016,396000.0
NIDDRIE,2016,910000.0
NOBLE PARK,2016,600000.0
NOBLE PARK NORTH,2016,563000.0
NORLANE,2016,236500.0
NORTH BENDIGO,2016,279000.0
NORTH GEELONG,2016,338500.0
NORTH MELBOURNE,2016,1200000.0
NORTH WONTHAGGI,2016,259500.0
NORTHCOTE,2016,1190000.0
NOTTING HILL,2016,872500.0
NUMURKAH,2016,195000.0
NUNAWADING,2016,970000.0
NYAH WEST,2016,130000.0
NYORA,2016,300000.0
OAK PARK,2016,822500.0
OAKLEIGH,2016,1050000.0
OAKLEIGH EAST,2016,983000.0
OAKLEIGH SOUTH,2016,890000.0
OCEAN GROVE,2016,555000.0
OFFICER,2016,440000.0
OFFICER SOUTH,2016,
OLINDA,2016,620000.0
OMEO,2016,150000.0
ORBOST,2016,162500.0
ORMOND,2016,1550000.0
OSBORNE,2016,640000.0
OUYEN,2016,130000.0
PAKENHAM,2016,400000.0
PARADISE BEACH,2016,200000.0
PARK ORCHARDS,2016,1335000.0
PARKDALE,2016,1100000.0
PARKVILLE,2016,2130000.0
PASCOE VALE,2016,805000.0
PASCOE VALE SOUTH,2016,840000.0
PATTERSON GARDENS,2016,812000.0
PATTERSON LAKES,2016,810000.0
PAYNESVILLE,2016,308000.0
PEARCEDALE,2016,534000.0
PETERBOROUGH,2016,340000.0
PIONEER BAY,2016,216000.0
PLENTY,2016,935000.0
POINT COOK,2016,505000.0
POINT LONSDALE,2016,641000.0
POREPUNKAH,2016,330000.0
PORT ALBERT,2016,218500.0
PORT FAIRY,2016,473500.0
PORT FRANKLIN,2016,207500.0
PORT MELBOURNE,2016,1380000.0
PORT WELSHPOOL,2016,380000.0
PORTARLINGTON,2016,460000.0
PORTLAND,2016,220000.0
PORTLAND NORTH,2016,340000.0
PORTSEA,2016,1701000.0
PRAHRAN,2016,1430000.0
PRESTON,2016,882000.0
PRINCES HILL,2016,1555000.0
PYRAMID HILL,2016,112500.0
QUARRY HILL,2016,349000.0
QUEENSCLIFF,2016,795000.0
RAINBOW,2016,59500.0
RAYMOND ISLAND,2016,330000.0
RED CLIFFS,2016,165000.0
REDAN,2016,255000.0
RESEARCH,2016,825500.0
RESERVOIR,2016,710000.0
RHYLL,2016,460000.0
RICHMOND,2016,1265000.0
RIDDELLS CREEK,2016,500000.0
RINGWOOD,2016,837500.0
RINGWOOD EAST,2016,806000.0
RINGWOOD NORTH,2016,844000.0
RIPPLESIDE,2016,739000.0
ROBINVALE,2016,170000.0
ROCHESTER,2016,239000.0
ROCKBANK,2016,347000.0
ROMSEY,2016,428000.0
ROSANNA,2016,980000.0
ROSEBUD,2016,445000.0
ROSEBUD SOUTH,2016,545000.0
ROSEDALE,2016,230000.0
ROWVILLE,2016,778000.0
ROXBURGH PARK,2016,435000.0
RUPANYUP,2016,75000.0
RUSHWORTH,2016,200000.0
RUTHERGLEN,2016,255000.0
RYE,2016,550000.0
SAFETY BEACH,2016,665000.0
SAILORS GULLY,2016,225000.0
SALE,2016,295500.0
SAN REMO,2016,460000.0
SANCTUARY LAKES,2016,503000.0
SANDHURST,2016,678500.0
SANDRINGHAM,2016,1760000.0
SANDY POINT,2016,359000.0
SASSAFRAS,2016,653500.0
SAWMILL SETTLEMENT,2016,350000.0
SCORESBY,2016,700000.0
SEA LAKE,2016,75000.0
SEABROOK,2016,509000.0
SEAFORD,2016,580500.0
SEAHOLME,2016,872500.0
SEASPRAY,2016,175000.0
SEBASTOPOL,2016,247500.0
SEDDON,2016,934500.0
SELBY,2016,527500.0
SEVILLE,2016,511500.0
SEVILLE EAST,2016,440000.0
SEYMOUR,2016,242500.0
SHEPPARTON,2016,265000.0
SHEPPARTON NORTH,2016,361000.0
SHOREHAM,2016,868500.0
SILVERLEAVES,2016,446500.0
SKENES CREEK,2016,520000.0
SKIPTON,2016,169000.0
SKYE,2016,479000.0
SMITHS BEACH,2016,470000.0
SMYTHESDALE,2016,250000.0
SOLDIERS HILL,2016,374000.0
SOMERS,2016,755500.0
SOMERVILLE,2016,465000.0
SORRENTO,2016,1130000.0
SOUTH DUDLEY,2016,256000.0
SOUTH GEELONG,2016,495000.0
SOUTH KINGSVILLE,2016,903000.0
SOUTH MELBOURNE,2016,1595000.0
SOUTH MORANG,2016,502000.0
SOUTH YARRA,2016,1890000.0
SPOTSWOOD,2016,917500.0
SPRING GULLY,2016,350000.0
SPRINGVALE,2016,685000.0
SPRINGVALE SOUTH,2016,630000.0
ST ALBANS,2016,500000.0
ST ALBANS PARK,2016,331000.0
ST ANDREWS BEACH,2016,695000.0
ST ARNAUD,2016,142500.0
ST HELENA,2016,800000.0
ST KILDA,2016,1305000.0
ST KILDA EAST,2016,1677500.0
ST KILDA WEST,2016,1797000.0
ST LEONARDS,2016,421500.0
STANHOPE,2016,147000.0
STAWELL,2016,177000.0
STRATFORD,2016,272500.0
STRATHDALE,2016,445000.0
STRATHFIELDSAYE,2016,425000.0
STRATHMERTON,2016,182500.0
STRATHMORE,2016,1140000.0
STRATHMORE HEIGHTS,2016,808000.0
STRATHTULLOH,2016,430000.0
STUDFIELD,2016,853000.0
SUNBURY,2016,395000.0
SUNDERLAND BAY,2016,360000.0
SUNNYCLIFFS,2016,220000.0
SUNSET STRIP,2016,340000.0
SUNSHINE,2016,675000.0
SUNSHINE NORTH,2016,560000.0
SUNSHINE WEST,2016,520000.0
SURF BEACH,2016,414000.0
SURREY HILLS,2016,1800500.0
SWAN HILL,2016,262500.0
SWAN REACH,2016,455000.0
SYDENHAM,2016,505000.0
SYNDAL,2016,1410000.0
TALLANGATTA,2016,216000.0
TARNEIT,2016,445000.0
TATURA,2016,228000.0
TAWONGA SOUTH,2016,298000.0
TAYLORS HILL,2016,600000.0
TAYLORS LAKES,2016,635000.0
TECOMA,2016,601500.0
TEMPLESTOWE,2016,1260000.0
TEMPLESTOWE LOWER,2016,1105500.0
TERANG,2016,150000.0
THE BASIN,2016,595000.0
THE HONEYSUCKLES,2016,237000.0
THE PATCH,2016,570500.0
THOMASTOWN,2016,493000.0
THOMSON (GREATER GEELONG),2016,308500.0
THORNBURY,2016,1079500.0
THORNHILL PARK,2016,720000.0
TIMBOON,2016,215000.0
TONGALA,2016,204000.0
TOONGABBIE,2016,315000.0
TOORA,2016,195000.0
TOORADIN,2016,411000.0
TOORAK,2016,4900000.0
TOOTGAROOK,2016,460000.0
TORQUAY,2016,665000.0
TRAFALGAR,2016,312500.0
TRARALGON,2016,268000.0
TRARALGON EAST,2016,445000.0
TRAVANCORE,2016,1305000.0
TRENTHAM,2016,455000.0
TRUGANINA,2016,430000.0
TULLAMARINE,2016,530000.0
TYABB,2016,430000.0
UPPER FERNTREE GULLY,2016,582000.0
UPWEY,2016,585000.0
VENTNOR,2016,420000.0
VENUS BAY,2016,258000.0
VERMONT,2016,900000.0
VERMONT SOUTH,2016,1082500.0
VIEWBANK,2016,920000.0
VIOLET TOWN,2016,238500.0
WAHGUNYAH,2016,290000.0
WALKERVILLE,2016,283500.0
WALLAN,2016,375000.0
WALLAN EAST,2016,352500.0
WANDANA HEIGHTS,2016,592500.0
WANDIN NORTH,2016,496500.0
WANGARATTA,2016,270500.0
WANTIRNA,2016,801000.0
WANTIRNA SOUTH,2016,875000.0
WARBURTON,2016,366000.0
WARNEET,2016,390000.0
WARRACKNABEAL,2016,123500.0
WARRAGUL,2016,340000.0
WARRANDYTE,2016,890000.0
WARRANWOOD,2016,865000.0
WARRNAMBOOL,2016,320000.0
WATERWAYS,2016,1050000.0
WATSONIA,2016,698000.0
WATSONIA NORTH,2016,702500.0
WATTLE GLEN,2016,580000.0
WAURN PONDS,2016,501000.0
WEDDERBURN,2016,150000.0
WEIR VIEWS,2016,418000.0
WENDOUREE,2016,252500.0
WENDOUREE WEST,2016,185000.0
WERRIBEE,2016,403000.0
WERRIBEE SOUTH,2016,540000.0
WEST FOOTSCRAY,2016,798000.0
WEST MELBOURNE,2016,1104500.0
WEST WODONGA,2016,308500.0
WESTALL,2016,696000.0
WESTGARTH,2016,1500000.0
WESTMEADOWS,2016,500000.0
WHEELERS HILL,2016,1050000.0
WHITE HILLS,2016,305000.0
WHITTINGTON,2016,265000.0
WHITTLESEA,2016,448500.0
WILLIAMS LANDING,2016,530000.0
WILLIAMSTOWN,2016,1282500.0
WILLIAMSTOWN NORTH,2016,1135500.0
WIMBLEDON HEIGHTS,2016,299000.0
WINCHELSEA,2016,267000.0
WINDSOR,2016,1505000.0
WINTER VALLEY,2016,362500.0
WODONGA,2016,315000.0
WOLLERT,2016,460000.0
WONGA PARK,2016,801000.0
WONTHAGGI,2016,265000.0
WOODEND,2016,460000.0
WOOLAMAI WATERS,2016,375000.0
WOORI YALLOCK,2016,391500.0
WURRUK,2016,259500.0
WY YUNG,2016,333500.0
WYCHEPROOF,2016,82500.0
WYNDHAM VALE,2016,365000.0
YACKANDANDAH,2016,392500.0
YALLAMBIE,2016,713500.0
YALLOURN NORTH,2016,165500.0
YARRA GLEN,2016,540000.0
YARRA JUNCTION,2016,422500.0
YARRAGON,2016,300000.0
YARRAM,2016,230000.0
YARRAVILLE,2016,900500.0
YARRAWONGA,2016,320000.0
YEA,2016,305000.0
YINNAR,2016,230000.0
ABBOTSFORD,2017,1280000.0
ABERFELDIE,2017,1471000.0
AINTREE,2017,571000.0
AIREYS INLET,2017,737500.0
AIRPORT WEST,2017,845000.0
ALBANVALE,2017,526500.0
ALBERT PARK,2017,2150000.0
ALBION,2017,730000.0
ALEXANDRA,2017,291500.0
ALFREDTON,2017,412500.0
ALLANSFORD,2017,280000.0
ALPHINGTON,2017,1560000.0
ALTONA,2017,950000.0
ALTONA EAST,2017,885000.0
ALTONA MEADOWS,2017,625000.0
ALTONA NORTH,2017,828000.0
ANGLESEA,2017,788000.0
APOLLO BAY,2017,545000.0
ARARAT,2017,200000.0
ARDEER,2017,595000.0
ARMADALE,2017,2300000.0
ARMSTRONG CREEK,2017,471000.0
ASCOT (GREATER BENDIGO),2017,358000.0
ASCOT VALE,2017,1180000.0
ASHBURTON,2017,1812500.0
ASHWOOD,2017,1359000.0
ASPENDALE,2017,1125000.0
ASPENDALE GARDENS,2017,882500.0
ATTWOOD,2017,742500.0
AVENEL,2017,355000.0
AVOCA,2017,212500.0
AVONDALE HEIGHTS,2017,845500.0
AVONSLEIGH,2017,562000.0
BACCHUS MARSH,2017,415500.0
BADGER CREEK,2017,465000.0
BAIRNSDALE,2017,272500.0
BALACLAVA,2017,1385500.0
BALCOMBE,2017,1100000.0
BALLAN,2017,417000.0
BALLARAT CENTRAL,2017,430000.0
BALLARAT EAST,2017,310000.0
BALLARAT NORTH,2017,346500.0
BALNARRING,2017,815000.0
BALNARRING BEACH,2017,890000.0
BALWYN,2017,2340000.0
BALWYN NORTH,2017,1950000.0
BANNOCKBURN,2017,430000.0
BARANDUDA,2017,350000.0
BARNAWARTHA,2017,312000.0
BARWON HEADS,2017,916000.0
BAXTER,2017,530000.0
BAYSWATER,2017,800500.0
BAYSWATER NORTH,2017,737500.0
BEACONSFIELD,2017,694500.0
BEACONSFIELD UPPER,2017,725500.0
BEAUFORT,2017,220000.0
BEAUMARIS,2017,1611000.0
BEECHWORTH,2017,399000.0
BELGRAVE,2017,620000.0
BELGRAVE HEIGHTS,2017,687500.0
BELGRAVE SOUTH,2017,689000.0
BELL PARK,2017,400000.0
BELL POST HILL,2017,435000.0
BELLFIELD (BANYULE),2017,897000.0
BELMONT,2017,500000.0
BENALLA,2017,250000.0
BENDIGO,2017,400000.0
BENTLEIGH,2017,1470000.0
BENTLEIGH EAST,2017,1256000.0
BERWICK,2017,670000.0
BEVERIDGE,2017,495000.0
BIRCHIP,2017,100000.0
BIRREGURRA,2017,382500.0
BITTERN,2017,526500.0
BLACK HILL,2017,370000.0
BLACK ROCK,2017,2017500.0
BLACKBURN,2017,1410000.0
BLACKBURN NORTH,2017,1140500.0
BLACKBURN SOUTH,2017,1200000.0
BLACKWOOD,2017,403000.0
BLAIRGOWRIE,2017,883000.0
BLIND BIGHT,2017,514000.0
BONBEACH,2017,882500.0
BONNIE DOON,2017,315000.0
BONSHAW,2017,235000.0
BOOLARRA,2017,255000.0
BOORT,2017,215000.0
BORONIA,2017,735000.0
BOTANIC RIDGE,2017,690000.0
BOX HILL,2017,1752500.0
BOX HILL NORTH,2017,1321000.0
BOX HILL SOUTH,2017,1409000.0
BRAYBROOK,2017,665000.0
BREAKWATER,2017,335000.0
BRIAGOLONG,2017,257000.0
BRIAR HILL,2017,833000.0
BRIGHT,2017,495000.0
BRIGHTON,2017,3050000.0
BRIGHTON EAST,2017,1900000.0
BROADFORD,2017,330000.0
BROADMEADOWS,2017,546000.0
BROOKFIELD,2017,425000.0
BROOKLYN,2017,834000.0
BROWN HILL,2017,350000.0
BRUNSWICK,2017,1200000.0
BRUNSWICK EAST,2017,1150000.0
BRUNSWICK WEST,2017,1155000.0
BRUTHEN,2017,229500.0
BULLEEN,2017,1300000.0
BUNDALONG,2017,373000.0
BUNDOORA,2017,753000.0
BUNINYONG,2017,470000.0
BUNYIP,2017,437500.0
BURNSIDE,2017,572500.0
BURNSIDE HEIGHTS,2017,590000.0
BURWOOD,2017,1357000.0
BURWOOD EAST,2017,1126500.0
CAIRNLEA,2017,710000.0
CALIFORNIA GULLY,2017,250000.0
CAMBERWELL,2017,2300000.0
CAMPBELLFIELD,2017,507000.0
CAMPBELLS CREEK,2017,380000.0
CAMPERDOWN,2017,240000.0
CANADIAN,2017,334500.0
CANTERBURY,2017,3140000.0
CAPE PATERSON,2017,407500.0
CAPE SCHANCK,2017,972500.0
CAPEL SOUND,2017,542500.0
CARISBROOK,2017,245000.0
CARLTON,2017,1470000.0
CARLTON NORTH,2017,1628000.0
CARNEGIE,2017,1509000.0
CAROLINE SPRINGS,2017,611000.0
CARRUM,2017,835500.0
CARRUM DOWNS,2017,525000.0
CASTERTON,2017,142000.0
CASTLEMAINE,2017,435000.0
CAULFIELD,2017,1914000.0
CAULFIELD EAST,2017,1500000.0
CAULFIELD NORTH,2017,2285000.0
CAULFIELD SOUTH,2017,1690000.0
CHADSTONE,2017,1131000.0
CHARLEMONT,2017,157000.0
CHARLTON,2017,136000.0
CHELSEA,2017,914000.0
CHELSEA HEIGHTS,2017,750000.0
CHELTENHAM,2017,1171000.0
CHELTENHAM EAST,2017,982500.0
CHELTENHAM NORTH,2017,1025000.0
CHEWTON,2017,320000.0
CHILTERN,2017,238500.0
CHIRNSIDE PARK,2017,735000.0
CHURCHILL,2017,175000.0
CLARINDA,2017,866000.0
CLAYTON,2017,1250000.0
CLAYTON NORTH,2017,1234500.0
CLAYTON SOUTH,2017,850000.0
CLIFTON HILL,2017,1390000.0
CLIFTON SPRINGS,2017,419000.0
CLUNES,2017,263000.0
CLYDE,2017,430000.0
CLYDE NORTH,2017,550000.0
COBBLEBANK,2017,374000.0
COBDEN,2017,263000.0
COBRAM,2017,255000.0
COBURG,2017,1000000.0
COBURG EAST,2017,861000.0
COBURG NORTH,2017,821000.0
COCKATOO,2017,539500.0
COHUNA,2017,180000.0
COLAC,2017,282500.0
COLDSTREAM,2017,597500.0
COLERAINE,2017,133000.0
COLLINGWOOD,2017,1205000.0
COOLAROO,2017,451000.0
COONANS HILL,2017,963000.0
COONGULLA,2017,192000.0
CORINELLA,2017,391000.0
CORIO,2017,305000.0
CORONET BAY,2017,325500.0
CORRYONG,2017,180000.0
COWES,2017,440000.0
COWES WEST,2017,390000.0
CRAIGIEBURN,2017,502500.0
CRANBOURNE,2017,510000.0
CRANBOURNE EAST,2017,535000.0
CRANBOURNE NORTH,2017,541000.0
CRANBOURNE SOUTH,2017,600000.0
CRANBOURNE WEST,2017,510500.0
CREMORNE,2017,1230000.0
CRESWICK,2017,311500.0
CRIB POINT,2017,502500.0
CROYDON,2017,810000.0
CROYDON HILLS,2017,875000.0
CROYDON NORTH,2017,872000.0
CROYDON SOUTH,2017,800000.0
CURLEWIS,2017,430000.0
DALLAS,2017,430000.0
DALYSTON,2017,273500.0
DANDENONG,2017,619000.0
DANDENONG NORTH,2017,633500.0
DARLEY,2017,430000.0
DAYLESFORD,2017,502000.0
DEANSIDE,2017,340000.0
DEEPDENE,2017,2862500.0
DEER PARK,2017,552500.0
DELACOMBE,2017,325000.0
DELAHEY,2017,545000.0
DENNINGTON,2017,345000.0
DERRIMUT,2017,635000.0
DIAMOND CREEK,2017,755000.0
DIGGERS REST,2017,440500.0
DIMBOOLA,2017,122500.0
DINGLEY VILLAGE,2017,887000.0
DINNER PLAIN,2017,412500.0
DONALD,2017,122000.0
DONCASTER,2017,1366500.0
DONCASTER EAST,2017,1360000.0
DONNYBROOK,2017,
DONVALE,2017,1201000.0
DOREEN,2017,550000.0
DOVETON,2017,490000.0
DROMANA,2017,690000.0
DROUIN,2017,390000.0
DRYSDALE,2017,436500.0
DUNKELD,2017,210000.0
DUNOLLY,2017,179000.0
EAGLE POINT,2017,250000.0
EAGLEHAWK,2017,295000.0
EAGLEMONT,2017,1963000.0
EAST BAIRNSDALE,2017,222000.0
EAST BENDIGO,2017,335000.0
EAST GEELONG,2017,600000.0
EAST MELBOURNE,2017,3585000.0
EAST WARBURTON,2017,392500.0
EASTWOOD,2017,380000.0
ECHUCA,2017,320000.0
EDENHOPE,2017,160000.0
EDITHVALE,2017,1058500.0
EILDON,2017,225000.0
ELLIMINYT,2017,366500.0
ELMORE,2017,162000.0
ELSTERNWICK,2017,2087500.0
ELTHAM,2017,930000.0
ELTHAM NORTH,2017,900000.0
ELWOOD,2017,1900000.0
EMERALD,2017,660500.0
ENDEAVOUR HILLS,2017,630500.0
EPPING,2017,556000.0
EPSOM,2017,352000.0
ESSENDON,2017,1402000.0
ESSENDON NORTH,2017,1100000.0
ESSENDON WEST,2017,1296000.0
EUMEMMERRING,2017,517500.0
EUREKA,2017,251500.0
EUROA,2017,239000.0
